family,tf,pair,params,horizon_bars,N,MEAN,MEDIAN,WIN,STD,MEAN_LOW,MEAN_NORMAL,MEAN_STRESS,MEAN_EX99,MEAN_LONG,MEAN_SHORT,N_LONG,N_SHORT,YEARS_POS_NORMAL,N_YEARS
F2_donchian,H1,EURUSD,"{""lookback"": 40}",24,2797,-3.515445119771205,-2.5999999999992696,0.48122988916696463,72.97560671080944,-4.515445119771205,-5.515445119771205,-7.015445119771205,-5.786421090646462,-7.224226415094338,-0.1770380434783029,1325,1472,1,9
F2_donchian,H1,EURUSD,"{""lookback"": 40}",48,2796,-1.9885193133047414,0.7000000000012552,0.5032188841201717,103.00829725246169,-2.9885193133047414,-3.9885193133047414,-5.488519313304741,-5.264414739884416,-8.228096676737174,3.6237092391304078,1324,1472,1,9
F2_donchian,H1,EURUSD,"{""lookback"": 80}",4,1936,-0.5212293388429894,-1.1999999999989797,0.47262396694214875,34.92658167101091,-1.5212293388429894,-2.521229338842989,-4.021229338842989,-1.887578288100224,-0.3806380638063925,-0.6456669912366272,909,1027,3,9
F2_donchian,H1,EURUSD,"{""lookback"": 80}",12,1936,-1.6343491735537423,-1.60000000000049,0.4824380165289256,53.99142522492898,-2.6343491735537423,-3.6343491735537423,-5.134349173553742,-3.5062630480167267,-3.509790979097901,0.025608568646492365,909,1027,3,9
F2_donchian,H1,EURUSD,"{""lookback"": 80}",24,1936,-3.344008264462827,-3.349999999999742,0.4715909090909091,72.40729512868963,-4.344008264462827,-5.344008264462827,-6.844008264462827,-5.69932150313154,-7.6911991199119765,0.5037000973709389,909,1027,1,9
F2_donchian,H1,EURUSD,"{""lookback"": 80}",48,1935,-1.9164341085271552,1.5999999999993797,0.5074935400516796,102.15625640430225,-2.916434108527155,-3.916434108527155,-5.416434108527155,-5.348668407310731,-7.685462555066079,3.184128529698106,908,1027,2,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 20, ""slow"": 100}",4,6927,0.05640248303738977,-0.7999999999985796,0.48116067561715026,32.02357805555015,-0.9435975169626102,-1.9435975169626103,-3.44359751696261,-1.1990084572761746,-0.17977660199881457,0.2843404255319054,3402,3525,0,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 20, ""slow"": 100}",12,6926,-0.34657811146405665,-1.100000000000545,0.4874386370199249,54.118986323727086,-1.3465781114640567,-2.3465781114640567,-3.8465781114640567,-2.2058780630105086,0.08335783593059762,-0.7613900709219912,3401,3525,1,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 20, ""slow"": 100}",24,6924,-0.07179376083187862,-0.20000000000131024,0.49783362218370886,73.21235823172792,-1.0717937608318786,-2.071793760831879,-3.571793760831879,-2.4519988327983553,-0.4433951162106343,0.28652482269504076,3399,3525,2,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 20, ""slow"": 100}",48,6922,-0.29390349609940036,-0.5000000000010552,0.49696619474140424,102.43821879387372,-1.2939034960994005,-2.2939034960994005,-3.7939034960994005,-3.5456800934033943,-2.5968207241683805,1.9253900709219687,3397,3525,1,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 50, ""slow"": 200}",4,4008,0.36042914171655793,-0.2999999999997449,0.49251497005988026,34.79737699146113,-0.6395708582834421,-1.639570858283442,-3.139570858283442,-1.0122510713385533,1.069015544041443,-0.2976900866217614,1930,2078,1,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 50, ""slow"": 200}",12,4008,-0.19376247504990143,-0.700000000000145,0.49051896207584833,54.550653267533086,-1.1937624750499014,-2.1937624750499016,-3.6937624750499016,-2.081220065540713,2.09383419689117,-2.3184311838305884,1930,2078,1,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 50, ""slow"": 200}",24,4006,-0.28614578132801805,-0.20000000000131024,0.4977533699450824,75.33614694472449,-1.2861457813280182,-2.286145781328018,-3.786145781328018,-2.5939974779319144,1.5886929460580728,-2.0256496631376346,1928,2078,2,9
F3_trend_pullback,H1,EURUSD,"{""fast"": 50, ""slow"": 200}",48,4005,0.7374531835205878,0.4999999999988347,0.5013732833957553,105.80837178109611,-0.26254681647941225,-1.2625468164794122,-2.7625468164794125,-2.664354187689214,2.6283860923715423,-1.0160731472569828,1927,2078,3,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.75}",4,42,-1.566666666666621,-3.8500000000007972,0.40476190476190477,24.60882913802878,-2.566666666666621,-3.566666666666621,-5.066666666666621,-3.2195121951218675,-1.7260869565218477,-1.3736842105260831,23,19,3,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.75}",12,42,-1.1380952380952405,-8.550000000000502,0.40476190476190477,50.35884862968741,-2.1380952380952403,-3.1380952380952403,-4.63809523809524,-3.9487804878048602,-9.443478260869547,8.915789473684187,23,19,4,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.75}",24,42,-3.288095238095051,-10.850000000000026,0.35714285714285715,63.96033909205908,-4.288095238095051,-5.288095238095051,-6.788095238095051,-7.999999999999768,-4.926086956521574,-1.305263157894523,23,19,3,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.75}",48,42,-11.764285714285647,-10.199999999999099,0.4523809523809524,88.51935111967367,-12.764285714285647,-13.764285714285647,-15.264285714285647,-15.482926829268228,-21.13043478260888,-0.42631578947332116,23,19,4,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.85}",4,310,0.6622580645160696,-0.7999999999996898,0.4774193548387097,29.261960927870057,-0.3377419354839304,-1.3377419354839304,-2.8377419354839306,-0.538888888888965,-1.266878980891887,2.641830065359529,157,153,4,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.85}",12,310,2.6229032258064375,-1.9500000000005624,0.4870967741935484,53.14231388944764,1.6229032258064375,0.6229032258064375,-0.8770967741935625,0.48954248366012315,2.89426751592359,2.34444444444439,157,153,5,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.85}",24,310,-0.6800000000000058,-0.8000000000008001,0.49032258064516127,64.5077596496435,-1.680000000000006,-2.680000000000006,-4.180000000000006,-3.214379084967312,1.0649681528662196,-2.470588235294107,157,153,4,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 20, ""ratio"": 0.85}",48,310,-4.480322580645189,-4.20000000000087,0.4838709677419355,97.90794583434368,-5.480322580645189,-6.480322580645189,-7.980322580645189,-8.517320261437936,-3.6159235668789944,-5.36732026143795,157,153,3,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 40, ""ratio"": 0.85}",4,161,-0.18695652173921,-0.2999999999997449,0.4782608695652174,30.440733668956664,-1.18695652173921,-2.18695652173921,-3.68695652173921,-1.3075471698114094,-3.4837837837838914,2.6172413793102893,74,87,3,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 40, ""ratio"": 0.85}",12,161,1.2329192546584353,-0.40000000000040004,0.4906832298136646,60.02089300443377,0.23291925465843533,-0.7670807453415647,-2.2670807453415645,-1.0320754716980582,0.6891891891893845,1.6954022988505035,74,87,6,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 40, ""ratio"": 0.85}",24,161,1.1739130434782432,3.60000000000138,0.5279503105590062,71.35089481020815,0.1739130434782432,-0.8260869565217568,-2.326086956521757,-1.5044025157232792,3.077027027027084,-0.4448275862069781,74,87,6,9
F5_vol_compress_breakout,H1,EURUSD,"{""lookback"": 40, ""ratio"": 0.85}",48,161,-10.251552795031175,-5.800000000000249,0.4658385093167702,100.12787642908812,-11.251552795031175,-12.251552795031175,-13.751552795031175,-14.111320754717102,-11.159459459459445,-9.479310344827823,74,87,4,9
