TRADE_ID,DATE,ACTUAL_FUTURES_CONTRACT,SIDE,PREMARKET_HIGH,PREMARKET_LOW,BREAKOUT_TIMESTAMP,RETEST_TIMESTAMP,ORDER_ACTIVATION_TIMESTAMP,MODELED_ENTRY,INITIAL_STOP,TRIM_LEVEL,TRIM_TRIGGERED,EMA8_MANAGEMENT_STATE,MODELED_FINAL_EXIT_TIMESTAMP,MODELED_FINAL_EXIT,MODELED_GROSS_POINTS,MODELED_NET_POINTS,MODELED_EXIT_REASON,WINDOW_START_UTC,WINDOW_END_UTC,ROLL_CROSS
P000-0076,2021-04-09,NQM1,LONG,13754.75,13648.25,2021-04-09 15:50:00+00:00,2021-04-09 16:15:00+00:00,2021-04-09 16:20:00+00:00,13763.0,13754.75,13799.5,True,ARMED,2021-04-09 19:55:00+00:00,13829.25,51.375,49.875,EOD,2021-04-09 15:40:00+00:00,2021-04-09 20:05:00+00:00,False
P000-0077,2021-04-13,NQM1,LONG,13896.0,13775.0,2021-04-13 13:35:00+00:00,2021-04-13 15:20:00+00:00,2021-04-13 15:25:00+00:00,13911.0,13896.0,13948.75,False,NOT_ARMED,2021-04-13 15:50:00+00:00,13893.75,-17.25,-18.75,LEVEL_STOP,2021-04-13 13:25:00+00:00,2021-04-13 16:00:00+00:00,False
P000-0078,2021-04-19,NQM1,SHORT,14045.25,13946.0,2021-04-19 14:05:00+00:00,2021-04-19 15:15:00+00:00,2021-04-19 15:20:00+00:00,13922.75,13946.0,13861.0,True,ARMED,2021-04-19 15:50:00+00:00,13902.75,40.875,39.375,EMA8,2021-04-19 13:55:00+00:00,2021-04-19 16:00:00+00:00,False
P000-0079,2021-04-20,NQM1,SHORT,13933.75,13814.0,2021-04-20 14:50:00+00:00,2021-04-20 14:55:00+00:00,2021-04-20 15:00:00+00:00,13792.75,13814.0,13786.5,False,NOT_ARMED,2021-04-20 15:05:00+00:00,13820.5,-27.75,-29.25,LEVEL_STOP,2021-04-20 14:40:00+00:00,2021-04-20 15:15:00+00:00,False
P000-0080,2021-04-22,NQM1,SHORT,13929.0,13881.0,2021-04-22 13:40:00+00:00,2021-04-22 13:45:00+00:00,2021-04-22 13:50:00+00:00,13862.5,13881.0,13862.5,True,ARMED,2021-04-22 13:55:00+00:00,13881.75,-0.375,-1.875,BE_STOP,2021-04-22 13:30:00+00:00,2021-04-22 14:05:00+00:00,False
P000-0081,2021-04-23,NQM1,LONG,13789.0,13762.25,2021-04-23 13:30:00+00:00,2021-04-23 13:45:00+00:00,2021-04-23 13:50:00+00:00,13813.25,13789.0,13822.0,True,ARMED,2021-04-23 16:25:00+00:00,13923.0,59.25,57.75,EMA8,2021-04-23 13:20:00+00:00,2021-04-23 16:35:00+00:00,False
P000-0082,2021-05-03,NQM1,LONG,13916.25,13844.5,2021-05-03 14:10:00+00:00,2021-05-03 14:25:00+00:00,2021-05-03 14:30:00+00:00,13930.25,13916.25,13947.5,False,NOT_ARMED,2021-05-03 14:35:00+00:00,13899.0,-31.25,-32.75,LEVEL_STOP,2021-05-03 14:00:00+00:00,2021-05-03 14:45:00+00:00,False
P000-0083,2021-05-04,NQM1,SHORT,13766.25,13650.25,2021-05-04 13:30:00+00:00,2021-05-04 13:35:00+00:00,2021-05-04 13:40:00+00:00,13624.5,13650.25,13623.25,True,ARMED,2021-05-04 16:05:00+00:00,13427.75,99.0,97.5,EMA8,2021-05-04 13:20:00+00:00,2021-05-04 16:15:00+00:00,False
P000-0084,2021-05-25,NQM1,SHORT,13726.0,13675.75,2021-05-25 13:50:00+00:00,2021-05-25 13:55:00+00:00,2021-05-25 14:00:00+00:00,13651.0,13675.75,13651.0,True,ARMED,2021-05-25 14:05:00+00:00,13658.25,-5.75,-7.25,BE_STOP,2021-05-25 13:40:00+00:00,2021-05-25 14:15:00+00:00,False
P000-0085,2021-05-26,NQM1,SHORT,13728.5,13677.75,2021-05-26 13:45:00+00:00,2021-05-26 13:50:00+00:00,2021-05-26 13:55:00+00:00,13662.0,13677.75,13662.0,True,ARMED,2021-05-26 14:05:00+00:00,13673.5,0.0,-1.5,BE_STOP,2021-05-26 13:35:00+00:00,2021-05-26 14:15:00+00:00,False
P000-0086,2021-06-01,NQM1,SHORT,13756.75,13710.5,2021-06-01 14:00:00+00:00,2021-06-01 14:05:00+00:00,2021-06-01 14:10:00+00:00,13693.25,13710.5,13683.0,True,ARMED,2021-06-01 15:15:00+00:00,13639.0,32.25,30.75,EMA8,2021-06-01 13:50:00+00:00,2021-06-01 15:25:00+00:00,False
P000-0087,2021-06-16,NQU1,LONG,14055.75,14018.5,2021-06-16 13:30:00+00:00,2021-06-16 13:35:00+00:00,2021-06-16 13:40:00+00:00,14065.5,14055.75,14069.25,True,ARMED,2021-06-16 14:30:00+00:00,14069.75,4.0,2.5,EMA8,2021-06-16 13:20:00+00:00,2021-06-16 14:40:00+00:00,False
P000-0088,2021-06-18,NQU1,SHORT,14189.5,14051.0,2021-06-18 15:10:00+00:00,2021-06-18 15:15:00+00:00,2021-06-18 15:20:00+00:00,14027.0,14051.0,14026.0,True,ARMED,2021-06-18 15:30:00+00:00,14038.75,0.5,-1.0,BE_STOP,2021-06-18 15:00:00+00:00,2021-06-18 15:40:00+00:00,False
P000-0089,2021-06-25,NQU1,SHORT,14394.25,14351.0,2021-06-25 13:55:00+00:00,2021-06-25 14:05:00+00:00,2021-06-25 14:10:00+00:00,14332.5,14351.0,14323.75,True,ARMED,2021-06-25 14:15:00+00:00,14350.5,1.25,-0.25,BE_STOP,2021-06-25 13:45:00+00:00,2021-06-25 14:25:00+00:00,False
P000-0090,2021-06-29,NQU1,LONG,14513.5,14468.75,2021-06-29 13:35:00+00:00,2021-06-29 13:40:00+00:00,2021-06-29 13:45:00+00:00,14524.0,14513.5,14524.75,True,ARMED,2021-06-29 13:50:00+00:00,14517.75,-3.125,-4.625,BE_STOP,2021-06-29 13:25:00+00:00,2021-06-29 14:00:00+00:00,False
P000-0091,2021-07-01,NQU1,SHORT,14591.25,14498.25,2021-07-01 15:10:00+00:00,2021-07-01 15:15:00+00:00,2021-07-01 15:20:00+00:00,14485.0,14498.25,14485.0,True,ARMED,2021-07-01 15:25:00+00:00,14491.5,0.0,-1.5,BE_STOP,2021-07-01 15:00:00+00:00,2021-07-01 15:35:00+00:00,False
P000-0092,2021-07-02,NQU1,LONG,14648.75,14555.5,2021-07-02 13:35:00+00:00,2021-07-02 13:40:00+00:00,2021-07-02 13:45:00+00:00,14658.25,14648.75,14660.5,True,ARMED,2021-07-02 13:50:00+00:00,14657.75,1.125,-0.375,BE_STOP,2021-07-02 13:25:00+00:00,2021-07-02 14:00:00+00:00,False
P000-0093,2021-07-06,NQU1,LONG,14749.0,14690.75,2021-07-06 13:30:00+00:00,2021-07-06 13:45:00+00:00,2021-07-06 13:50:00+00:00,14765.5,14749.0,14773.75,True,ARMED,2021-07-06 14:20:00+00:00,14758.25,4.125,2.625,BE_STOP,2021-07-06 13:20:00+00:00,2021-07-06 14:30:00+00:00,False
P000-0094,2021-07-27,NQU1,SHORT,15131.5,15066.75,2021-07-27 13:40:00+00:00,2021-07-27 13:45:00+00:00,2021-07-27 13:50:00+00:00,15051.75,15066.75,15050.25,True,ARMED,2021-07-27 15:50:00+00:00,14862.0,95.625,94.125,EMA8,2021-07-27 13:30:00+00:00,2021-07-27 16:00:00+00:00,False
P000-0095,2021-08-04,NQU1,LONG,15063.0,15015.75,2021-08-04 16:55:00+00:00,2021-08-04 19:15:00+00:00,2021-08-04 19:20:00+00:00,15071.25,15063.0,15108.0,False,NOT_ARMED,2021-08-04 19:55:00+00:00,15069.0,-2.25,-3.75,EOD,2021-08-04 16:45:00+00:00,2021-08-04 20:05:00+00:00,False
P000-0096,2021-08-05,NQU1,LONG,15117.25,15085.0,2021-08-05 13:45:00+00:00,2021-08-05 13:55:00+00:00,2021-08-05 14:00:00+00:00,15125.25,15117.25,15128.75,True,ARMED,2021-08-05 14:05:00+00:00,15129.0,1.375,-0.125,BE_STOP,2021-08-05 13:35:00+00:00,2021-08-05 14:15:00+00:00,False
P000-0097,2021-08-06,NQU1,SHORT,15159.75,15083.0,2021-08-06 14:55:00+00:00,2021-08-06 15:00:00+00:00,2021-08-06 15:05:00+00:00,15058.25,15083.0,15058.25,True,ARMED,2021-08-06 15:10:00+00:00,15070.75,-1.125,-2.625,BE_STOP,2021-08-06 14:45:00+00:00,2021-08-06 15:20:00+00:00,False
P000-0098,2021-08-12,NQU1,SHORT,15035.0,14984.75,2021-08-12 13:35:00+00:00,2021-08-12 13:50:00+00:00,2021-08-12 13:55:00+00:00,14963.25,14984.75,14946.5,True,ARMED,2021-08-12 14:10:00+00:00,14985.25,8.375,6.875,BE_STOP,2021-08-12 13:25:00+00:00,2021-08-12 14:20:00+00:00,False
P000-0099,2021-08-13,NQU1,LONG,15095.0,15055.25,2021-08-13 13:45:00+00:00,2021-08-13 13:50:00+00:00,2021-08-13 13:55:00+00:00,15108.5,15095.0,15108.5,True,ARMED,2021-08-13 14:05:00+00:00,15105.75,-5.625,-7.125,BE_STOP,2021-08-13 13:35:00+00:00,2021-08-13 14:15:00+00:00,False
P000-0100,2021-08-31,NQU1,SHORT,15665.0,15563.0,2021-08-31 13:30:00+00:00,2021-08-31 13:40:00+00:00,2021-08-31 13:45:00+00:00,15539.0,15563.0,15531.25,True,ARMED,2021-08-31 14:05:00+00:00,15542.0,3.875,2.375,BE_STOP,2021-08-31 13:20:00+00:00,2021-08-31 14:15:00+00:00,False
P000-0101,2021-09-06,NQU1,LONG,15700.0,15686.25,2021-09-06 13:55:00+00:00,2021-09-06 14:25:00+00:00,2021-09-06 14:30:00+00:00,15705.0,15700.0,15708.75,False,NOT_ARMED,2021-09-06 15:45:00+00:00,15697.25,-7.75,-9.25,LEVEL_STOP,2021-09-06 13:45:00+00:00,2021-09-06 15:55:00+00:00,False
P000-0102,2021-09-08,NQU1,SHORT,15679.0,15611.5,2021-09-08 14:30:00+00:00,2021-09-08 17:45:00+00:00,2021-09-08 17:50:00+00:00,15603.0,15611.5,15523.75,False,NOT_ARMED,2021-09-08 18:00:00+00:00,15615.0,-12.0,-13.5,LEVEL_STOP,2021-09-08 14:20:00+00:00,2021-09-08 18:10:00+00:00,False
P000-0103,2021-09-16,NQZ1,SHORT,15496.0,15433.0,2021-09-16 13:40:00+00:00,2021-09-16 13:45:00+00:00,2021-09-16 13:50:00+00:00,15410.0,15433.0,15410.0,True,ARMED,2021-09-16 14:05:00+00:00,15411.5,0.0,-1.5,BE_STOP,2021-09-16 13:30:00+00:00,2021-09-16 14:15:00+00:00,False
P000-0104,2021-09-20,NQZ1,SHORT,15205.0,15048.25,2021-09-20 14:15:00+00:00,2021-09-20 14:30:00+00:00,2021-09-20 14:35:00+00:00,15021.0,15048.25,15013.25,True,ARMED,2021-09-20 14:50:00+00:00,15025.75,3.875,2.375,BE_STOP,2021-09-20 14:05:00+00:00,2021-09-20 15:00:00+00:00,False
P000-0105,2021-09-23,NQZ1,LONG,15310.0,15175.25,2021-09-23 14:00:00+00:00,2021-09-23 14:05:00+00:00,2021-09-23 14:10:00+00:00,15328.0,15310.0,15328.0,True,ARMED,2021-09-23 14:20:00+00:00,15326.25,-3.875,-5.375,BE_STOP,2021-09-23 13:50:00+00:00,2021-09-23 14:30:00+00:00,False
P000-0106,2021-09-27,NQZ1,SHORT,15340.75,15155.0,2021-09-27 13:30:00+00:00,2021-09-27 13:35:00+00:00,2021-09-27 13:40:00+00:00,15104.5,15155.0,15104.5,True,ARMED,2021-09-27 13:45:00+00:00,15124.75,-1.75,-3.25,BE_STOP,2021-09-27 13:20:00+00:00,2021-09-27 13:55:00+00:00,False
P000-0107,2021-10-01,NQZ1,SHORT,14743.25,14579.5,2021-10-01 14:15:00+00:00,2021-10-01 14:20:00+00:00,2021-10-01 14:25:00+00:00,14542.25,14579.5,14542.25,True,ARMED,2021-10-01 14:40:00+00:00,14546.5,0.0,-1.5,BE_STOP,2021-10-01 14:05:00+00:00,2021-10-01 14:50:00+00:00,False
P000-0108,2021-10-07,NQZ1,LONG,14951.0,14868.75,2021-10-07 13:55:00+00:00,2021-10-07 14:00:00+00:00,2021-10-07 14:05:00+00:00,14976.0,14951.0,14976.0,True,ARMED,2021-10-07 15:05:00+00:00,14967.5,0.0,-1.5,BE_STOP,2021-10-07 13:45:00+00:00,2021-10-07 15:15:00+00:00,False
P000-0109,2021-10-11,NQZ1,LONG,14766.5,14681.25,2021-10-11 13:30:00+00:00,2021-10-11 13:35:00+00:00,2021-10-11 13:40:00+00:00,14794.75,14766.5,14799.5,True,ARMED,2021-10-11 14:40:00+00:00,14859.0,34.5,33.0,EMA8,2021-10-11 13:20:00+00:00,2021-10-11 14:50:00+00:00,False
P000-0110,2021-10-18,NQZ1,LONG,15122.0,15045.5,2021-10-18 13:45:00+00:00,2021-10-18 13:55:00+00:00,2021-10-18 14:00:00+00:00,15147.75,15122.0,15147.75,True,ARMED,2021-10-18 14:20:00+00:00,15140.75,0.0,-1.5,BE_STOP,2021-10-18 13:35:00+00:00,2021-10-18 14:30:00+00:00,False
P000-0111,2021-10-26,NQZ1,LONG,15612.25,15575.25,2021-10-26 13:30:00+00:00,2021-10-26 13:35:00+00:00,2021-10-26 13:40:00+00:00,15649.75,15612.25,15649.75,True,ARMED,2021-10-26 13:45:00+00:00,15634.5,-1.625,-3.125,BE_STOP,2021-10-26 13:20:00+00:00,2021-10-26 13:55:00+00:00,False
P000-0112,2021-11-01,NQZ1,SHORT,15914.75,15850.5,2021-11-01 13:30:00+00:00,2021-11-01 15:30:00+00:00,2021-11-01 15:35:00+00:00,15842.25,15850.5,15768.5,False,NOT_ARMED,2021-11-01 15:45:00+00:00,15855.75,-13.5,-15.0,LEVEL_STOP,2021-11-01 13:20:00+00:00,2021-11-01 15:55:00+00:00,False
P000-0113,2021-11-09,NQZ1,SHORT,16387.75,16334.25,2021-11-09 14:45:00+00:00,2021-11-09 14:50:00+00:00,2021-11-09 14:55:00+00:00,16288.5,16334.25,16288.5,True,ARMED,2021-11-09 15:30:00+00:00,16276.25,6.125,4.625,EMA8,2021-11-09 14:35:00+00:00,2021-11-09 15:40:00+00:00,False
P000-0114,2021-11-15,NQZ1,SHORT,16276.5,16209.25,2021-11-15 15:00:00+00:00,2021-11-15 15:05:00+00:00,2021-11-15 15:10:00+00:00,16189.0,16209.25,16188.25,True,ARMED,2021-11-15 15:50:00+00:00,16174.5,7.625,6.125,EMA8,2021-11-15 14:50:00+00:00,2021-11-15 16:00:00+00:00,False
P000-0115,2021-11-19,NQZ1,LONG,16574.25,16508.0,2021-11-19 14:45:00+00:00,2021-11-19 14:50:00+00:00,2021-11-19 14:55:00+00:00,16589.0,16574.25,16589.0,True,ARMED,2021-11-19 15:05:00+00:00,16586.5,0.0,-1.5,BE_STOP,2021-11-19 14:35:00+00:00,2021-11-19 15:15:00+00:00,False
P000-0116,2021-11-24,NQZ1,SHORT,16317.25,16173.0,2021-11-24 14:30:00+00:00,2021-11-24 14:35:00+00:00,2021-11-24 14:40:00+00:00,16125.5,16173.0,16125.5,True,ARMED,2021-11-24 14:45:00+00:00,16133.25,-1.75,-3.25,BE_STOP,2021-11-24 14:20:00+00:00,2021-11-24 14:55:00+00:00,False
P000-0117,2021-11-30,NQZ1,LONG,16377.0,16265.25,2021-11-30 14:50:00+00:00,2021-11-30 15:20:00+00:00,2021-11-30 15:25:00+00:00,16417.25,16377.0,16456.25,False,NOT_ARMED,2021-11-30 15:35:00+00:00,16354.0,-63.25,-64.75,LEVEL_STOP,2021-11-30 14:40:00+00:00,2021-11-30 15:45:00+00:00,False
P000-0118,2021-12-02,NQZ1,LONG,15993.0,15790.75,2021-12-02 14:50:00+00:00,2021-12-02 14:55:00+00:00,2021-12-02 15:00:00+00:00,16001.25,15993.0,16004.0,True,ARMED,2021-12-02 15:05:00+00:00,15933.5,1.375,-0.125,BE_STOP,2021-12-02 14:40:00+00:00,2021-12-02 15:15:00+00:00,False
P000-0119,2021-12-09,NQZ1,LONG,16380.0,16302.25,2021-12-09 14:30:00+00:00,2021-12-09 14:35:00+00:00,2021-12-09 14:40:00+00:00,16409.75,16380.0,16409.75,True,ARMED,2021-12-09 14:45:00+00:00,16376.75,-6.25,-7.75,BE_STOP,2021-12-09 14:20:00+00:00,2021-12-09 14:55:00+00:00,False
P000-0120,2021-12-13,NQH2,SHORT,16413.0,16326.5,2021-12-13 14:30:00+00:00,2021-12-13 14:35:00+00:00,2021-12-13 14:40:00+00:00,16269.75,16326.5,16269.75,True,ARMED,2021-12-13 14:55:00+00:00,16275.0,0.0,-1.5,BE_STOP,2021-12-13 14:20:00+00:00,2021-12-13 15:05:00+00:00,False
P000-0121,2021-12-17,NQH2,LONG,15806.75,15661.5,2021-12-17 15:35:00+00:00,2021-12-17 15:40:00+00:00,2021-12-17 15:45:00+00:00,15845.0,15806.75,15873.0,True,ARMED,2021-12-17 16:30:00+00:00,15848.0,15.5,14.0,EMA8,2021-12-17 15:25:00+00:00,2021-12-17 16:40:00+00:00,False
P000-0122,2021-12-28,NQH2,SHORT,16659.5,16583.0,2021-12-28 14:30:00+00:00,2021-12-28 14:55:00+00:00,2021-12-28 15:00:00+00:00,16569.5,16583.0,16521.0,True,ARMED,2021-12-28 15:25:00+00:00,16550.0,34.0,32.5,EMA8,2021-12-28 14:20:00+00:00,2021-12-28 15:35:00+00:00,False
P000-0123,2022-01-05,NQH2,SHORT,16259.25,16183.25,2022-01-05 14:30:00+00:00,2022-01-05 14:40:00+00:00,2022-01-05 14:45:00+00:00,16153.5,16183.25,16103.0,False,NOT_ARMED,2022-01-05 14:50:00+00:00,16202.25,-48.75,-50.25,LEVEL_STOP,2022-01-05 14:20:00+00:00,2022-01-05 15:00:00+00:00,False
P000-0124,2022-01-07,NQH2,SHORT,15825.25,15624.0,2022-01-07 15:35:00+00:00,2022-01-07 15:40:00+00:00,2022-01-07 15:45:00+00:00,15582.25,15624.0,15582.25,True,ARMED,2022-01-07 16:20:00+00:00,15580.5,0.875,-0.625,EMA8,2022-01-07 15:25:00+00:00,2022-01-07 16:30:00+00:00,False
P000-0125,2022-01-17,NQH2,SHORT,15636.25,15575.0,2022-01-17 14:40:00+00:00,2022-01-17 14:45:00+00:00,2022-01-17 14:50:00+00:00,15551.5,15575.0,15515.5,False,NOT_ARMED,2022-01-17 14:55:00+00:00,15576.75,-25.25,-26.75,LEVEL_STOP,2022-01-17 14:30:00+00:00,2022-01-17 15:05:00+00:00,False
P000-0126,2022-01-18,NQH2,LONG,15384.75,15270.0,2022-01-18 15:05:00+00:00,2022-01-18 15:20:00+00:00,2022-01-18 15:25:00+00:00,15416.0,15384.75,15460.0,False,NOT_ARMED,2022-01-18 15:30:00+00:00,15367.5,-48.5,-50.0,LEVEL_STOP,2022-01-18 14:55:00+00:00,2022-01-18 15:40:00+00:00,False
P000-0127,2022-01-24,NQH2,SHORT,14513.0,14106.0,2022-01-24 14:55:00+00:00,2022-01-24 15:00:00+00:00,2022-01-24 15:05:00+00:00,14079.75,14106.0,14051.25,True,ARMED,2022-01-24 15:20:00+00:00,14088.0,14.25,12.75,BE_STOP,2022-01-24 14:45:00+00:00,2022-01-24 15:30:00+00:00,False
P000-0128,2022-01-25,NQH2,SHORT,14378.5,14128.5,2022-01-25 14:45:00+00:00,2022-01-25 14:50:00+00:00,2022-01-25 14:55:00+00:00,14063.25,14128.5,14063.25,True,ARMED,2022-01-25 15:05:00+00:00,14088.75,0.0,-1.5,BE_STOP,2022-01-25 14:35:00+00:00,2022-01-25 15:15:00+00:00,False
P000-0129,2022-01-27,NQH2,LONG,14339.0,14075.5,2022-01-27 14:40:00+00:00,2022-01-27 14:45:00+00:00,2022-01-27 14:50:00+00:00,14385.5,14339.0,14385.5,True,ARMED,2022-01-27 14:55:00+00:00,14355.75,-2.75,-4.25,BE_STOP,2022-01-27 14:30:00+00:00,2022-01-27 15:05:00+00:00,False
P000-0130,2022-02-01,NQH2,SHORT,14960.75,14846.75,2022-02-01 14:40:00+00:00,2022-02-01 14:50:00+00:00,2022-02-01 14:55:00+00:00,14805.75,14846.75,14786.5,True,ARMED,2022-02-01 15:10:00+00:00,14809.75,9.625,8.125,BE_STOP,2022-02-01 14:30:00+00:00,2022-02-01 15:20:00+00:00,False
P000-0131,2022-03-02,NQH2,LONG,14145.0,13964.0,2022-03-02 16:05:00+00:00,2022-03-02 16:10:00+00:00,2022-03-02 16:15:00+00:00,14179.0,14145.0,14179.0,True,ARMED,2022-03-02 16:20:00+00:00,14157.75,-5.625,-7.125,BE_STOP,2022-03-02 15:55:00+00:00,2022-03-02 16:30:00+00:00,False
P000-0132,2022-03-03,NQH2,SHORT,14391.0,14160.0,2022-03-03 15:20:00+00:00,2022-03-03 15:30:00+00:00,2022-03-03 15:35:00+00:00,14131.0,14160.0,14127.0,True,ARMED,2022-03-03 16:20:00+00:00,14104.5,15.25,13.75,EMA8,2022-03-03 15:10:00+00:00,2022-03-03 16:30:00+00:00,False
P000-0133,2022-03-07,NQH2,SHORT,13848.0,13567.5,2022-03-07 15:40:00+00:00,2022-03-07 15:45:00+00:00,2022-03-07 15:50:00+00:00,13551.0,13567.5,13545.0,True,ARMED,2022-03-07 16:00:00+00:00,13582.5,-3.625,-5.125,BE_STOP,2022-03-07 15:30:00+00:00,2022-03-07 16:10:00+00:00,False
P000-0134,2022-03-17,NQM2,LONG,13978.5,13832.5,2022-03-17 13:55:00+00:00,2022-03-17 14:00:00+00:00,2022-03-17 14:05:00+00:00,13994.5,13978.5,14022.25,False,NOT_ARMED,2022-03-17 14:10:00+00:00,13963.25,-31.25,-32.75,LEVEL_STOP,2022-03-17 13:45:00+00:00,2022-03-17 14:20:00+00:00,False
P000-0135,2022-03-23,NQM2,SHORT,14660.0,14520.0,2022-03-23 13:30:00+00:00,2022-03-23 13:35:00+00:00,2022-03-23 13:40:00+00:00,14472.0,14520.0,14472.0,True,ARMED,2022-03-23 13:45:00+00:00,14469.75,-19.0,-20.5,BE_STOP,2022-03-23 13:20:00+00:00,2022-03-23 13:55:00+00:00,False
P000-0136,2022-04-01,NQM2,SHORT,14960.0,14880.25,2022-04-01 13:35:00+00:00,2022-04-01 13:40:00+00:00,2022-04-01 13:45:00+00:00,14856.25,14880.25,14856.25,True,ARMED,2022-04-01 14:10:00+00:00,14874.75,0.0,-1.5,BE_STOP,2022-04-01 13:25:00+00:00,2022-04-01 14:20:00+00:00,False
P000-0137,2022-04-05,NQM2,SHORT,15191.5,15100.25,2022-04-05 13:40:00+00:00,2022-04-05 13:45:00+00:00,2022-04-05 13:50:00+00:00,15083.0,15100.25,15079.75,True,ARMED,2022-04-05 14:50:00+00:00,14981.75,52.25,50.75,EMA8,2022-04-05 13:30:00+00:00,2022-04-05 15:00:00+00:00,False
P000-0138,2022-04-12,NQM2,SHORT,14284.25,13955.5,2022-04-12 18:15:00+00:00,2022-04-12 18:20:00+00:00,2022-04-12 18:25:00+00:00,13942.25,13955.5,13902.75,False,NOT_ARMED,2022-04-12 18:45:00+00:00,13964.25,-22.0,-23.5,LEVEL_STOP,2022-04-12 18:05:00+00:00,2022-04-12 18:55:00+00:00,False
P000-0139,2022-04-27,NQM2,LONG,13183.5,12992.0,2022-04-27 13:40:00+00:00,2022-04-27 13:45:00+00:00,2022-04-27 13:50:00+00:00,13239.5,13183.5,13239.5,True,ARMED,2022-04-27 13:55:00+00:00,13176.5,-21.875,-23.375,BE_STOP,2022-04-27 13:30:00+00:00,2022-04-27 14:05:00+00:00,False
P000-0140,2022-05-04,NQM2,SHORT,13155.5,13092.75,2022-05-04 13:30:00+00:00,2022-05-04 13:35:00+00:00,2022-05-04 13:40:00+00:00,13057.5,13092.75,13057.5,True,ARMED,2022-05-04 13:50:00+00:00,13043.25,-17.375,-18.875,BE_STOP,2022-05-04 13:20:00+00:00,2022-05-04 14:00:00+00:00,False
P000-0141,2022-05-18,NQM2,SHORT,12524.0,12357.75,2022-05-18 13:35:00+00:00,2022-05-18 13:40:00+00:00,2022-05-18 13:45:00+00:00,12307.5,12357.75,12307.5,True,ARMED,2022-05-18 13:55:00+00:00,12299.5,-13.5,-15.0,BE_STOP,2022-05-18 13:25:00+00:00,2022-05-18 14:05:00+00:00,False
P000-0142,2022-05-24,NQM2,SHORT,11877.0,11774.0,2022-05-24 13:35:00+00:00,2022-05-24 13:40:00+00:00,2022-05-24 13:45:00+00:00,11743.25,11774.0,11743.25,True,ARMED,2022-05-24 14:40:00+00:00,11645.5,48.875,47.375,EMA8,2022-05-24 13:25:00+00:00,2022-05-24 14:50:00+00:00,False
P000-0143,2022-05-25,NQM2,LONG,11828.75,11672.0,2022-05-25 14:10:00+00:00,2022-05-25 14:15:00+00:00,2022-05-25 14:20:00+00:00,11862.75,11828.75,11887.0,True,ARMED,2022-05-25 14:45:00+00:00,11861.0,12.125,10.625,BE_STOP,2022-05-25 14:00:00+00:00,2022-05-25 14:55:00+00:00,False
P000-0144,2022-05-26,NQM2,LONG,12020.5,11872.75,2022-05-26 13:35:00+00:00,2022-05-26 13:40:00+00:00,2022-05-26 13:45:00+00:00,12059.25,12020.5,12059.25,True,ARMED,2022-05-26 15:25:00+00:00,12204.75,72.75,71.25,EMA8,2022-05-26 13:25:00+00:00,2022-05-26 15:35:00+00:00,False
P000-0145,2022-05-31,NQM2,SHORT,12751.0,12594.75,2022-05-31 13:30:00+00:00,2022-05-31 13:35:00+00:00,2022-05-31 13:40:00+00:00,12555.5,12594.75,12555.5,True,ARMED,2022-05-31 14:15:00+00:00,12550.0,2.75,1.25,EMA8,2022-05-31 13:20:00+00:00,2022-05-31 14:25:00+00:00,False
P000-0146,2022-06-02,NQM2,LONG,12655.5,12488.0,2022-06-02 15:10:00+00:00,2022-06-02 15:30:00+00:00,2022-06-02 15:35:00+00:00,12679.75,12655.5,12691.0,True,ARMED,2022-06-02 17:10:00+00:00,12774.25,52.875,51.375,EMA8,2022-06-02 15:00:00+00:00,2022-06-02 17:20:00+00:00,False
P000-0147,2022-06-07,NQM2,LONG,12566.75,12425.75,2022-06-07 14:25:00+00:00,2022-06-07 15:45:00+00:00,2022-06-07 15:50:00+00:00,12613.0,12566.75,12707.25,True,ARMED,2022-06-07 19:55:00+00:00,12711.5,96.375,94.875,EOD,2022-06-07 14:15:00+00:00,2022-06-07 20:05:00+00:00,False
P000-0148,2022-06-13,NQM2,SHORT,11551.5,11433.75,2022-06-13 14:15:00+00:00,2022-06-13 15:40:00+00:00,2022-06-13 15:45:00+00:00,11408.5,11433.75,11317.75,False,NOT_ARMED,2022-06-13 16:25:00+00:00,11442.5,-34.0,-35.5,LEVEL_STOP,2022-06-13 14:05:00+00:00,2022-06-13 16:35:00+00:00,False
P000-0149,2022-06-16,NQU2,SHORT,11424.75,11268.5,2022-06-16 13:50:00+00:00,2022-06-16 13:55:00+00:00,2022-06-16 14:00:00+00:00,11252.75,11268.5,11252.75,True,ARMED,2022-06-16 15:05:00+00:00,11175.25,38.75,37.25,EMA8,2022-06-16 13:40:00+00:00,2022-06-16 15:15:00+00:00,False
P000-0150,2022-06-20,NQU2,SHORT,11401.75,11352.75,2022-06-20 13:35:00+00:00,2022-06-20 13:40:00+00:00,2022-06-20 13:45:00+00:00,11342.5,11352.75,11328.0,False,NOT_ARMED,2022-06-20 13:50:00+00:00,11355.5,-13.0,-14.5,LEVEL_STOP,2022-06-20 13:25:00+00:00,2022-06-20 14:00:00+00:00,False
