TRADE_ID,DATE,ACTUAL_FUTURES_CONTRACT,SIDE,PREMARKET_HIGH,PREMARKET_LOW,BREAKOUT_TIMESTAMP,RETEST_TIMESTAMP,ORDER_ACTIVATION_TIMESTAMP,MODELED_ENTRY,INITIAL_STOP,TRIM_LEVEL,TRIM_TRIGGERED,EMA8_MANAGEMENT_STATE,MODELED_FINAL_EXIT_TIMESTAMP,MODELED_FINAL_EXIT,MODELED_GROSS_POINTS,MODELED_NET_POINTS,MODELED_EXIT_REASON,WINDOW_START_UTC,WINDOW_END_UTC,ROLL_CROSS
P000-0000,2020-01-03,NQH0,LONG,8807.5,8735.25,2020-01-03 14:30:00+00:00,2020-01-03 15:00:00+00:00,2020-01-03 15:05:00+00:00,8825.25,8807.5,8840.75,True,ARMED,2020-01-03 18:00:00+00:00,8851.0,20.625,19.125,EMA8,2020-01-03 14:20:00+00:00,2020-01-03 18:10:00+00:00,False
P000-0001,2020-01-14,NQH0,SHORT,9096.75,9061.0,2020-01-14 14:45:00+00:00,2020-01-14 14:50:00+00:00,2020-01-14 14:55:00+00:00,9045.5,9061.0,9040.75,True,ARMED,2020-01-14 15:00:00+00:00,9055.75,2.375,0.875,BE_STOP,2020-01-14 14:35:00+00:00,2020-01-14 15:10:00+00:00,False
P000-0002,2020-01-16,NQH0,LONG,9104.25,9087.0,2020-01-16 14:30:00+00:00,2020-01-16 14:35:00+00:00,2020-01-16 14:40:00+00:00,9108.5,9104.25,9109.75,True,ARMED,2020-01-16 14:45:00+00:00,9105.75,0.625,-0.875,BE_STOP,2020-01-16 14:20:00+00:00,2020-01-16 14:55:00+00:00,False
P000-0003,2020-01-21,NQH0,LONG,9155.0,9120.5,2020-01-21 14:30:00+00:00,2020-01-21 18:40:00+00:00,2020-01-21 18:45:00+00:00,9165.5,9155.0,9199.75,False,NOT_ARMED,2020-01-21 20:55:00+00:00,9179.75,14.25,12.75,EOD,2020-01-21 14:20:00+00:00,2020-01-21 21:05:00+00:00,False
P000-0004,2020-01-29,NQH0,SHORT,9157.0,9121.5,2020-01-29 14:45:00+00:00,2020-01-29 14:50:00+00:00,2020-01-29 14:55:00+00:00,9117.75,9121.5,9116.25,True,ARMED,2020-01-29 15:30:00+00:00,9098.25,10.5,9.0,EMA8,2020-01-29 14:35:00+00:00,2020-01-29 15:40:00+00:00,False
P000-0005,2020-01-30,NQH0,LONG,9075.25,9018.25,2020-01-30 14:30:00+00:00,2020-01-30 15:20:00+00:00,2020-01-30 15:25:00+00:00,9083.0,9075.25,9114.75,False,NOT_ARMED,2020-01-30 15:30:00+00:00,9071.0,-12.0,-13.5,LEVEL_STOP,2020-01-30 14:20:00+00:00,2020-01-30 15:40:00+00:00,False
P000-0006,2020-02-18,NQH0,LONG,9593.75,9535.0,2020-02-18 14:30:00+00:00,2020-02-18 14:35:00+00:00,2020-02-18 14:40:00+00:00,9613.0,9593.75,9613.0,True,ARMED,2020-02-18 14:45:00+00:00,9610.25,-5.125,-6.625,BE_STOP,2020-02-18 14:20:00+00:00,2020-02-18 14:55:00+00:00,False
P000-0007,2020-02-20,NQH0,SHORT,9729.75,9691.0,2020-02-20 16:00:00+00:00,2020-02-20 16:05:00+00:00,2020-02-20 16:10:00+00:00,9686.0,9691.0,9686.0,True,ARMED,2020-02-20 17:50:00+00:00,9564.75,60.625,59.125,EMA8,2020-02-20 15:50:00+00:00,2020-02-20 18:00:00+00:00,False
P000-0008,2020-02-24,NQH0,SHORT,9229.25,9096.75,2020-02-24 17:00:00+00:00,2020-02-24 17:25:00+00:00,2020-02-24 17:30:00+00:00,9078.75,9096.75,9041.25,False,NOT_ARMED,2020-02-24 17:35:00+00:00,9113.25,-34.5,-36.0,LEVEL_STOP,2020-02-24 16:50:00+00:00,2020-02-24 17:45:00+00:00,False
P000-0009,2020-02-25,NQH0,SHORT,9181.25,9070.25,2020-02-25 15:20:00+00:00,2020-02-25 15:25:00+00:00,2020-02-25 15:30:00+00:00,9038.75,9070.25,9038.75,True,ARMED,2020-02-25 15:35:00+00:00,9047.75,-2.875,-4.375,BE_STOP,2020-02-25 15:10:00+00:00,2020-02-25 15:45:00+00:00,False
P000-0010,2020-02-26,NQH0,LONG,8930.0,8709.5,2020-02-26 14:35:00+00:00,2020-02-26 15:05:00+00:00,2020-02-26 15:10:00+00:00,8952.25,8930.0,9015.5,True,ARMED,2020-02-26 16:00:00+00:00,8999.0,55.0,53.5,EMA8,2020-02-26 14:25:00+00:00,2020-02-26 16:10:00+00:00,False
P000-0011,2020-03-04,NQH0,SHORT,8809.0,8721.0,2020-03-04 14:35:00+00:00,2020-03-04 14:40:00+00:00,2020-03-04 14:45:00+00:00,8699.5,8721.0,8682.25,True,ARMED,2020-03-04 15:00:00+00:00,8700.25,8.625,7.125,BE_STOP,2020-03-04 14:25:00+00:00,2020-03-04 15:10:00+00:00,False
P000-0012,2020-03-10,NQH0,SHORT,8346.0,8152.25,2020-03-10 14:45:00+00:00,2020-03-10 17:20:00+00:00,2020-03-10 17:25:00+00:00,8128.5,8152.25,7931.25,False,NOT_ARMED,2020-03-10 18:40:00+00:00,8175.5,-47.0,-48.5,LEVEL_STOP,2020-03-10 14:35:00+00:00,2020-03-10 18:50:00+00:00,False
P000-0013,2020-03-26,NQM0,LONG,7542.5,7310.25,2020-03-26 13:30:00+00:00,2020-03-26 13:50:00+00:00,2020-03-26 13:55:00+00:00,7605.5,7542.5,7638.25,True,ARMED,2020-03-26 14:45:00+00:00,7640.25,33.75,32.25,EMA8,2020-03-26 13:20:00+00:00,2020-03-26 14:55:00+00:00,False
P000-0014,2020-03-31,NQM0,LONG,7957.0,7764.25,2020-03-31 14:15:00+00:00,2020-03-31 14:20:00+00:00,2020-03-31 14:25:00+00:00,7973.75,7957.0,7973.75,True,ARMED,2020-03-31 14:35:00+00:00,7982.75,-3.5,-5.0,BE_STOP,2020-03-31 14:05:00+00:00,2020-03-31 14:45:00+00:00,False
P000-0015,2020-04-01,NQM0,LONG,7621.0,7524.25,2020-04-01 14:30:00+00:00,2020-04-01 14:55:00+00:00,2020-04-01 15:00:00+00:00,7645.0,7621.0,7701.5,False,NOT_ARMED,2020-04-01 15:35:00+00:00,7609.75,-35.25,-36.75,LEVEL_STOP,2020-04-01 14:20:00+00:00,2020-04-01 15:45:00+00:00,False
P000-0016,2020-04-07,NQM0,SHORT,8303.25,8191.25,2020-04-07 14:05:00+00:00,2020-04-07 14:10:00+00:00,2020-04-07 14:15:00+00:00,8139.75,8191.25,7956.5,False,NOT_ARMED,2020-04-07 15:35:00+00:00,8191.5,-51.75,-53.25,LEVEL_STOP,2020-04-07 13:55:00+00:00,2020-04-07 15:45:00+00:00,False
P000-0017,2020-04-08,NQM0,LONG,8139.0,7981.0,2020-04-08 15:10:00+00:00,2020-04-08 15:15:00+00:00,2020-04-08 15:20:00+00:00,8150.75,8139.0,8154.25,True,ARMED,2020-04-08 15:50:00+00:00,8163.5,8.125,6.625,EMA8,2020-04-08 15:00:00+00:00,2020-04-08 16:00:00+00:00,False
P000-0018,2020-04-14,NQM0,LONG,8502.75,8415.25,2020-04-14 13:30:00+00:00,2020-04-14 13:35:00+00:00,2020-04-14 13:40:00+00:00,8519.0,8502.75,8519.0,True,ARMED,2020-04-14 14:50:00+00:00,8583.25,32.125,30.625,EMA8,2020-04-14 13:20:00+00:00,2020-04-14 15:00:00+00:00,False
P000-0019,2020-04-20,NQM0,LONG,8782.25,8696.25,2020-04-20 14:25:00+00:00,2020-04-20 14:40:00+00:00,2020-04-20 14:45:00+00:00,8808.5,8782.25,8829.75,True,ARMED,2020-04-20 15:15:00+00:00,8809.25,11.0,9.5,EMA8,2020-04-20 14:15:00+00:00,2020-04-20 15:25:00+00:00,False
P000-0020,2020-04-29,NQM0,LONG,8907.0,8773.25,2020-04-29 14:15:00+00:00,2020-04-29 14:20:00+00:00,2020-04-29 14:25:00+00:00,8923.75,8907.0,8923.75,True,ARMED,2020-04-29 14:35:00+00:00,8923.0,0.0,-1.5,BE_STOP,2020-04-29 14:05:00+00:00,2020-04-29 14:45:00+00:00,False
P000-0021,2020-05-08,NQM0,SHORT,9219.5,9156.5,2020-05-08 13:30:00+00:00,2020-05-08 13:50:00+00:00,2020-05-08 13:55:00+00:00,9134.5,9156.5,9116.0,False,NOT_ARMED,2020-05-08 14:00:00+00:00,9158.5,-24.0,-25.5,LEVEL_STOP,2020-05-08 13:20:00+00:00,2020-05-08 14:10:00+00:00,False
P000-0022,2020-05-18,NQM0,LONG,9295.0,9195.0,2020-05-18 14:30:00+00:00,2020-05-18 14:35:00+00:00,2020-05-18 14:40:00+00:00,9313.0,9295.0,9313.0,True,ARMED,2020-05-18 15:35:00+00:00,9318.0,2.5,1.0,EMA8,2020-05-18 14:20:00+00:00,2020-05-18 15:45:00+00:00,False
P000-0023,2020-05-27,NQM0,SHORT,9508.0,9358.5,2020-05-27 13:30:00+00:00,2020-05-27 13:35:00+00:00,2020-05-27 13:40:00+00:00,9329.0,9358.5,9329.0,True,ARMED,2020-05-27 13:45:00+00:00,9295.25,-6.125,-7.625,BE_STOP,2020-05-27 13:20:00+00:00,2020-05-27 13:55:00+00:00,False
P000-0024,2020-06-09,NQM0,LONG,9868.25,9811.5,2020-06-09 13:35:00+00:00,2020-06-09 13:40:00+00:00,2020-06-09 13:45:00+00:00,9900.25,9868.25,9907.25,True,ARMED,2020-06-09 13:55:00+00:00,9895.5,3.5,2.0,BE_STOP,2020-06-09 13:25:00+00:00,2020-06-09 14:05:00+00:00,False
P000-0025,2020-06-12,NQM0,LONG,9799.5,9707.0,2020-06-12 13:30:00+00:00,2020-06-12 13:35:00+00:00,2020-06-12 13:40:00+00:00,9817.25,9799.5,9817.25,True,ARMED,2020-06-12 13:50:00+00:00,9814.25,0.0,-1.5,BE_STOP,2020-06-12 13:20:00+00:00,2020-06-12 14:00:00+00:00,False
P000-0026,2020-06-19,NQU0,SHORT,10112.5,10041.25,2020-06-19 16:00:00+00:00,2020-06-19 16:05:00+00:00,2020-06-19 16:10:00+00:00,10025.25,10041.25,10003.25,True,ARMED,2020-06-19 16:40:00+00:00,9989.5,28.875,27.375,EMA8,2020-06-19 15:50:00+00:00,2020-06-19 16:50:00+00:00,False
P000-0027,2020-06-30,NQU0,LONG,9993.0,9940.25,2020-06-30 13:35:00+00:00,2020-06-30 13:40:00+00:00,2020-06-30 13:45:00+00:00,10011.75,9993.0,10028.25,True,ARMED,2020-06-30 16:30:00+00:00,10078.5,41.625,40.125,EMA8,2020-06-30 13:25:00+00:00,2020-06-30 16:40:00+00:00,False
P000-0028,2020-07-02,NQU0,LONG,10381.0,10301.0,2020-07-02 13:30:00+00:00,2020-07-02 13:35:00+00:00,2020-07-02 13:40:00+00:00,10410.75,10381.0,10410.75,True,ARMED,2020-07-02 13:50:00+00:00,10404.25,-6.375,-7.875,BE_STOP,2020-07-02 13:20:00+00:00,2020-07-02 14:00:00+00:00,False
P000-0029,2020-07-03,NQU0,SHORT,10381.75,10341.25,2020-07-03 14:25:00+00:00,2020-07-03 14:30:00+00:00,2020-07-03 14:35:00+00:00,10313.75,10341.25,10313.75,True,ARMED,2020-07-03 14:40:00+00:00,10320.75,-0.25,-1.75,BE_STOP,2020-07-03 14:15:00+00:00,2020-07-03 14:50:00+00:00,False
P000-0030,2020-07-13,NQU0,LONG,10951.75,10866.0,2020-07-13 13:35:00+00:00,2020-07-13 14:00:00+00:00,2020-07-13 14:05:00+00:00,10975.5,10951.75,10997.0,True,ARMED,2020-07-13 15:45:00+00:00,11025.5,35.75,34.25,EMA8,2020-07-13 13:25:00+00:00,2020-07-13 15:55:00+00:00,False
P000-0031,2020-07-20,NQU0,LONG,10678.25,10562.75,2020-07-20 13:50:00+00:00,2020-07-20 13:55:00+00:00,2020-07-20 14:00:00+00:00,10695.0,10678.25,10695.0,True,ARMED,2020-07-20 16:25:00+00:00,10805.75,55.375,53.875,EMA8,2020-07-20 13:40:00+00:00,2020-07-20 16:35:00+00:00,False
P000-0032,2020-07-21,NQU0,SHORT,11058.0,10986.75,2020-07-21 13:30:00+00:00,2020-07-21 13:35:00+00:00,2020-07-21 13:40:00+00:00,10922.0,10986.75,10922.0,True,ARMED,2020-07-21 13:45:00+00:00,10934.0,0.0,-1.5,BE_STOP,2020-07-21 13:20:00+00:00,2020-07-21 13:55:00+00:00,False
P000-0033,2020-08-03,NQU0,LONG,11004.75,10921.25,2020-08-03 13:30:00+00:00,2020-08-03 13:35:00+00:00,2020-08-03 13:40:00+00:00,11022.5,11004.75,11024.0,True,ARMED,2020-08-03 13:50:00+00:00,11021.25,0.75,-0.75,BE_STOP,2020-08-03 13:20:00+00:00,2020-08-03 14:00:00+00:00,False
P000-0034,2020-08-05,NQU0,SHORT,11144.0,11081.25,2020-08-05 13:30:00+00:00,2020-08-05 13:35:00+00:00,2020-08-05 13:40:00+00:00,11067.0,11081.25,11064.5,False,NOT_ARMED,2020-08-05 13:45:00+00:00,11093.25,-26.25,-27.75,LEVEL_STOP,2020-08-05 13:20:00+00:00,2020-08-05 13:55:00+00:00,False
P000-0035,2020-08-19,NQU0,SHORT,11429.25,11374.0,2020-08-19 13:40:00+00:00,2020-08-19 13:45:00+00:00,2020-08-19 13:50:00+00:00,11344.5,11374.0,11344.5,True,ARMED,2020-08-19 13:55:00+00:00,11353.0,-0.125,-1.625,BE_STOP,2020-08-19 13:30:00+00:00,2020-08-19 14:05:00+00:00,False
P000-0036,2020-08-20,NQU0,LONG,11336.75,11260.25,2020-08-20 13:40:00+00:00,2020-08-20 13:45:00+00:00,2020-08-20 13:50:00+00:00,11355.25,11336.75,11355.25,True,ARMED,2020-08-20 14:20:00+00:00,11354.25,0.0,-1.5,BE_STOP,2020-08-20 13:30:00+00:00,2020-08-20 14:30:00+00:00,False
P000-0037,2020-09-08,NQU0,SHORT,11524.5,11148.5,2020-09-08 18:40:00+00:00,2020-09-08 18:55:00+00:00,2020-09-08 19:00:00+00:00,11085.5,11148.5,11081.0,True,ARMED,2020-09-08 19:10:00+00:00,11121.25,-5.75,-7.25,BE_STOP,2020-09-08 18:30:00+00:00,2020-09-08 19:20:00+00:00,False
P000-0038,2020-09-14,NQU0,LONG,11277.5,11183.5,2020-09-14 13:40:00+00:00,2020-09-14 16:35:00+00:00,2020-09-14 16:40:00+00:00,11296.5,11277.5,11362.75,False,NOT_ARMED,2020-09-14 16:50:00+00:00,11272.75,-23.75,-25.25,LEVEL_STOP,2020-09-14 13:30:00+00:00,2020-09-14 17:00:00+00:00,False
P000-0039,2020-09-15,NQU0,LONG,11436.75,11326.75,2020-09-15 13:35:00+00:00,2020-09-15 13:45:00+00:00,2020-09-15 13:50:00+00:00,11463.25,11436.75,11463.25,True,ARMED,2020-09-15 14:10:00+00:00,11446.5,0.0,-1.5,BE_STOP,2020-09-15 13:25:00+00:00,2020-09-15 14:20:00+00:00,False
P000-0040,2020-09-22,NQZ0,SHORT,11083.25,10952.5,2020-09-22 14:55:00+00:00,2020-09-22 15:00:00+00:00,2020-09-22 15:05:00+00:00,10927.75,10952.5,10897.5,False,NOT_ARMED,2020-09-22 15:10:00+00:00,10964.0,-36.25,-37.75,LEVEL_STOP,2020-09-22 14:45:00+00:00,2020-09-22 15:20:00+00:00,False
P000-0041,2020-09-24,NQZ0,LONG,10825.0,10660.25,2020-09-24 13:45:00+00:00,2020-09-24 13:55:00+00:00,2020-09-24 14:00:00+00:00,10852.25,10825.0,10873.0,True,ARMED,2020-09-24 14:20:00+00:00,10852.25,10.375,8.875,EMA8,2020-09-24 13:35:00+00:00,2020-09-24 14:30:00+00:00,False
P000-0042,2020-09-25,NQZ0,LONG,10933.75,10813.75,2020-09-25 14:25:00+00:00,2020-09-25 14:30:00+00:00,2020-09-25 14:35:00+00:00,10965.5,10933.75,10965.5,True,ARMED,2020-09-25 14:45:00+00:00,10959.0,0.0,-1.5,BE_STOP,2020-09-25 14:15:00+00:00,2020-09-25 14:55:00+00:00,False
P000-0043,2020-09-29,NQZ0,SHORT,11392.75,11333.75,2020-09-29 14:30:00+00:00,2020-09-29 15:05:00+00:00,2020-09-29 15:10:00+00:00,11322.5,11333.75,11289.5,False,NOT_ARMED,2020-09-29 15:15:00+00:00,11334.75,-12.25,-13.75,LEVEL_STOP,2020-09-29 14:20:00+00:00,2020-09-29 15:25:00+00:00,False
P000-0044,2020-10-05,NQZ0,LONG,11361.75,11297.75,2020-10-05 13:50:00+00:00,2020-10-05 13:55:00+00:00,2020-10-05 14:00:00+00:00,11368.75,11361.75,11372.0,True,ARMED,2020-10-05 14:55:00+00:00,11412.0,23.25,21.75,EMA8,2020-10-05 13:40:00+00:00,2020-10-05 15:05:00+00:00,False
P000-0045,2020-10-09,NQZ0,LONG,11616.75,11553.25,2020-10-09 13:40:00+00:00,2020-10-09 13:45:00+00:00,2020-10-09 13:50:00+00:00,11633.25,11616.75,11633.25,True,ARMED,2020-10-09 13:55:00+00:00,11632.75,-0.25,-1.75,BE_STOP,2020-10-09 13:30:00+00:00,2020-10-09 14:05:00+00:00,False
P000-0046,2020-10-21,NQZ0,LONG,11692.5,11585.0,2020-10-21 13:30:00+00:00,2020-10-21 13:35:00+00:00,2020-10-21 13:40:00+00:00,11719.75,11692.5,11742.0,True,ARMED,2020-10-21 14:20:00+00:00,11744.0,23.25,21.75,EMA8,2020-10-21 13:20:00+00:00,2020-10-21 14:30:00+00:00,False
P000-0047,2020-10-23,NQZ0,SHORT,11691.75,11633.25,2020-10-23 13:30:00+00:00,2020-10-23 15:10:00+00:00,2020-10-23 15:15:00+00:00,11609.75,11633.25,11567.75,True,ARMED,2020-10-23 15:55:00+00:00,11583.75,34.0,32.5,EMA8,2020-10-23 13:20:00+00:00,2020-10-23 16:05:00+00:00,False
P000-0048,2020-10-30,NQZ0,SHORT,11258.0,11090.0,2020-10-30 14:20:00+00:00,2020-10-30 14:25:00+00:00,2020-10-30 14:30:00+00:00,11051.5,11090.0,11039.5,True,ARMED,2020-10-30 14:40:00+00:00,11032.0,1.0,-0.5,BE_STOP,2020-10-30 14:10:00+00:00,2020-10-30 14:50:00+00:00,False
P000-0049,2020-11-06,NQZ0,LONG,12073.25,11868.25,2020-11-06 18:00:00+00:00,2020-11-06 18:05:00+00:00,2020-11-06 18:10:00+00:00,12084.25,12073.25,12084.25,True,ARMED,2020-11-06 18:40:00+00:00,12082.75,0.0,-1.5,BE_STOP,2020-11-06 17:50:00+00:00,2020-11-06 18:50:00+00:00,False
P000-0050,2020-11-11,NQZ0,LONG,11785.0,11706.0,2020-11-11 14:40:00+00:00,2020-11-11 14:55:00+00:00,2020-11-11 15:00:00+00:00,11811.5,11785.0,11828.25,True,ARMED,2020-11-11 15:35:00+00:00,11807.0,8.375,6.875,BE_STOP,2020-11-11 14:30:00+00:00,2020-11-11 15:45:00+00:00,False
P000-0051,2020-11-13,NQZ0,SHORT,11937.0,11884.75,2020-11-13 14:55:00+00:00,2020-11-13 15:00:00+00:00,2020-11-13 15:05:00+00:00,11860.5,11884.75,11841.25,True,ARMED,2020-11-13 15:25:00+00:00,11869.5,9.625,8.125,BE_STOP,2020-11-13 14:45:00+00:00,2020-11-13 15:35:00+00:00,False
P000-0052,2020-11-16,NQZ0,LONG,12018.75,11851.75,2020-11-16 16:00:00+00:00,2020-11-16 16:05:00+00:00,2020-11-16 16:10:00+00:00,12023.75,12018.75,12059.75,False,NOT_ARMED,2020-11-16 16:15:00+00:00,12004.5,-19.25,-20.75,LEVEL_STOP,2020-11-16 15:50:00+00:00,2020-11-16 16:25:00+00:00,False
P000-0053,2020-11-19,NQZ0,LONG,11887.0,11804.5,2020-11-19 14:40:00+00:00,2020-11-19 14:45:00+00:00,2020-11-19 14:50:00+00:00,11899.5,11887.0,11903.0,True,ARMED,2020-11-19 15:10:00+00:00,11898.0,1.75,0.25,BE_STOP,2020-11-19 14:30:00+00:00,2020-11-19 15:20:00+00:00,False
P000-0054,2020-11-23,NQZ0,LONG,11968.0,11917.0,2020-11-23 14:35:00+00:00,2020-11-23 14:40:00+00:00,2020-11-23 14:45:00+00:00,11977.0,11968.0,11981.75,True,ARMED,2020-11-23 14:55:00+00:00,11973.25,2.375,0.875,BE_STOP,2020-11-23 14:25:00+00:00,2020-11-23 15:05:00+00:00,False
P000-0055,2020-11-26,NQZ0,SHORT,12204.0,12172.5,2020-11-26 17:15:00+00:00,2020-11-26 17:20:00+00:00,2020-11-26 17:25:00+00:00,12154.0,12172.5,12154.0,True,ARMED,2020-11-26 17:30:00+00:00,12159.0,0.0,-1.5,BE_STOP,2020-11-26 17:05:00+00:00,2020-11-26 17:40:00+00:00,False
P000-0056,2020-11-27,NQZ0,LONG,12244.5,12183.0,2020-11-27 14:55:00+00:00,2020-11-27 15:00:00+00:00,2020-11-27 15:05:00+00:00,12259.25,12244.5,12259.25,True,ARMED,2020-11-27 16:10:00+00:00,12290.5,15.625,14.125,EMA8,2020-11-27 14:45:00+00:00,2020-11-27 16:20:00+00:00,False
P000-0057,2020-12-02,NQZ0,SHORT,12450.0,12370.75,2020-12-02 14:30:00+00:00,2020-12-02 14:35:00+00:00,2020-12-02 14:40:00+00:00,12345.0,12370.75,12345.0,True,ARMED,2020-12-02 14:50:00+00:00,12354.0,0.0,-1.5,BE_STOP,2020-12-02 14:20:00+00:00,2020-12-02 15:00:00+00:00,False
P000-0058,2020-12-14,NQZ0,LONG,12452.5,12404.75,2020-12-14 14:35:00+00:00,2020-12-14 20:50:00+00:00,2020-12-14 20:55:00+00:00,12485.0,12452.5,12545.0,False,NOT_ARMED,2020-12-14 20:55:00+00:00,12453.0,-32.0,-33.5,EOD,2020-12-14 14:25:00+00:00,2020-12-14 21:05:00+00:00,False
P000-0059,2020-12-23,NQH1,SHORT,12738.5,12706.5,2020-12-23 14:30:00+00:00,2020-12-23 14:35:00+00:00,2020-12-23 14:40:00+00:00,12676.5,12706.5,12676.5,True,ARMED,2020-12-23 14:55:00+00:00,12689.5,0.0,-1.5,BE_STOP,2020-12-23 14:20:00+00:00,2020-12-23 15:05:00+00:00,False
P000-0060,2020-12-28,NQH1,SHORT,12827.5,12765.0,2020-12-28 15:05:00+00:00,2020-12-28 15:10:00+00:00,2020-12-28 15:15:00+00:00,12757.25,12765.0,12756.0,True,ARMED,2020-12-28 15:20:00+00:00,12774.25,0.625,-0.875,BE_STOP,2020-12-28 14:55:00+00:00,2020-12-28 15:30:00+00:00,False
P000-0061,2020-12-29,NQH1,LONG,12893.25,12874.0,2020-12-29 14:30:00+00:00,2020-12-29 14:35:00+00:00,2020-12-29 14:40:00+00:00,12916.75,12893.25,12916.75,True,ARMED,2020-12-29 14:45:00+00:00,12901.5,-7.75,-9.25,BE_STOP,2020-12-29 14:20:00+00:00,2020-12-29 14:55:00+00:00,False
P000-0062,2020-12-30,NQH1,SHORT,12906.0,12873.25,2020-12-30 14:35:00+00:00,2020-12-30 14:40:00+00:00,2020-12-30 14:45:00+00:00,12860.25,12873.25,12860.25,True,ARMED,2020-12-30 14:50:00+00:00,12860.25,-5.0,-6.5,BE_STOP,2020-12-30 14:25:00+00:00,2020-12-30 15:00:00+00:00,False
P000-0063,2021-01-11,NQH1,SHORT,13057.25,12952.5,2021-01-11 14:30:00+00:00,2021-01-11 14:40:00+00:00,2021-01-11 14:45:00+00:00,12903.5,12952.5,12892.25,False,NOT_ARMED,2021-01-11 14:55:00+00:00,12958.75,-55.25,-56.75,LEVEL_STOP,2021-01-11 14:20:00+00:00,2021-01-11 15:05:00+00:00,False
P000-0064,2021-01-21,NQH1,SHORT,13367.5,13305.0,2021-01-21 14:30:00+00:00,2021-01-21 14:35:00+00:00,2021-01-21 14:40:00+00:00,13292.0,13305.0,13292.0,True,ARMED,2021-01-21 14:45:00+00:00,13326.5,-5.5,-7.0,BE_STOP,2021-01-21 14:20:00+00:00,2021-01-21 14:55:00+00:00,False
P000-0065,2021-01-22,NQH1,LONG,13349.75,13300.25,2021-01-22 14:35:00+00:00,2021-01-22 14:40:00+00:00,2021-01-22 14:45:00+00:00,13356.75,13349.75,13362.5,True,ARMED,2021-01-22 15:15:00+00:00,13370.75,9.875,8.375,EMA8,2021-01-22 14:25:00+00:00,2021-01-22 15:25:00+00:00,False
P000-0066,2021-02-02,NQH1,LONG,13378.5,13326.0,2021-02-02 14:35:00+00:00,2021-02-02 14:50:00+00:00,2021-02-02 14:55:00+00:00,13417.25,13378.5,13423.25,True,ARMED,2021-02-02 15:25:00+00:00,13383.75,3.0,1.5,BE_STOP,2021-02-02 14:25:00+00:00,2021-02-02 15:35:00+00:00,False
P000-0067,2021-02-03,NQH1,SHORT,13555.5,13513.25,2021-02-03 14:30:00+00:00,2021-02-03 14:35:00+00:00,2021-02-03 14:40:00+00:00,13463.0,13513.25,13463.0,True,ARMED,2021-02-03 14:45:00+00:00,13490.25,-11.5,-13.0,BE_STOP,2021-02-03 14:20:00+00:00,2021-02-03 14:55:00+00:00,False
P000-0068,2021-02-15,NQH1,LONG,13853.25,13837.0,2021-02-15 14:40:00+00:00,2021-02-15 15:10:00+00:00,2021-02-15 15:15:00+00:00,13857.5,13853.25,13862.5,True,ARMED,2021-02-15 16:00:00+00:00,13858.25,2.875,1.375,EMA8,2021-02-15 14:30:00+00:00,2021-02-15 16:10:00+00:00,False
P000-0069,2021-02-18,NQH1,SHORT,13654.5,13526.25,2021-02-18 15:05:00+00:00,2021-02-18 15:10:00+00:00,2021-02-18 15:15:00+00:00,13500.0,13526.25,13500.0,True,ARMED,2021-02-18 15:20:00+00:00,13483.5,-0.75,-2.25,BE_STOP,2021-02-18 14:55:00+00:00,2021-02-18 15:30:00+00:00,False
P000-0070,2021-03-03,NQH1,SHORT,13182.25,12964.25,2021-03-03 14:40:00+00:00,2021-03-03 14:45:00+00:00,2021-03-03 14:50:00+00:00,12924.75,12964.25,12924.75,True,ARMED,2021-03-03 15:45:00+00:00,12886.5,19.125,17.625,EMA8,2021-03-03 14:30:00+00:00,2021-03-03 15:55:00+00:00,False
P000-0071,2021-03-05,NQH1,SHORT,12632.5,12369.25,2021-03-05 15:20:00+00:00,2021-03-05 15:25:00+00:00,2021-03-05 15:30:00+00:00,12352.5,12369.25,12345.25,True,ARMED,2021-03-05 15:40:00+00:00,12352.75,3.625,2.125,BE_STOP,2021-03-05 15:10:00+00:00,2021-03-05 15:50:00+00:00,False
P000-0072,2021-03-15,NQH1,LONG,12997.25,12886.25,2021-03-15 18:15:00+00:00,2021-03-15 19:20:00+00:00,2021-03-15 19:25:00+00:00,13020.25,12997.25,13034.5,True,ARMED,2021-03-15 19:55:00+00:00,13077.25,35.625,34.125,EOD,2021-03-15 18:05:00+00:00,2021-03-15 20:05:00+00:00,False
P000-0073,2021-03-24,NQM1,SHORT,13145.25,13037.0,2021-03-24 13:30:00+00:00,2021-03-24 13:35:00+00:00,2021-03-24 13:40:00+00:00,13007.75,13037.0,13007.75,True,ARMED,2021-03-24 13:45:00+00:00,12970.75,-1.375,-2.875,BE_STOP,2021-03-24 13:20:00+00:00,2021-03-24 13:55:00+00:00,False
P000-0074,2021-04-01,NQM1,LONG,13261.0,13191.75,2021-04-01 13:30:00+00:00,2021-04-01 17:25:00+00:00,2021-04-01 17:30:00+00:00,13275.0,13261.0,13321.5,False,NOT_ARMED,2021-04-01 19:55:00+00:00,13314.25,39.25,37.75,EOD,2021-04-01 13:20:00+00:00,2021-04-01 20:05:00+00:00,False
P000-0075,2021-04-05,NQM1,LONG,13433.25,13321.5,2021-04-05 13:30:00+00:00,2021-04-05 13:35:00+00:00,2021-04-05 13:40:00+00:00,13444.75,13433.25,13444.75,True,ARMED,2021-04-05 13:45:00+00:00,13477.0,-2.75,-4.25,BE_STOP,2021-04-05 13:20:00+00:00,2021-04-05 13:55:00+00:00,False
