sig_i,entry_i,exit_i,year,close_hour_utc,atr14_pips,atr_pctile,prior_day_range_pips,dayopen_below_pdh_pips,travelled_dayopen_to_close_pips,close_above_pdh_pips,high_above_pdh_pips,gap_vs_prevclose_pips,sig_range_atr,bars_into_day,ema20_dist_pips,sig_body_ratio,sig_close_loc,session,ret_1d_pips,ret_3d_pips,ret_5d_pips,consec_higher_high_days,her24,mfe_r,mae_r,time_to_05r_bars,time_to_1r_bars,time_to_2r_bars,net_r,net_pips,stop_pips,reason,duration_bars
1157,1158,1159,2020,6,54.83638730116499,0.9938811188811189,308.4999999999994,118.39999999999975,162.0999999999995,43.69999999999976,74.50000000000045,0.0,1.4825921983790684,5,147.78591511953323,0.5904059040590437,0.6211562115621082,Asia,195.90000000000032,-122.2999999999999,-202.79999999999916,0,0.38795003673769274,0.18236066400728052,-1.6503640092657499,,,,-1.000000000000004,-54.83638730116521,54.83638730116499,stop,2
1214,1215,1223,2020,15,50.57051900763204,0.95503746877602,123.90000000000043,79.80000000000018,52.7000000000001,-27.10000000000008,17.099999999999227,0.10000000000047748,1.7638735324535157,14,87.07166111685325,0.382286995515706,0.5044843049327409,Overlap,13.300000000000978,158.40000000000032,-159.7999999999999,0,0.08102268635217971,2.0328049230518306,-1.1251614797825782,0.0,0.0,2.0,-1.0000000000000122,-50.57051900763266,50.57051900763204,stop,9
1232,1233,1248,2020,9,49.87340214637339,0.9417555373256767,301.90000000000055,143.39999999999975,117.99999999999926,-25.40000000000049,12.699999999999534,0.0,0.936370850798189,8,70.23643403075681,0.03640256959313908,0.18415417558886243,London,323.39999999999947,285.89999999999947,261.59999999999997,1,0.37423971377459797,5.3114483592385655,-0.18647213945232358,0.0,1.0,2.0,1.2872592852514677,64.19999999999962,49.87340214637339,stop,16
1287,1288,1301,2020,16,46.1090726181304,0.8877551020408163,242.09999999999923,134.99999999999943,119.20000000000073,-15.799999999998704,2.5000000000005684,0.30000000000001137,0.982453071116161,15,66.96067067240676,0.25607064017659803,0.5960264900662439,NYpm,116.59999999999968,271.4999999999989,233.99999999999892,0,0.34188709040663023,0.9629341359283913,-1.0345035649501315,1.0,,,-1.0000000000000147,-46.10907261813107,46.1090726181304,stop,14
1309,1310,1345,2020,14,35.45356894885207,0.8672839506172839,178.90000000000015,47.79999999999944,57.099999999999795,9.300000000000352,23.100000000000875,0.40000000000048885,1.3849099387098445,13,60.57280828787128,0.6415478615071242,0.7189409368635329,Overlap,97.89999999999992,45.999999999999375,382.6999999999998,1,0.265693430656934,9.578725360200888,-0.6656593595428296,1.0,1.0,10.0,6.120276544971264,216.98564647318082,35.45356894885207,stop,36
1359,1360,1364,2020,16,46.52070863148296,0.8959881129271917,316.9000000000011,4.999999999999716,-1.4000000000010004,-6.400000000000716,3.3999999999991815,0.0,1.3047952575451767,15,95.98530200012618,0.6672158154859993,0.8385502471169702,NYpm,-65.2000000000001,327.90000000000106,276.0000000000005,3,0.21154510888351097,0.4191681634617806,-1.5004070671606988,,,,-1.0000000000000084,-46.52070863148335,46.52070863148296,stop,5
1384,1385,1391,2020,17,44.61141400110505,0.8657913931436907,217.40000000000066,111.40000000000043,83.5000000000008,-27.899999999999636,9.300000000000352,-27.000000000001023,0.9437046760938312,16,61.222479057929036,-0.29928741092633876,0.11638954869360058,NYpm,15.59999999999917,245.6000000000003,460.0999999999999,4,0.04439428141459554,0.7509288990295075,-1.010952040185998,1.0,,,-0.9999999999999931,-44.61141400110474,44.61141400110505,stop,7
1408,1409,1414,2020,17,37.39544113178513,0.8136200716845878,192.9000000000002,78.30000000000013,66.59999999999968,-11.700000000000443,3.09999999999917,-0.19999999999953388,0.7594508619356796,16,60.025364703751904,0.09154929577463732,0.4788732394366183,NYpm,30.700000000000216,-18.900000000000716,374.20000000000044,5,0.07229940459313704,0.6016776194912976,-1.1552210294233263,2.0,,,-1.000000000000006,-37.395441131785354,37.39544113178513,stop,6
1512,1513,1516,2020,1,32.35374699583654,0.7885256837891927,117.30000000000018,22.20000000000084,45.40000000000077,23.199999999999932,42.69999999999925,0.0,2.4664840214726684,0,53.06457419831361,0.5689223057644194,0.75563909774437,Asia,-56.19999999999976,-161.89999999999998,-361.29999999999995,0,0.2383188541911264,0.5192597939942206,-1.0848820695951158,0.0,,,-1.0000000000000049,-32.353746995836694,32.35374699583654,stop,4
1574,1575,1575,2020,15,25.66361684645857,0.6777706598334401,102.39999999999867,64.69999999999914,64.60000000000008,-0.0999999999990564,9.500000000001307,0.0,3.0821844198050536,14,54.83423931064948,0.8546144121365266,0.8786346396965837,Overlap,73.69999999999948,-4.200000000000159,-109.90000000000038,0,0.3366133661336536,0.2766562500709854,-1.2819705108923243,,,,-0.9999999999999813,-25.66361684645809,25.66361684645857,stop,1
1591,1592,1633,2020,8,21.505055354837214,0.6406844106463878,118.59999999999928,17.199999999999704,19.40000000000026,2.200000000000557,9.499999999999886,-0.19999999999953388,1.571723459544438,7,34.21334544311492,0.7159763313609728,0.7840236686390691,London,48.0000000000004,100.0,60.899999999999466,1,0.35092348284959873,5.352229887383654,-0.49755742654218005,1.0,1.0,5.0,2.951581870068159,63.473931500149696,21.505055354837214,stop,42
1789,1790,1790,2020,14,16.029983964057216,0.5365990990990991,77.79999999999916,64.60000000000008,72.70000000000039,8.100000000000307,11.200000000000898,0.19999999999953388,2.014973943356682,13,49.601086788388216,0.894736842105247,0.9040247678018415,Overlap,50.499999999999545,-72.2999999999999,-131.8000000000012,0,0.2901554404145122,-0.05614478479941302,-2.894575571880731,,,,-0.999999999999999,-16.0299839640572,16.029983964057216,stop,1
1801,1802,1806,2020,2,17.344002258642917,0.5816554809843401,94.40000000000026,25.40000000000049,27.50000000000057,2.1000000000000796,2.2999999999996135,0.10000000000047748,1.1300736535728173,1,40.65210177245717,0.9846938775510922,0.9897959183673706,Asia,31.60000000000025,30.59999999999974,-61.50000000000091,1,0.31758326878389037,1.0493541068889862,-1.0608854707010908,1.0,2.0,,-1.0000000000000226,-17.344002258643307,17.344002258642917,stop,5
1909,1910,1913,2020,14,12.733639778881923,0.4572784810126582,61.099999999999,17.600000000000193,13.2000000000005,-4.399999999999693,2.600000000001046,0.0,1.5863492568324327,13,16.285339479036054,0.6188118811880808,0.6534653465346382,Overlap,11.400000000000432,32.39999999999981,21.50000000000034,0,0.14162348877374897,0.6439635597042769,-1.1151564082682432,0.0,,,-1.000000000000033,-12.733639778882344,12.733639778881923,stop,4
1933,1934,1934,2020,14,15.03719230960223,0.528125,42.40000000000066,10.999999999999943,0.0,-10.999999999999943,10.39999999999992,-0.19999999999953388,4.62187345676363,13,14.996449444635118,0.6071942446043058,0.6920863309352571,Overlap,-17.39999999999924,-1.8999999999991246,-27.499999999999147,1,0.015290519877672718,-0.02660071054255672,-2.1347070210375545,,,,-0.999999999999964,-15.037192309601688,15.03719230960223,stop,1
2040,2041,2042,2020,1,12.617418607965867,0.4706462752836704,41.500000000000625,16.30000000000109,17.80000000000115,1.5000000000000568,10.39999999999992,-0.20000000000095497,2.3776654268299358,0,14.587992936468197,0.5933333333333491,0.7033333333333491,Asia,67.00000000000017,-1.3999999999995794,-37.5,0,0.1598101265822924,0.16643657987798288,-1.26808822764267,,,,-0.9999999999999439,-12.617418607965158,12.617418607965867,stop,2
2169,2170,2176,2020,10,12.018201664194773,0.43738404452690166,46.299999999999386,23.399999999999466,23.499999999999943,0.10000000000047748,7.399999999999807,0.10000000000047748,1.381238263745834,9,19.54705752819308,0.3253012048192957,0.5602409638554536,London,15.500000000000114,-32.69999999999982,-91.20000000000061,0,0.10142954390742104,1.6391803491442065,-1.739028898330658,0.0,0.0,,-0.9999999999999999,-12.018201664194772,12.018201664194773,stop,7
2196,2197,2197,2020,13,11.809529789967833,0.4196060467246908,51.9999999999996,28.300000000000125,29.399999999999693,1.099999999999568,4.099999999999682,0.30000000000001137,3.5733852871812477,12,28.201978868581534,0.7132701421801043,0.9289099526066319,Overlap,23.900000000000432,15.900000000000603,-26.299999999999102,1,0.14927768860352955,0.4064514070727668,-1.0584672059186233,,,,-0.9999999999999388,-11.80952978996711,11.809529789967833,stop,1
2208,2209,2210,2020,1,12.111718292474428,0.4428246013667426,52.7000000000001,-17.70000000000067,4.999999999999716,22.700000000000387,25.600000000000023,31.60000000000025,0.883441947840575,0,39.87425946696135,0.46728971962614463,0.7289719626168547,Asia,98.89999999999901,138.29999999999956,90.09999999999962,2,0.43157894736843816,0.23118107046300354,-1.6925756944609114,,,,-1.0000000000000366,-12.11171829247487,12.111718292474428,stop,2
2297,2298,2310,2020,18,12.566093211016218,0.4912434325744308,52.49999999999915,33.499999999999375,32.59999999999934,-0.9000000000000341,6.100000000000705,-0.10000000000047748,1.4881315684978509,17,23.585005768988765,0.3315508021390289,0.6256684491978166,NYpm,42.199999999999704,-24.199999999999022,98.60000000000042,0,0.19713831478536448,1.3289731119740462,-1.0186141217525535,1.0,6.0,,-1.0000000000000193,-12.56609321101646,12.566093211016218,stop,13
2340,2341,2341,2020,13,9.989265006100897,0.2599914052428019,57.800000000000296,21.90000000000083,23.699999999999477,1.7999999999986471,1.7999999999986471,17.99999999999926,1.9120525872858105,12,23.246297592559984,0.9162303664921879,1.0,Overlap,34.899999999998954,44.99999999999886,-21.399999999999864,2,0.3863965267727937,0.3904191146814346,-1.3614615281197797,,,,-0.9999999999999891,-9.989265006100789,9.989265006100897,stop,1
2358,2359,2359,2020,7,10.074885534975019,0.2690831556503198,43.69999999999976,11.999999999999034,12.5,0.5000000000009663,1.7000000000010118,0.20000000000095497,1.4491479778421406,6,15.077066582567511,0.8356164383561591,0.9178082191780795,London,43.900000000000716,46.699999999999875,65.30000000000058,3,0.20534458509143028,-0.08933103972999785,-1.1513778454088142,,,,-0.9999999999999902,-10.07488553497492,10.074885534975019,stop,1
2448,2449,2480,2020,1,7.877461202191492,0.13100616016427105,43.99999999999977,1.3999999999995794,-7.500000000000284,-8.899999999999864,1.6999999999995907,15.100000000001046,1.6629723287441431,0,9.286969955343238,-0.5725190839694864,0.1908396946565316,Asia,9.100000000000819,9.499999999999886,30.500000000000682,0,0.04244482173174693,3.0466668618212607,-0.7108889344249427,2.0,23.0,24.0,0.6224145581165387,4.903046533242195,7.877461202191492,stop,32
2509,2510,2513,2020,14,10.684188739767155,0.344150641025641,51.9999999999996,42.69999999999925,27.10000000000008,-15.59999999999917,2.5000000000005684,0.0,2.124634874289491,13,12.42888259952224,-0.5462555066078992,0.20264317180619248,Overlap,31.499999999999773,21.300000000000807,21.699999999999875,2,0.12745936698032462,0.8985239996995392,-1.1886723746024266,0.0,,,-1.000000000000059,-10.684188739767785,10.684188739767155,stop,4
2603,2604,2617,2020,12,9.522469684357448,0.23667953667953667,47.99999999999898,29.699999999999704,34.499999999999886,4.800000000000182,8.00000000000125,0.0,1.8062541095043387,11,19.786865755912686,0.8023255813952441,0.8139534883720431,Overlap,127.10000000000008,118.80000000000024,133.49999999999937,0,0.17731958762886835,9.808379873703124,-0.16802363809347198,0.0,0.0,0.0,5.545983476839584,52.81145952815226,9.522469684357448,stop,14
2644,2645,2650,2020,5,11.698975366922364,0.4549600912200684,61.80000000000092,3.900000000000148,1.999999999999602,-1.9000000000005457,1.2999999999991019,0.0,1.1966859969278678,4,17.309192468565016,0.7642857142857064,0.7714285714285976,Asia,14.499999999999602,158.70000000000033,150.4000000000005,2,0.3639626704953298,1.136851697081432,-1.393284410708841,0.0,1.0,,-1.0000000000000546,-11.698975366923003,11.698975366922364,stop,6
2664,2665,2688,2020,1,13.164938344248403,0.5801584307808374,58.500000000000796,5.400000000000205,-9.000000000000341,-14.400000000000546,3.6000000000001364,0.0,1.4508233537109425,0,3.1514538624435318,-0.4712041884816871,0.05759162303662584,Asia,43.50000000000023,75.10000000000048,181.40000000000072,3,0.106703146374821,5.962808024413979,-0.15191867578132626,1.0,2.0,5.0,3.5534584473599673,46.78106136834263,13.164938344248403,stop,24
2788,2789,2808,2020,5,16.83601362163964,0.6897297297297297,66.29999999999967,42.69999999999925,33.499999999999375,-9.199999999999875,4.100000000001103,0.19999999999953388,1.2473261469098067,4,23.90726885152361,0.3523809523809298,0.3666666666666441,Asia,57.39999999999981,-41.89999999999969,-220.19999999999982,0,0.028705882352937997,2.3996179207216954,-0.5048701070824846,0.0,0.0,4.0,0.11364241430107447,1.9132852351689054,16.83601362163964,stop,20
2834,2835,2835,2020,3,14.723830825009445,0.6214108472172988,49.89999999999952,1.5000000000000568,13.500000000000512,12.000000000000455,14.000000000000057,0.0,2.2548479668488763,2,25.356083691458764,0.8463855421687088,0.9397590361445891,Asia,-8.699999999998909,59.199999999999875,-40.099999999999625,0,0.2921646746347926,0.0203751322305633,-1.324383594986518,,,,-1.0000000000000044,-14.72383082500951,14.723830825009445,stop,1
2954,2955,2960,2020,3,9.956803422123379,0.2543352601156069,24.2999999999995,11.399999999999011,26.999999999999602,15.600000000000591,19.10000000000025,0.0,2.761930595003604,2,23.06696255745493,0.756363636363654,0.8727272727272812,Asia,-47.20000000000084,-57.69999999999982,-97.20000000000084,0,0.3001083423618594,0.46199566316431867,-1.4060737574564295,,,,-1.0000000000000115,-9.956803422123494,9.956803422123379,stop,6
3002,3003,3007,2020,3,11.570690672850974,0.4242221478755437,76.50000000000006,11.7999999999995,16.59999999999968,4.800000000000182,11.10000000000042,0.30000000000001137,1.5902248638599255,2,27.97974307290616,0.5597826086956295,0.6576086956521563,Asia,13.2000000000005,26.200000000000045,15.700000000001069,0,0.6003600360036072,0.44941137456917346,-1.3655191765754002,,,,-0.9999999999999565,-11.57069067285047,11.570690672850974,stop,5
3049,3050,3050,2020,2,9.071187080165544,0.1808300395256917,55.999999999998806,12.899999999999068,3.699999999999193,-9.199999999999875,1.300000000000523,2.400000000000091,1.4110611860257676,1,9.443529846464571,-0.015625000000074593,0.17968749999996964,Asia,37.699999999999534,55.59999999999974,68.59999999999928,0,0.053245805981031034,0.07716740861068258,-1.3118459463833272,,,,-0.9999999999999963,-9.07118708016551,9.071187080165544,stop,1
3086,3087,3087,2020,15,11.892024101214279,0.470875366091767,84.39999999999941,30.100000000000193,28.79999999999967,-1.300000000000523,1.2000000000000455,0.0,2.3965642650429513,14,18.91037794508179,0.6771929824561409,0.9122807017543649,Overlap,40.99999999999966,83.3999999999989,156.79999999999978,1,0.12783171521035655,0.5549938297993284,-1.152032646704875,0.0,,,-1.0000000000000424,-11.892024101214782,11.892024101214279,stop,1
3096,3097,3097,2020,1,11.00479423947782,0.3629581576386636,47.2999999999999,0.30000000000001137,9.900000000000375,9.600000000000364,17.00000000000017,-0.19999999999953388,1.771954983951251,0,23.500027846151283,0.5076923076923077,0.6205128205128448,Asia,-62.19999999999999,16.499999999999204,34.39999999999941,2,0.28994082840237656,-0.07269558908526562,-2.789693231143678,,,,-0.9999999999999387,-11.004794239477144,11.00479423947782,stop,1
3168,3169,3174,2020,1,4.874840552457469,0.01838351822503962,13.100000000000023,-1.8999999999991246,7.600000000000762,9.499999999999886,11.10000000000042,9.099999999999397,2.1334031109506895,0,14.406952129201045,0.7307692307692097,0.8461538461538146,Asia,-13.500000000000512,-1.2000000000000455,-22.400000000000375,0,0.315463917525767,2.112889619499145,-1.3949174186983033,0.0,0.0,1.0,-1.000000000000046,-4.874840552457693,4.874840552457469,stop,6
3201,3202,3204,2020,10,8.44600641448009,0.15338770388958595,51.50000000000006,41.30000000000109,37.5,-3.8000000000010914,1.8000000000000682,0.0,1.2905507603349196,9,23.12230898048,0.45871559633021186,0.48623853211002716,London,21.50000000000034,7.599999999999341,-41.89999999999969,1,0.16193656093488462,-0.047359660929775844,-1.740467539167201,,,,-1.0000000000000657,-8.446006414480644,8.44600641448009,stop,3
3301,3302,3302,2020,14,7.435631623331718,0.10523114355231143,62.5,34.900000000000375,34.99999999999943,0.0999999999990564,2.7999999999991587,-0.30000000000001137,1.3179781485205915,13,25.5082666042739,0.6836734693876915,0.724489795918354,Overlap,36.40000000000043,-0.19999999999953388,-7.7999999999988745,0,0.6152125279641891,0.25552637573346904,-1.1969393389625722,,,,-1.0000000000000373,-7.435631623331995,7.435631623331718,stop,1
3312,3313,3313,2020,1,7.954866075614296,0.14307365868444982,52.99999999999869,3.5999999999987153,-3.4000000000006025,-6.999999999999318,5.000000000001137,0.0,1.772499985037359,0,7.255858349162736,-0.24113475177308324,0.14893617021276595,Asia,-3.50000000000108,1.099999999999568,-32.800000000000296,1,0.39839034205230905,-0.05028368751884987,-1.3576595630073387,,,,-1.0000000000000309,-7.954866075614541,7.954866075614296,stop,1
3377,3378,3388,2020,18,10.008121175739861,0.31272294887039237,64.30000000000007,40.99999999999966,40.99999999999966,0.0,0.7000000000005002,-0.10000000000047748,1.3788801871676322,17,22.943043262819174,0.8478260869565217,0.9492753623188063,NYpm,38.400000000000034,0.30000000000001137,4.900000000000659,0,0.34842519685041057,0.8293264893833836,-1.5287584683815052,0.0,,,-0.9999999999999964,-10.008121175739825,10.008121175739861,stop,11
3408,3409,3412,2020,1,9.433938980485168,0.26332842415316643,42.200000000001125,25.900000000000034,28.39999999999918,2.4999999999991473,17.69999999999925,8.400000000000318,5.077412531402288,0,27.825306756588475,0.592901878914389,0.6826722338204566,Asia,17.199999999999704,28.999999999999204,-9.100000000000819,0,0.10258697591435546,0.33920083717103916,-1.3568033486837048,,,,-1.000000000000067,-9.4339389804858,9.433938980485168,stop,4
3605,3606,3607,2020,6,13.073000566992157,0.6135857461024499,46.999999999999886,19.599999999999795,22.89999999999992,3.300000000000125,4.899999999999238,-0.0999999999990564,1.453377126592698,5,21.702101249829298,0.8894736842105956,0.9157894736842562,Asia,-35.99999999999994,-58.80000000000081,-215.80000000000013,0,0.12308634415187059,0.06119482638281726,-2.1035721569105523,,,,-0.9999999999999675,-13.073000566991732,13.073000566992157,stop,2
3637,3638,3650,2020,14,21.999866988608556,0.8474061810154525,63.7999999999991,60.69999999999993,99.20000000000044,38.50000000000051,50.200000000000955,0.0,3.104564224654911,13,89.0758595498184,0.7964860907759757,0.8286969253294242,Overlap,113.2000000000005,70.90000000000032,-30.400000000000205,1,0.23344947735192242,3.3818386283209803,-0.9181873695172474,1.0,2.0,10.0,0.5663130635821932,12.458812072719672,21.999866988608556,stop,13
3754,3755,3756,2020,11,10.366515130576149,0.34161988773055335,39.60000000000008,11.599999999999966,7.9999999999998295,-3.6000000000001364,3.6000000000001364,0.10000000000047748,0.9357049961168324,10,8.496755004955503,0.1443298969071606,0.2577319587629228,London,33.10000000000031,28.10000000000059,9.199999999999875,0,0.10472972972973095,1.9582279815639514,-1.1382803045543504,1.0,1.0,,-1.000000000000002,-10.36651513057617,10.366515130576149,stop,2
3778,3779,3780,2020,11,10.29620532782048,0.3343957503320053,57.60000000000076,20.300000000000296,30.59999999999974,10.299999999999443,12.099999999999511,-5.89999999999975,2.0007371011083896,10,27.83082456762571,0.7669902912621306,0.912621359223299,London,8.29999999999984,43.29999999999927,-3.7999999999996703,1,0.3885848318999099,0.3010817967686532,-1.92303857291005,,,,-0.9999999999999961,-10.29620532782044,10.29620532782048,stop,2
3798,3799,3800,2020,7,10.253073704664528,0.3310435931307794,49.2999999999995,20.699999999999363,17.499999999999716,-3.1999999999996476,2.200000000000557,0.0,1.3264315064674108,6,16.369231486012836,0.33823529411760095,0.6029411764705606,London,49.59999999999951,90.99999999999966,85.99999999999994,2,0.1686586985391736,0.624203061866968,-1.1703807410007383,0.0,,,-1.0000000000000357,-10.253073704664894,10.253073704664528,stop,2
3818,3819,3840,2020,3,12.4834582739868,0.5584756898817346,75.50000000000097,19.300000000001205,22.299999999999898,2.9999999999986926,5.3999999999987836,0.0,0.9372402857611694,2,28.689970924041575,0.7094017094017551,0.79487179487177,Asia,35.20000000000039,93.09999999999974,128.09999999999917,3,0.4026763990267612,2.3390954140366307,-0.4085406373830096,1.0,7.0,8.0,-0.15854758037081368,-1.979222104000621,12.4834582739868,stop,22
3858,3859,3870,2020,19,12.110795518201748,0.5240572171651495,55.79999999999927,17.199999999999704,7.600000000000762,-9.599999999998943,3.50000000000108,0.0,1.255078576560514,18,7.414539036670931,-0.4078947368420868,0.13815789473684642,NYpm,13.599999999999568,98.39999999999947,139.7999999999996,4,0.04468412942989987,0.933051836521951,-1.0734224667951315,0.0,,,-0.999999999999952,-12.110795518201167,12.110795518201748,stop,12
3954,3955,3972,2020,19,15.420881840847203,0.7282415630550622,80.4000000000002,76.9999999999996,66.40000000000015,-10.599999999999454,1.3999999999995794,0.30000000000001137,2.431767546565923,18,34.64872840111184,0.5333333333333409,0.6800000000000258,NYpm,85.09999999999991,-49.799999999999045,-75.79999999999956,0,0.2742382271468202,1.9778376045403283,-0.9013751705937416,0.0,0.0,,-0.6496929464434696,-10.018838159936616,15.420881840847203,stop,18
4032,4033,4033,2020,1,7.847866502858516,0.12167205772580243,31.999999999999318,0.9000000000000341,-0.39999999999906777,-1.2999999999991019,4.400000000001114,0.0999999999990564,1.5418203145521925,0,9.346934737477852,-0.03305785123958983,0.5289256198347292,Asia,39.699999999999136,71.69999999999987,116.19999999999919,0,0.31700288184439707,0.48420803266920426,-1.1213238651287025,,,,-0.9999999999999785,-7.847866502858347,7.847866502858516,stop,1
