TRADE_ID,DATE,ACTUAL_FUTURES_CONTRACT,SIDE,DECISION_TIMESTAMP,ORDER_ACTIVATION_TIMESTAMP,MODELED_ENTRY,INITIAL_STOP,TRAIL_TYPE,MODELED_FINAL_EXIT_TIMESTAMP,MODELED_FINAL_EXIT,MODELED_GROSS_POINTS,MODELED_NET_POINTS,MODELED_EXIT_REASON,WINDOW_START_UTC,WINDOW_END_UTC,ROLL_CROSS
H02-0089,2022-08-03,NQU2,LONG,2022-08-03 14:05:00+00:00,2022-08-03 14:05:00+00:00,13146.0,12989.5,CHANDELIER_1.0_ATR,2022-08-03 19:55:00+00:00,13272.25,126.25,124.75,EOD,2022-08-03 13:55:00+00:00,2022-08-03 20:05:00+00:00,False
H02-0090,2022-08-08,NQU2,LONG,2022-08-08 14:05:00+00:00,2022-08-08 14:05:00+00:00,13397.75,13232.0,CHANDELIER_1.0_ATR,2022-08-08 15:40:00+00:00,13232.0,-165.75,-167.25,STOP,2022-08-08 13:55:00+00:00,2022-08-08 15:50:00+00:00,False
H02-0091,2022-08-19,NQU2,SHORT,2022-08-19 14:05:00+00:00,2022-08-19 14:05:00+00:00,13312.75,13425.25,CHANDELIER_1.0_ATR,2022-08-19 19:55:00+00:00,13263.25,49.5,48.0,EOD,2022-08-19 13:55:00+00:00,2022-08-19 20:05:00+00:00,False
H02-0092,2022-09-02,NQU2,SHORT,2022-09-02 14:05:00+00:00,2022-09-02 14:05:00+00:00,12284.0,12415.0,CHANDELIER_1.0_ATR,2022-09-02 14:30:00+00:00,12415.0,-131.0,-132.5,STOP,2022-09-02 13:55:00+00:00,2022-09-02 14:40:00+00:00,False
H02-0093,2022-09-26,NQZ2,LONG,2022-09-26 14:05:00+00:00,2022-09-26 14:05:00+00:00,11487.75,11342.5,CHANDELIER_1.0_ATR,2022-09-26 16:25:00+00:00,11342.5,-145.25,-146.75,STOP,2022-09-26 13:55:00+00:00,2022-09-26 16:35:00+00:00,False
H02-0094,2022-09-29,NQZ2,SHORT,2022-09-29 14:05:00+00:00,2022-09-29 14:05:00+00:00,11210.5,11402.25,CHANDELIER_1.0_ATR,2022-09-29 19:55:00+00:00,11231.75,-21.25,-22.75,EOD,2022-09-29 13:55:00+00:00,2022-09-29 20:05:00+00:00,False
H02-0095,2022-10-04,NQZ2,LONG,2022-10-04 14:05:00+00:00,2022-10-04 14:05:00+00:00,11649.5,11514.25,CHANDELIER_1.0_ATR,2022-10-04 19:55:00+00:00,11643.75,-5.75,-7.25,EOD,2022-10-04 13:55:00+00:00,2022-10-04 20:05:00+00:00,False
H02-0096,2022-10-14,NQZ2,SHORT,2022-10-14 14:05:00+00:00,2022-10-14 14:05:00+00:00,10994.0,11207.5,CHANDELIER_1.0_ATR,2022-10-14 19:55:00+00:00,10748.0,246.0,244.5,EOD,2022-10-14 13:55:00+00:00,2022-10-14 20:05:00+00:00,False
H02-0097,2022-10-21,NQZ2,LONG,2022-10-21 14:05:00+00:00,2022-10-21 14:05:00+00:00,11164.75,10995.25,CHANDELIER_1.0_ATR,2022-10-21 19:55:00+00:00,11354.0,189.25,187.75,EOD,2022-10-21 13:55:00+00:00,2022-10-21 20:05:00+00:00,False
H02-0098,2022-11-01,NQZ2,SHORT,2022-11-01 14:05:00+00:00,2022-11-01 14:05:00+00:00,11443.75,11619.0,CHANDELIER_1.0_ATR,2022-11-01 19:55:00+00:00,11330.0,113.75,112.25,EOD,2022-11-01 13:55:00+00:00,2022-11-01 20:05:00+00:00,False
H02-0099,2022-12-06,NQZ2,SHORT,2022-12-06 15:05:00+00:00,2022-12-06 15:05:00+00:00,11649.0,11805.75,CHANDELIER_1.0_ATR,2022-12-06 20:55:00+00:00,11562.5,86.5,85.0,EOD,2022-12-06 14:55:00+00:00,2022-12-06 21:05:00+00:00,False
H02-0100,2022-12-15,NQH3,SHORT,2022-12-15 15:05:00+00:00,2022-12-15 15:05:00+00:00,11529.75,11715.5,CHANDELIER_1.0_ATR,2022-12-15 20:55:00+00:00,11460.5,69.25,67.75,EOD,2022-12-15 14:55:00+00:00,2022-12-15 21:05:00+00:00,False
H02-0101,2022-12-22,NQH3,SHORT,2022-12-22 15:05:00+00:00,2022-12-22 15:05:00+00:00,11068.5,11208.25,CHANDELIER_1.0_ATR,2022-12-22 20:55:00+00:00,11054.75,13.75,12.25,EOD,2022-12-22 14:55:00+00:00,2022-12-22 21:05:00+00:00,False
H02-0102,2022-12-27,NQH3,SHORT,2022-12-27 15:05:00+00:00,2022-12-27 15:05:00+00:00,10925.75,11056.0,CHANDELIER_1.0_ATR,2022-12-27 20:55:00+00:00,10918.75,7.0,5.5,EOD,2022-12-27 14:55:00+00:00,2022-12-27 21:05:00+00:00,False
H02-0103,2023-01-03,NQH3,SHORT,2023-01-03 15:05:00+00:00,2023-01-03 15:05:00+00:00,10986.0,11182.0,CHANDELIER_1.0_ATR,2023-01-03 20:55:00+00:00,10942.75,43.25,41.75,EOD,2023-01-03 14:55:00+00:00,2023-01-03 21:05:00+00:00,False
H02-0104,2023-01-09,NQH3,LONG,2023-01-09 15:05:00+00:00,2023-01-09 15:05:00+00:00,11323.25,11194.75,CHANDELIER_1.0_ATR,2023-01-09 20:30:00+00:00,11194.75,-128.5,-130.0,STOP,2023-01-09 14:55:00+00:00,2023-01-09 20:40:00+00:00,False
H02-0105,2023-01-12,NQH3,SHORT,2023-01-12 15:05:00+00:00,2023-01-12 15:05:00+00:00,11407.5,11518.75,CHANDELIER_1.0_ATR,2023-01-12 17:15:00+00:00,11518.75,-111.25,-112.75,STOP,2023-01-12 14:55:00+00:00,2023-01-12 17:25:00+00:00,False
H02-0106,2023-01-23,NQH3,LONG,2023-01-23 15:05:00+00:00,2023-01-23 15:05:00+00:00,11811.25,11671.75,CHANDELIER_1.0_ATR,2023-01-23 20:55:00+00:00,11931.5,120.25,118.75,EOD,2023-01-23 14:55:00+00:00,2023-01-23 21:05:00+00:00,False
H02-0107,2023-01-27,NQH3,LONG,2023-01-27 15:05:00+00:00,2023-01-27 15:05:00+00:00,12156.0,12041.75,CHANDELIER_1.0_ATR,2023-01-27 20:55:00+00:00,12223.25,67.25,65.75,EOD,2023-01-27 14:55:00+00:00,2023-01-27 21:05:00+00:00,False
H02-0108,2023-02-03,NQH3,LONG,2023-02-03 15:05:00+00:00,2023-02-03 15:05:00+00:00,12695.75,12558.5,CHANDELIER_1.0_ATR,2023-02-03 19:55:00+00:00,12611.5,-84.25,-85.75,TRAIL,2023-02-03 14:55:00+00:00,2023-02-03 20:05:00+00:00,False
H02-0109,2023-03-09,NQH3,LONG,2023-03-09 15:05:00+00:00,2023-03-09 15:05:00+00:00,12342.0,12230.0,CHANDELIER_1.0_ATR,2023-03-09 17:45:00+00:00,12230.0,-112.0,-113.5,STOP,2023-03-09 14:55:00+00:00,2023-03-09 17:55:00+00:00,False
H02-0110,2023-03-10,NQH3,SHORT,2023-03-10 15:05:00+00:00,2023-03-10 15:05:00+00:00,11945.0,12027.5,CHANDELIER_1.0_ATR,2023-03-10 16:10:00+00:00,12027.5,-82.5,-84.0,STOP,2023-03-10 14:55:00+00:00,2023-03-10 16:20:00+00:00,False
H02-0111,2023-04-12,NQM3,SHORT,2023-04-12 14:05:00+00:00,2023-04-12 14:05:00+00:00,13084.75,13180.5,CHANDELIER_1.0_ATR,2023-04-12 19:55:00+00:00,12958.5,126.25,124.75,EOD,2023-04-12 13:55:00+00:00,2023-04-12 20:05:00+00:00,False
H02-0112,2023-04-14,NQM3,LONG,2023-04-14 14:05:00+00:00,2023-04-14 14:05:00+00:00,13249.0,13133.5,CHANDELIER_1.0_ATR,2023-04-14 14:25:00+00:00,13133.5,-115.5,-117.0,STOP,2023-04-14 13:55:00+00:00,2023-04-14 14:35:00+00:00,False
H02-0113,2023-05-22,NQM3,LONG,2023-05-22 14:05:00+00:00,2023-05-22 14:05:00+00:00,13916.25,13847.0,CHANDELIER_1.0_ATR,2023-05-22 19:55:00+00:00,13905.0,-11.25,-12.75,EOD,2023-05-22 13:55:00+00:00,2023-05-22 20:05:00+00:00,False
H02-0114,2023-05-25,NQM3,SHORT,2023-05-25 14:05:00+00:00,2023-05-25 14:05:00+00:00,13901.0,13965.75,CHANDELIER_1.0_ATR,2023-05-25 15:10:00+00:00,13965.75,-64.75,-66.25,STOP,2023-05-25 13:55:00+00:00,2023-05-25 15:20:00+00:00,False
H02-0115,2023-05-26,NQM3,LONG,2023-05-26 14:05:00+00:00,2023-05-26 14:05:00+00:00,14133.25,14014.75,CHANDELIER_1.0_ATR,2023-05-26 19:55:00+00:00,14333.0,199.75,198.25,EOD,2023-05-26 13:55:00+00:00,2023-05-26 20:05:00+00:00,False
H02-0116,2023-06-09,NQM3,LONG,2023-06-09 14:05:00+00:00,2023-06-09 14:05:00+00:00,14660.5,14557.0,CHANDELIER_1.0_ATR,2023-06-09 15:25:00+00:00,14557.0,-103.5,-105.0,STOP,2023-06-09 13:55:00+00:00,2023-06-09 15:35:00+00:00,False
H02-0117,2023-06-13,NQM3,SHORT,2023-06-13 14:05:00+00:00,2023-06-13 14:05:00+00:00,14844.0,14945.0,CHANDELIER_1.0_ATR,2023-06-13 19:55:00+00:00,14911.5,-67.5,-69.0,EOD,2023-06-13 13:55:00+00:00,2023-06-13 20:05:00+00:00,False
H02-0118,2023-06-16,NQU3,SHORT,2023-06-16 14:05:00+00:00,2023-06-16 14:05:00+00:00,15369.0,15475.5,CHANDELIER_1.0_ATR,2023-06-16 19:55:00+00:00,15274.75,94.25,92.75,EOD,2023-06-16 13:55:00+00:00,2023-06-16 20:05:00+00:00,False
H02-0119,2023-06-21,NQU3,SHORT,2023-06-21 14:05:00+00:00,2023-06-21 14:05:00+00:00,15106.0,15219.25,CHANDELIER_1.0_ATR,2023-06-21 19:55:00+00:00,15045.25,60.75,59.25,EOD,2023-06-21 13:55:00+00:00,2023-06-21 20:05:00+00:00,False
H02-0120,2023-06-22,NQU3,LONG,2023-06-22 14:05:00+00:00,2023-06-22 14:05:00+00:00,15095.0,14964.0,CHANDELIER_1.0_ATR,2023-06-22 19:55:00+00:00,15213.5,118.5,117.0,EOD,2023-06-22 13:55:00+00:00,2023-06-22 20:05:00+00:00,False
H02-0121,2023-06-26,NQU3,LONG,2023-06-26 14:05:00+00:00,2023-06-26 14:05:00+00:00,15132.0,15024.5,CHANDELIER_1.0_ATR,2023-06-26 15:05:00+00:00,15024.5,-107.5,-109.0,STOP,2023-06-26 13:55:00+00:00,2023-06-26 15:15:00+00:00,False
H02-0122,2023-07-05,NQU3,LONG,2023-07-05 14:05:00+00:00,2023-07-05 14:05:00+00:00,15375.5,15292.5,CHANDELIER_1.0_ATR,2023-07-05 19:55:00+00:00,15359.75,-15.75,-17.25,EOD,2023-07-05 13:55:00+00:00,2023-07-05 20:05:00+00:00,False
H02-0123,2023-07-14,NQU3,LONG,2023-07-14 14:05:00+00:00,2023-07-14 14:05:00+00:00,15804.0,15721.5,CHANDELIER_1.0_ATR,2023-07-14 18:25:00+00:00,15721.5,-82.5,-84.0,STOP,2023-07-14 13:55:00+00:00,2023-07-14 18:35:00+00:00,False
H02-0124,2023-07-21,NQU3,SHORT,2023-07-21 14:05:00+00:00,2023-07-21 14:05:00+00:00,15601.5,15719.25,CHANDELIER_1.0_ATR,2023-07-21 19:55:00+00:00,15537.5,64.0,62.5,EOD,2023-07-21 13:55:00+00:00,2023-07-21 20:05:00+00:00,False
H02-0125,2023-08-08,NQU3,SHORT,2023-08-08 14:05:00+00:00,2023-08-08 14:05:00+00:00,15298.0,15379.5,CHANDELIER_1.0_ATR,2023-08-08 19:55:00+00:00,15350.25,-52.25,-53.75,EOD,2023-08-08 13:55:00+00:00,2023-08-08 20:05:00+00:00,False
H02-0126,2023-08-10,NQU3,LONG,2023-08-10 14:05:00+00:00,2023-08-10 14:05:00+00:00,15430.0,15273.25,CHANDELIER_1.0_ATR,2023-08-10 15:20:00+00:00,15273.25,-156.75,-158.25,STOP,2023-08-10 13:55:00+00:00,2023-08-10 15:30:00+00:00,False
H02-0127,2023-08-24,NQU3,SHORT,2023-08-24 14:05:00+00:00,2023-08-24 14:05:00+00:00,15223.75,15339.75,CHANDELIER_1.0_ATR,2023-08-24 19:55:00+00:00,14859.25,364.5,363.0,EOD,2023-08-24 13:55:00+00:00,2023-08-24 20:05:00+00:00,False
H02-0128,2023-08-29,NQU3,LONG,2023-08-29 14:05:00+00:00,2023-08-29 14:05:00+00:00,15229.5,15062.75,CHANDELIER_1.0_ATR,2023-08-29 19:55:00+00:00,15413.5,184.0,182.5,EOD,2023-08-29 13:55:00+00:00,2023-08-29 20:05:00+00:00,False
H02-0129,2023-09-15,NQZ3,SHORT,2023-09-15 14:05:00+00:00,2023-09-15 14:05:00+00:00,15506.75,15627.5,CHANDELIER_1.0_ATR,2023-09-15 19:55:00+00:00,15390.75,116.0,114.5,EOD,2023-09-15 13:55:00+00:00,2023-09-15 20:05:00+00:00,False
H02-0130,2023-09-19,NQZ3,SHORT,2023-09-19 14:05:00+00:00,2023-09-19 14:05:00+00:00,15277.5,15373.25,CHANDELIER_1.0_ATR,2023-09-19 17:45:00+00:00,15373.25,-95.75,-97.25,STOP,2023-09-19 13:55:00+00:00,2023-09-19 17:55:00+00:00,False
H02-0131,2023-10-03,NQZ3,LONG,2023-10-03 14:05:00+00:00,2023-10-03 14:05:00+00:00,14854.25,14852.25,CHANDELIER_1.0_ATR,2023-10-03 14:10:00+00:00,14825.75,-28.5,-30.0,STOP,2023-10-03 13:55:00+00:00,2023-10-03 14:20:00+00:00,False
H02-0132,2023-10-05,NQZ3,SHORT,2023-10-05 14:05:00+00:00,2023-10-05 14:05:00+00:00,14792.0,14926.5,CHANDELIER_1.0_ATR,2023-10-05 19:55:00+00:00,14866.0,-74.0,-75.5,EOD,2023-10-05 13:55:00+00:00,2023-10-05 20:05:00+00:00,False
H02-0133,2023-10-25,NQZ3,SHORT,2023-10-25 14:05:00+00:00,2023-10-25 14:05:00+00:00,14628.5,14749.25,CHANDELIER_1.0_ATR,2023-10-25 19:55:00+00:00,14476.25,152.25,150.75,EOD,2023-10-25 13:55:00+00:00,2023-10-25 20:05:00+00:00,False
H02-0134,2023-10-26,NQZ3,SHORT,2023-10-26 14:05:00+00:00,2023-10-26 14:05:00+00:00,14308.75,14459.0,CHANDELIER_1.0_ATR,2023-10-26 19:55:00+00:00,14194.5,114.25,112.75,EOD,2023-10-26 13:55:00+00:00,2023-10-26 20:05:00+00:00,False
H02-0135,2023-11-20,NQZ3,LONG,2023-11-20 15:05:00+00:00,2023-11-20 15:05:00+00:00,15993.25,15894.75,CHANDELIER_1.0_ATR,2023-11-20 20:55:00+00:00,16088.5,95.25,93.75,EOD,2023-11-20 14:55:00+00:00,2023-11-20 21:05:00+00:00,False
H02-0136,2023-12-05,NQZ3,LONG,2023-12-05 15:05:00+00:00,2023-12-05 15:05:00+00:00,15925.5,15783.25,CHANDELIER_1.0_ATR,2023-12-05 20:55:00+00:00,15912.0,-13.5,-15.0,EOD,2023-12-05 14:55:00+00:00,2023-12-05 21:05:00+00:00,False
H02-0137,2023-12-06,NQZ3,SHORT,2023-12-06 15:05:00+00:00,2023-12-06 15:05:00+00:00,15921.0,16037.75,CHANDELIER_1.0_ATR,2023-12-06 20:55:00+00:00,15815.0,106.0,104.5,EOD,2023-12-06 14:55:00+00:00,2023-12-06 21:05:00+00:00,False
H02-0138,2023-12-11,NQZ3,LONG,2023-12-11 15:05:00+00:00,2023-12-11 15:05:00+00:00,16157.75,16068.75,CHANDELIER_1.0_ATR,2023-12-11 20:55:00+00:00,16234.0,76.25,74.75,EOD,2023-12-11 14:55:00+00:00,2023-12-11 21:05:00+00:00,False
H02-0139,2024-01-02,NQH4,SHORT,2024-01-02 15:05:00+00:00,2024-01-02 15:05:00+00:00,16779.0,16873.5,CHANDELIER_1.0_ATR,2024-01-02 20:55:00+00:00,16721.0,58.0,56.5,EOD,2024-01-02 14:55:00+00:00,2024-01-02 21:05:00+00:00,False
H02-0140,2024-01-08,NQH4,LONG,2024-01-08 15:05:00+00:00,2024-01-08 15:05:00+00:00,16641.0,16505.5,CHANDELIER_1.0_ATR,2024-01-08 20:55:00+00:00,16801.25,160.25,158.75,EOD,2024-01-08 14:55:00+00:00,2024-01-08 21:05:00+00:00,False
H02-0141,2024-01-17,NQH4,SHORT,2024-01-17 15:05:00+00:00,2024-01-17 15:05:00+00:00,16728.5,16843.0,CHANDELIER_1.0_ATR,2024-01-17 19:45:00+00:00,16843.0,-114.5,-116.0,STOP,2024-01-17 14:55:00+00:00,2024-01-17 19:55:00+00:00,False
H02-0142,2024-02-06,NQH4,SHORT,2024-02-06 15:05:00+00:00,2024-02-06 15:05:00+00:00,17637.25,17767.75,CHANDELIER_1.0_ATR,2024-02-06 20:55:00+00:00,17661.75,-24.5,-26.0,EOD,2024-02-06 14:55:00+00:00,2024-02-06 21:05:00+00:00,False
H02-0143,2024-02-16,NQH4,SHORT,2024-02-16 15:05:00+00:00,2024-02-16 15:05:00+00:00,17751.25,17930.0,CHANDELIER_1.0_ATR,2024-02-16 20:55:00+00:00,17747.0,4.25,2.75,EOD,2024-02-16 14:55:00+00:00,2024-02-16 21:05:00+00:00,False
H02-0144,2024-03-05,NQH4,SHORT,2024-03-05 15:05:00+00:00,2024-03-05 15:05:00+00:00,18068.75,18135.25,CHANDELIER_1.0_ATR,2024-03-05 20:55:00+00:00,17931.75,137.0,135.5,EOD,2024-03-05 14:55:00+00:00,2024-03-05 21:05:00+00:00,False
H02-0145,2024-03-06,NQH4,SHORT,2024-03-06 15:05:00+00:00,2024-03-06 15:05:00+00:00,17994.75,18126.5,CHANDELIER_1.0_ATR,2024-03-06 16:55:00+00:00,18126.5,-131.75,-133.25,STOP,2024-03-06 14:55:00+00:00,2024-03-06 17:05:00+00:00,False
H02-0146,2024-03-14,NQM4,SHORT,2024-03-14 14:05:00+00:00,2024-03-14 14:05:00+00:00,18244.5,18398.0,CHANDELIER_1.0_ATR,2024-03-14 19:55:00+00:00,18278.25,-33.75,-35.25,EOD,2024-03-14 13:55:00+00:00,2024-03-14 20:05:00+00:00,False
H02-0147,2024-03-27,NQM4,SHORT,2024-03-27 14:05:00+00:00,2024-03-27 14:05:00+00:00,18407.25,18571.75,CHANDELIER_1.0_ATR,2024-03-27 19:55:00+00:00,18506.75,-99.5,-101.0,EOD,2024-03-27 13:55:00+00:00,2024-03-27 20:05:00+00:00,False
H02-0148,2024-04-01,NQM4,LONG,2024-04-01 14:05:00+00:00,2024-04-01 14:05:00+00:00,18550.75,18482.5,CHANDELIER_1.0_ATR,2024-04-01 14:35:00+00:00,18482.5,-68.25,-69.75,STOP,2024-04-01 13:55:00+00:00,2024-04-01 14:45:00+00:00,False
H02-0149,2024-04-03,NQM4,LONG,2024-04-03 14:05:00+00:00,2024-04-03 14:05:00+00:00,18352.25,18239.5,CHANDELIER_1.0_ATR,2024-04-03 19:55:00+00:00,18370.5,18.25,16.75,EOD,2024-04-03 13:55:00+00:00,2024-04-03 20:05:00+00:00,False
H02-0150,2024-05-02,NQM4,SHORT,2024-05-02 14:05:00+00:00,2024-05-02 14:05:00+00:00,17473.25,17602.5,CHANDELIER_1.0_ATR,2024-05-02 17:25:00+00:00,17602.5,-129.25,-130.75,STOP,2024-05-02 13:55:00+00:00,2024-05-02 17:35:00+00:00,False
H02-0151,2024-05-20,NQM4,LONG,2024-05-20 14:05:00+00:00,2024-05-20 14:05:00+00:00,18744.0,18635.25,CHANDELIER_1.0_ATR,2024-05-20 19:55:00+00:00,18766.25,22.25,20.75,EOD,2024-05-20 13:55:00+00:00,2024-05-20 20:05:00+00:00,False
H02-0152,2024-05-23,NQM4,SHORT,2024-05-23 14:05:00+00:00,2024-05-23 14:05:00+00:00,18866.0,18982.5,CHANDELIER_1.0_ATR,2024-05-23 19:55:00+00:00,18696.75,169.25,167.75,EOD,2024-05-23 13:55:00+00:00,2024-05-23 20:05:00+00:00,False
H02-0153,2024-05-29,NQM4,LONG,2024-05-29 14:05:00+00:00,2024-05-29 14:05:00+00:00,18826.75,18761.0,CHANDELIER_1.0_ATR,2024-05-29 19:55:00+00:00,18810.75,-16.0,-17.5,EOD,2024-05-29 13:55:00+00:00,2024-05-29 20:05:00+00:00,False
H02-0154,2024-06-12,NQM4,LONG,2024-06-12 14:05:00+00:00,2024-06-12 14:05:00+00:00,19497.25,19374.75,CHANDELIER_1.0_ATR,2024-06-12 19:55:00+00:00,19492.25,-5.0,-6.5,EOD,2024-06-12 13:55:00+00:00,2024-06-12 20:05:00+00:00,False
H02-0155,2024-06-27,NQU4,LONG,2024-06-27 14:05:00+00:00,2024-06-27 14:05:00+00:00,20059.5,19989.75,CHANDELIER_1.0_ATR,2024-06-27 15:25:00+00:00,19989.75,-69.75,-71.25,STOP,2024-06-27 13:55:00+00:00,2024-06-27 15:35:00+00:00,False
H02-0156,2024-06-28,NQU4,LONG,2024-06-28 14:05:00+00:00,2024-06-28 14:05:00+00:00,20219.75,20039.25,CHANDELIER_1.0_ATR,2024-06-28 16:15:00+00:00,20039.25,-180.5,-182.0,STOP,2024-06-28 13:55:00+00:00,2024-06-28 16:25:00+00:00,False
H02-0157,2024-07-02,NQU4,LONG,2024-07-02 14:05:00+00:00,2024-07-02 14:05:00+00:00,20071.5,19976.75,CHANDELIER_1.0_ATR,2024-07-02 19:55:00+00:00,20256.5,185.0,183.5,EOD,2024-07-02 13:55:00+00:00,2024-07-02 20:05:00+00:00,False
H02-0158,2024-07-05,NQU4,LONG,2024-07-05 14:05:00+00:00,2024-07-05 14:05:00+00:00,20529.25,20428.25,CHANDELIER_1.0_ATR,2024-07-05 19:55:00+00:00,20621.75,92.5,91.0,EOD,2024-07-05 13:55:00+00:00,2024-07-05 20:05:00+00:00,False
H02-0159,2024-07-12,NQU4,LONG,2024-07-12 14:05:00+00:00,2024-07-12 14:05:00+00:00,20557.0,20425.25,CHANDELIER_1.0_ATR,2024-07-12 19:55:00+00:00,20540.5,-16.5,-18.0,EOD,2024-07-12 13:55:00+00:00,2024-07-12 20:05:00+00:00,False
H02-0160,2024-07-17,NQU4,SHORT,2024-07-17 14:05:00+00:00,2024-07-17 14:05:00+00:00,20155.0,20281.5,CHANDELIER_1.0_ATR,2024-07-17 19:55:00+00:00,19992.0,163.0,161.5,EOD,2024-07-17 13:55:00+00:00,2024-07-17 20:05:00+00:00,False
H02-0161,2024-07-24,NQU4,SHORT,2024-07-24 14:05:00+00:00,2024-07-24 14:05:00+00:00,19496.0,19653.75,CHANDELIER_1.0_ATR,2024-07-24 19:55:00+00:00,19204.5,291.5,290.0,EOD,2024-07-24 13:55:00+00:00,2024-07-24 20:05:00+00:00,False
H02-0162,2024-07-25,NQU4,SHORT,2024-07-25 14:05:00+00:00,2024-07-25 14:05:00+00:00,18985.75,19226.75,CHANDELIER_1.0_ATR,2024-07-25 15:10:00+00:00,19226.75,-241.0,-242.5,STOP,2024-07-25 13:55:00+00:00,2024-07-25 15:20:00+00:00,False
H02-0163,2024-08-05,NQU4,LONG,2024-08-05 14:05:00+00:00,2024-08-05 14:05:00+00:00,18042.75,17509.25,CHANDELIER_1.0_ATR,2024-08-05 19:55:00+00:00,18021.5,-21.25,-22.75,EOD,2024-08-05 13:55:00+00:00,2024-08-05 20:05:00+00:00,False
H02-0164,2024-08-29,NQU4,LONG,2024-08-29 14:05:00+00:00,2024-08-29 14:05:00+00:00,19621.25,19478.25,CHANDELIER_1.0_ATR,2024-08-29 18:30:00+00:00,19478.25,-143.0,-144.5,STOP,2024-08-29 13:55:00+00:00,2024-08-29 18:40:00+00:00,False
H02-0165,2024-09-03,NQU4,SHORT,2024-09-03 14:05:00+00:00,2024-09-03 14:05:00+00:00,19337.5,19483.25,CHANDELIER_1.0_ATR,2024-09-03 19:55:00+00:00,19012.25,325.25,323.75,EOD,2024-09-03 13:55:00+00:00,2024-09-03 20:05:00+00:00,False
H02-0166,2024-09-05,NQU4,LONG,2024-09-05 14:05:00+00:00,2024-09-05 14:05:00+00:00,19084.5,18885.0,CHANDELIER_1.0_ATR,2024-09-05 15:25:00+00:00,18885.0,-199.5,-201.0,STOP,2024-09-05 13:55:00+00:00,2024-09-05 15:35:00+00:00,False
H02-0167,2024-09-06,NQU4,SHORT,2024-09-06 14:05:00+00:00,2024-09-06 14:05:00+00:00,18754.25,18967.25,CHANDELIER_1.0_ATR,2024-09-06 19:55:00+00:00,18458.25,296.0,294.5,EOD,2024-09-06 13:55:00+00:00,2024-09-06 20:05:00+00:00,False
H02-0168,2024-10-01,NQZ4,SHORT,2024-10-01 14:05:00+00:00,2024-10-01 14:05:00+00:00,20046.75,20266.0,CHANDELIER_1.0_ATR,2024-10-01 19:55:00+00:00,19978.25,68.5,67.0,EOD,2024-10-01 13:55:00+00:00,2024-10-01 20:05:00+00:00,False
H02-0169,2024-10-03,NQZ4,LONG,2024-10-03 14:05:00+00:00,2024-10-03 14:05:00+00:00,20090.5,19894.75,CHANDELIER_1.0_ATR,2024-10-03 17:00:00+00:00,19894.75,-195.75,-197.25,STOP,2024-10-03 13:55:00+00:00,2024-10-03 17:10:00+00:00,False
H02-0170,2024-10-04,NQZ4,SHORT,2024-10-04 14:05:00+00:00,2024-10-04 14:05:00+00:00,20107.25,20239.0,CHANDELIER_1.0_ATR,2024-10-04 19:55:00+00:00,20239.0,-131.75,-133.25,STOP,2024-10-04 13:55:00+00:00,2024-10-04 20:05:00+00:00,False
H02-0171,2024-10-14,NQZ4,LONG,2024-10-14 14:05:00+00:00,2024-10-14 14:05:00+00:00,20655.5,20541.0,CHANDELIER_1.0_ATR,2024-10-14 15:00:00+00:00,20541.0,-114.5,-116.0,STOP,2024-10-14 13:55:00+00:00,2024-10-14 15:10:00+00:00,False
H02-0172,2024-10-16,NQZ4,SHORT,2024-10-16 14:05:00+00:00,2024-10-16 14:05:00+00:00,20257.5,20357.25,CHANDELIER_1.0_ATR,2024-10-16 18:20:00+00:00,20357.25,-99.75,-101.25,STOP,2024-10-16 13:55:00+00:00,2024-10-16 18:30:00+00:00,False
H02-0173,2024-10-17,NQZ4,SHORT,2024-10-17 14:05:00+00:00,2024-10-17 14:05:00+00:00,20396.0,20576.0,CHANDELIER_1.0_ATR,2024-10-17 19:55:00+00:00,20364.0,32.0,30.5,EOD,2024-10-17 13:55:00+00:00,2024-10-17 20:05:00+00:00,False
H02-0174,2024-10-25,NQZ4,LONG,2024-10-25 14:05:00+00:00,2024-10-25 14:05:00+00:00,20678.75,20490.25,CHANDELIER_1.0_ATR,2024-10-25 17:40:00+00:00,20490.25,-188.5,-190.0,STOP,2024-10-25 13:55:00+00:00,2024-10-25 17:50:00+00:00,False
H02-0175,2024-10-31,NQZ4,SHORT,2024-10-31 14:05:00+00:00,2024-10-31 14:05:00+00:00,20155.25,20369.25,CHANDELIER_1.0_ATR,2024-10-31 19:55:00+00:00,20011.25,144.0,142.5,EOD,2024-10-31 13:55:00+00:00,2024-10-31 20:05:00+00:00,False
H02-0176,2024-11-05,NQZ4,LONG,2024-11-05 15:05:00+00:00,2024-11-05 15:05:00+00:00,20295.75,20147.0,CHANDELIER_1.0_ATR,2024-11-05 20:55:00+00:00,20341.25,45.5,44.0,EOD,2024-11-05 14:55:00+00:00,2024-11-05 21:05:00+00:00,False
H02-0177,2024-11-20,NQZ4,SHORT,2024-11-20 15:05:00+00:00,2024-11-20 15:05:00+00:00,20605.0,20756.0,CHANDELIER_1.0_ATR,2024-11-20 20:55:00+00:00,20756.0,-151.0,-152.5,STOP,2024-11-20 14:55:00+00:00,2024-11-20 21:05:00+00:00,False
