status,dir,orig_entry_time,orig_exit_time,orig_dir,t_stop_ns,stop_confirmed,entry_ts_ns,entry_ref_px,entry_fill_px,sl,tp,risk_pips,exit_type,exit_ts_ns,exit_px,net_pips,r,be_moved
TRADE,-1,2012-05-22 09:15:00,2012-05-22 10:30:00,1,,,1337667305243000000,1.27928,1.27928,1.2808,1.27548,15.2,STOP,1337673027656000000,1.2808,-15.2,-1.0,False
TRADE,1,2012-05-29 11:45:00,2012-05-29 17:45:00,-1,,,1338281105649000000,1.25549,1.25549,1.25315,1.2613400000000001,23.4,STOP,1338285039043000000,1.25307,-24.2,-1.03419,False
TRADE,1,2012-06-19 08:30:00,2012-06-19 09:15:00,-1,,,1340083805114000000,1.26066,1.26066,1.2587,1.2655599999999998,19.6,STOP,1340087693499000000,1.2587,-19.6,-1.0,False
TRADE,1,2012-06-26 09:00:00,2012-06-26 09:30:00,-1,,,1340690405390000000,1.25096,1.25096,1.24866,1.25671,23.0,STOP,1340700509493000000,1.24865,-23.1,-1.00435,False
TRADE,1,2012-06-27 08:45:00,2012-06-27 17:15:00,-1,,,1340775906180000000,1.25007,1.25007,1.2485199999999999,1.2539450000000003,15.5,STOP,1340780728550000000,1.24851,-15.6,-1.00645,False
TRADE,1,2012-06-27 14:15:00,2012-06-28 05:15:00,-1,,,1340795705297000000,1.24966,1.24966,1.2479600000000002,1.2539099999999994,17.0,STOP,1340799291508000000,1.24796,-17.0,-1.0,False
TRADE,1,2012-07-11 10:15:00,2012-07-11 10:30:00,-1,,,1341990907413000000,1.22639,1.22639,1.22483,1.23029,15.6,STOP,1342018406793000000,1.22479,-16.0,-1.02564,False
TRADE,-1,2012-07-16 09:30:00,2012-07-16 10:45:00,1,,,1342420207581000000,1.22316,1.22316,1.22496,1.2186599999999999,18.0,TARGET,1342431038151000000,1.2186599999999999,45.0,2.5,False
TRADE,-1,2012-07-18 09:15:00,2012-07-18 10:00:00,1,,,1342592105209000000,1.22818,1.22818,1.22977,1.224205,15.9,TARGET,1342604455663000000,1.224205,39.75,2.5,False
TRADE,-1,2012-07-31 09:45:00,2012-07-31 10:00:00,1,,,1343717106540000000,1.2269,1.2269,1.2288700000000001,1.221975,19.7,STOP,1343728856582000000,1.22889,-19.9,-1.01015,False
TRADE,1,2012-07-31 11:00:00,2012-07-31 11:45:00,-1,,,1343721605204000000,1.22627,1.22627,1.22421,1.23142,20.6,TARGET,1343739109169000000,1.23142,51.5,2.5,False
TRADE,1,2012-08-08 11:30:00,2012-08-09 12:00:00,-1,,,1344414605533000000,1.23717,1.23717,1.23495,1.2427200000000003,22.2,STOP,1344420455204000000,1.23495,-22.2,-1.0,False
TRADE,1,2012-08-09 09:15:00,2012-08-09 13:15:00,-1,,,1344492905835000000,1.23732,1.23732,1.23486,1.2434699999999999,24.6,STOP,1344500242996000000,1.23485,-24.7,-1.00407,False
TRADE,1,2012-08-13 09:45:00,2012-08-13 11:00:00,-1,,,1344840305457000000,1.2278,1.2278,1.22592,1.2325000000000004,18.8,TARGET,1344852963443000000,1.2325000000000004,47.0,2.5,False
TRADE,1,2012-08-15 10:00:00,2012-08-15 16:00:00,-1,,,1345014005346000000,1.23337,1.23337,1.23128,1.2385950000000006,20.9,STOP,1345024654156000000,1.23124,-21.3,-1.01914,False
TRADE,1,2012-08-15 11:45:00,2012-08-15 12:15:00,-1,,,1345020308350000000,1.2327,1.2327,1.2310299999999998,1.236875,16.7,STOP,1345024684005000000,1.23102,-16.8,-1.00599,False
TRADE,-1,2012-08-20 08:15:00,2012-08-20 12:00:00,1,,,1345439718879000000,1.23289,1.23289,1.23498,1.2276650000000002,20.9,STOP,1345443014028000000,1.235,-21.1,-1.00957,False
TRADE,1,2012-08-28 08:15:00,2012-08-28 09:45:00,-1,,,1346130910108000000,1.24858,1.24858,1.2469599999999998,1.2526300000000004,16.2,TARGET,1346143210789000000,1.2526300000000004,40.5,2.5,False
TRADE,-1,2012-08-30 10:00:00,2012-08-30 16:15:00,1,,,1346310006200000000,1.25481,1.25481,1.2563499999999999,1.2509600000000003,15.4,STOP,1346317747294000000,1.25636,-15.5,-1.00649,False
TRADE,-1,2012-09-03 09:15:00,2012-09-04 02:00:00,1,,,1346652905651000000,1.25767,1.25767,1.2595600000000002,1.2529449999999995,18.9,STOP,1346684565805000000,1.25961,-19.4,-1.02646,False
TRADE,-1,2012-10-02 08:30:00,2012-10-02 08:45:00,1,,,1349155818410000000,1.29124,1.29124,1.2928499999999998,1.2872150000000002,16.1,STOP,1349173931974000000,1.29291,-16.7,-1.03727,False
TRADE,1,2012-10-03 08:15:00,2012-10-03 09:30:00,-1,,,1349241311849000000,1.29018,1.29018,1.2882600000000002,1.2949799999999998,19.2,STOP,1349247884078000000,1.28825,-19.3,-1.00521,False
TRADE,1,2012-10-03 09:15:00,2012-10-03 09:15:00,-1,,,1349244905787000000,1.28865,1.28865,1.2867400000000002,1.2934249999999996,19.1,TARGET,1349255119453000000,1.2934249999999996,47.75,2.5,False
TRADE,1,2012-10-11 08:00:00,2012-10-11 10:00:00,-1,,,1349931605029000000,1.28647,1.28647,1.2844,1.291645,20.7,TARGET,1349951761552000000,1.291645,51.75,2.5,False
TRADE,1,2012-10-15 08:15:00,2012-10-15 08:45:00,-1,,,1350278111683000000,1.29098,1.29098,1.2893100000000002,1.2951549999999996,16.7,TARGET,1350286982297000000,1.2951549999999996,41.75,2.5,False
TRADE,-1,2012-10-18 10:45:00,2012-10-18 16:15:00,1,,,1350546305804000000,1.30923,1.30923,1.31127,1.3041299999999998,20.4,STOP,1350551798159000000,1.31128,-20.5,-1.0049,False
TRADE,-1,2012-10-18 11:15:00,2012-10-18 16:00:00,1,,,1350548105256000000,1.30923,1.30923,1.3110099999999998,1.30478,17.8,STOP,1350550503740000000,1.31103,-18.0,-1.01124,False
TRADE,1,2012-10-22 09:15:00,2012-10-22 12:00:00,-1,,,1350886505987000000,1.30558,1.30558,1.30335,1.3111549999999998,22.3,STOP,1350892939969000000,1.30335,-22.3,-1.0,False
TRADE,-1,2012-10-25 11:30:00,2012-10-25 12:45:00,1,,,1351153805178000000,1.30152,1.30152,1.30337,1.2968950000000001,18.5,TARGET,1351173073131000000,1.2968950000000001,46.25,2.5,False
TRADE,-1,2012-10-31 08:45:00,2012-10-31 12:15:00,1,,,1351665905025000000,1.29559,1.29559,1.29762,1.290515,20.3,STOP,1351670410562000000,1.29765,-20.6,-1.01478,False
TRADE,1,2012-11-01 08:15:00,2012-11-01 13:30:00,-1,,,1351750516649000000,1.29648,1.29648,1.2945300000000002,1.3013549999999998,19.5,STOP,1351753703645000000,1.2945,-19.8,-1.01538,False
TRADE,1,2012-11-06 16:15:00,2012-11-06 17:30:00,-1,,,1352211305015000000,1.28127,1.28127,1.27971,1.28517,15.6,STOP,1352248640103000000,1.27969,-15.8,-1.01282,False
TRADE,-1,2012-11-14 08:45:00,2012-11-14 20:00:00,1,,,1352875509063000000,1.27217,1.27217,1.27403,1.2675200000000002,18.6,STOP,1352885534196000000,1.27405,-18.8,-1.01075,False
TRADE,-1,2012-11-14 14:30:00,2012-11-15 01:30:00,1,,,1352896206904000000,1.27309,1.27309,1.27539,1.2673400000000001,23.0,STOP,1352899883350000000,1.2754,-23.1,-1.00435,False
TRADE,-1,2012-11-20 11:15:00,2012-11-20 15:30:00,1,,,1353402906039000000,1.27959,1.27959,1.28127,1.2753900000000002,16.8,STOP,1353407075122000000,1.2813,-17.1,-1.01786,False
TRADE,1,2012-11-28 10:30:00,2012-11-28 18:30:00,-1,,,1354091405763000000,1.29265,1.29265,1.29055,1.2979,21.0,STOP,1354101253673000000,1.29055,-21.0,-1.0,False
TRADE,-1,2012-11-29 09:00:00,2012-11-29 17:30:00,1,,,1354172405846000000,1.29433,1.29433,1.29658,1.2887049999999998,22.5,STOP,1354176504089000000,1.2966,-22.7,-1.00889,False
TRADE,-1,2012-12-11 10:30:00,2012-12-11 19:30:00,1,,,1355214605213000000,1.2952,1.2952,1.2973899999999998,1.2897250000000002,21.9,STOP,1355220037182000000,1.29741,-22.1,-1.00913,False
TRADE,1,2013-01-09 10:30:00,2013-01-09 17:45:00,-1,,,1357720206509000000,1.30833,1.30833,1.30656,1.3127550000000001,17.7,STOP,1357728454384000000,1.30656,-17.7,-1.0,False
TRADE,1,2013-01-09 11:00:00,2013-01-10 10:45:00,-1,,,1357722005303000000,1.30903,1.30903,1.3067499999999999,1.31473,22.8,STOP,1357725579540000000,1.30671,-23.2,-1.01754,False
TRADE,1,2013-01-21 08:45:00,2013-01-22 05:00:00,-1,,,1358750708033000000,1.33246,1.33246,1.33087,1.3364349999999998,15.9,STOP,1358758467897000000,1.33087,-15.9,-1.0,False
TRADE,1,2013-01-21 09:45:00,2013-01-22 05:00:00,-1,,,1358754308990000000,1.33184,1.33184,1.3301699999999999,1.3360150000000002,16.7,STOP,1358764320017000000,1.33015,-16.9,-1.01198,False
TRADE,-1,2013-01-23 15:45:00,2013-01-23 16:15:00,1,,,1358948705054000000,1.33309,1.33309,1.3355000000000001,1.3270650000000002,24.1,TARGET,1358955952160000000,1.3270650000000002,60.25,2.5,False
TRADE,-1,2013-01-29 09:45:00,2013-01-29 11:45:00,1,,,1359445506187000000,1.3441,1.3441,1.34631,1.3385750000000005,22.1,STOP,1359469440996000000,1.34631,-22.1,-1.0,False
TRADE,1,2013-02-12 08:45:00,2013-02-12 10:00:00,-1,,,1360651506039000000,1.33866,1.33866,1.33646,1.34416,22.0,STOP,1360656560259000000,1.3364,-22.6,-1.02727,False
TRADE,1,2013-02-18 08:15:00,2013-02-18 10:15:00,-1,,,1361168117084000000,1.33413,1.33413,1.3323,1.338705,18.3,STOP,1361175083657000000,1.3323,-18.3,-1.0,False
TRADE,1,2013-02-19 11:00:00,2013-02-19 11:00:00,-1,,,1361264405129000000,1.33519,1.33519,1.33346,1.339515,17.3,STOP,1361270742019000000,1.33345,-17.4,-1.00578,False
TRADE,-1,2013-03-05 09:00:00,2013-03-05 11:30:00,1,,,1362466805165000000,1.30337,1.30337,1.30564,1.297695,22.7,STOP,1362471157623000000,1.30565,-22.8,-1.00441,False
TRADE,1,2013-03-11 09:30:00,2013-03-11 18:00:00,-1,,,1362987005061000000,1.30098,1.30098,1.29936,1.30503,16.2,STOP,1362990995412000000,1.29936,-16.2,-1.0,False
TRADE,1,2013-03-28 09:45:00,2013-03-28 12:30:00,-1,,,1364456705259000000,1.27883,1.27883,1.27677,1.2839799999999997,20.6,STOP,1364461010786000000,1.27677,-20.6,-1.0,False
TRADE,-1,2013-04-03 14:00:00,2013-04-04 07:00:00,1,,,1364986805048000000,1.28193,1.28193,1.28419,1.2762800000000003,22.6,STOP,1364991331279000000,1.28419,-22.6,-1.0,False
TRADE,1,2013-04-15 10:00:00,2013-04-15 14:15:00,-1,,,1366009205345000000,1.30752,1.30752,1.30548,1.3126200000000001,20.4,STOP,1366014443930000000,1.30547,-20.5,-1.0049,False
TRADE,1,2013-04-22 08:15:00,2013-04-22 09:00:00,-1,,,1366607706695000000,1.3067,1.3067,1.30502,1.3108999999999997,16.8,STOP,1366612411891000000,1.30501,-16.9,-1.00595,False
TRADE,1,2013-04-22 09:30:00,2013-04-23 09:00:00,-1,,,1366612205664000000,1.30592,1.30592,1.30372,1.31142,22.0,STOP,1366617595556000000,1.3037,-22.2,-1.00909,False
TRADE,1,2013-04-24 14:30:00,2013-04-24 19:00:00,-1,,,1366803006785000000,1.30099,1.30099,1.29886,1.3063150000000006,21.3,STOP,1366806990061000000,1.29885,-21.4,-1.00469,False
TRADE,-1,2013-04-25 10:15:00,2013-04-25 14:15:00,1,,,1366874105116000000,1.30508,1.30508,1.3068300000000002,1.3007049999999998,17.5,STOP,1366880407167000000,1.30688,-18.0,-1.02857,False
TRADE,-1,2013-04-29 08:15:00,2013-04-29 09:45:00,1,,,1367212506869000000,1.30437,1.30437,1.30606,1.300145,16.9,STOP,1367216177766000000,1.3061,-17.3,-1.02367,False
TRADE,-1,2013-04-30 15:15:00,2013-04-30 15:30:00,1,,,1367324105269000000,1.30713,1.30713,1.30915,1.3020799999999997,20.2,STOP,1367328003280000000,1.30915,-20.2,-1.0,False
TRADE,-1,2013-05-02 10:15:00,2013-05-02 13:45:00,1,,,1367478905361000000,1.31594,1.31594,1.3179,1.3110400000000002,19.6,STOP,1367491232891000000,1.3179,-19.6,-1.0,False
TRADE,1,2013-05-06 10:45:00,2013-05-06 16:15:00,-1,,,1367826306290000000,1.31104,1.31104,1.30951,1.3148650000000002,15.3,STOP,1367850291234000000,1.3095,-15.4,-1.00654,False
TRADE,1,2013-05-07 08:15:00,2013-05-07 12:00:00,-1,,,1367903714424000000,1.30835,1.30835,1.30679,1.31225,15.6,STOP,1367909661071000000,1.30679,-15.6,-1.0,False
TRADE,-1,2013-05-14 09:15:00,2013-05-14 09:30:00,1,,,1368512105342000000,1.30015,1.30015,1.30173,1.2961999999999996,15.8,STOP,1368522653561000000,1.30173,-15.8,-1.0,False
TRADE,1,2013-05-14 11:00:00,2013-05-14 11:00:00,-1,,,1368518405363000000,1.30007,1.30007,1.2983600000000002,1.3043449999999996,17.1,STOP,1368522047240000000,1.29832,-17.5,-1.02339,False
TRADE,-1,2013-05-21 11:30:00,2013-05-21 12:15:00,1,,,1369125005004000000,1.28656,1.28656,1.28888,1.2807599999999997,23.2,STOP,1369149683923000000,1.28892,-23.6,-1.01724,False
TRADE,1,2013-05-21 16:00:00,2013-05-21 17:00:00,-1,,,1369141205040000000,1.2868,1.2868,1.2852999999999999,1.29055,15.0,STOP,1369145876015000000,1.28527,-15.3,-1.02,False
TRADE,-1,2013-05-22 09:00:00,2013-05-22 12:15:00,1,,,1369202408665000000,1.29093,1.29093,1.2924399999999998,1.2871550000000003,15.1,STOP,1369206181952000000,1.29245,-15.2,-1.00662,False
TRADE,1,2013-05-28 11:15:00,2013-05-28 11:15:00,-1,,,1369728905157000000,1.29049,1.29049,1.28882,1.2946649999999995,16.7,TARGET,1369739969368000000,1.2946649999999995,41.75,2.5,False
TRADE,-1,2013-06-05 16:00:00,2013-06-05 17:30:00,1,,,1370437205059000000,1.30703,1.30703,1.30856,1.3032049999999997,15.3,STOP,1370440839728000000,1.30858,-15.5,-1.01307,False
TRADE,-1,2013-06-12 15:45:00,2013-06-12 17:45:00,1,,,1371041105418000000,1.32859,1.32859,1.33055,1.32369,19.6,STOP,1371043605540000000,1.3306,-20.1,-1.02551,False
TRADE,1,2013-06-25 10:15:00,2013-06-25 16:00:00,-1,,,1372144505219000000,1.31295,1.31295,1.31102,1.3177750000000001,19.3,STOP,1372163412215000000,1.31102,-19.3,-1.0,False
TRADE,1,2013-06-25 11:15:00,2013-06-25 13:45:00,-1,,,1372148105193000000,1.31272,1.31272,1.3108000000000002,1.31752,19.2,STOP,1372163420983000000,1.31079,-19.3,-1.00521,False
TRADE,1,2013-07-04 09:15:00,2013-07-04 11:45:00,-1,,,1372918509762000000,1.29984,1.29984,1.2978500000000002,1.304815,19.9,STOP,1372941190563000000,1.29784,-20.0,-1.00503,False
TRADE,1,2013-07-10 14:15:00,2013-07-10 15:45:00,-1,,,1373454909885000000,1.28257,1.28257,1.28084,1.286895,17.3,TARGET,1373479299108000000,1.286895,43.25,2.5,False
TRADE,-1,2013-07-23 09:15:00,2013-07-23 11:00:00,1,,,1374560107663000000,1.3188,1.3188,1.3205399999999998,1.3144500000000003,17.4,STOP,1374564579580000000,1.32054,-17.4,-1.0,False
TRADE,-1,2013-07-23 16:15:00,2013-07-23 16:30:00,1,,,1374585306835000000,1.31889,1.31889,1.32042,1.3150649999999997,15.3,STOP,1374590336019000000,1.32042,-15.3,-1.0,False
TRADE,1,2013-08-13 09:30:00,2013-08-13 11:15:00,-1,,,1376375412623000000,1.33129,1.33129,1.32895,1.3371400000000002,23.4,STOP,1376378301572000000,1.32892,-23.7,-1.01282,False
TRADE,1,2013-08-22 16:30:00,2013-08-22 17:00:00,-1,,,1377178205078000000,1.33383,1.33383,1.3317700000000001,1.3389799999999998,20.6,TARGET,1377267877173000000,1.3389799999999998,51.5,2.5,False
TRADE,-1,2013-08-28 11:30:00,2013-08-28 12:30:00,1,,,1377678605788000000,1.33707,1.33707,1.3387099999999998,1.3329700000000004,16.4,TARGET,1377696912389000000,1.3329700000000004,41.0,2.5,False
TRADE,1,2013-09-02 10:00:00,2013-09-03 08:15:00,-1,,,1378105205293000000,1.32186,1.32186,1.3201100000000001,1.3262349999999998,17.5,STOP,1378130973788000000,1.3201,-17.6,-1.00571,False
TRADE,1,2013-09-04 10:00:00,2013-09-04 11:00:00,-1,,,1378278005227000000,1.31729,1.31729,1.31533,1.32219,19.6,TARGET,1378383413599000000,1.32219,49.0,2.5,False
TRADE,-1,2013-09-11 10:15:00,2013-09-11 15:45:00,1,,,1378883708378000000,1.32542,1.32542,1.32699,1.3214950000000005,15.7,STOP,1378887449797000000,1.327,-15.8,-1.00637,False
TRADE,-1,2013-09-11 11:00:00,2013-09-11 19:30:00,1,,,1378886406112000000,1.32536,1.32536,1.3274000000000001,1.32026,20.4,STOP,1378887544336000000,1.32742,-20.6,-1.0098,False
TRADE,-1,2013-09-23 14:30:00,2013-09-23 15:15:00,1,,,1379935806399000000,1.35107,1.35107,1.3528799999999999,1.3465450000000003,18.1,TARGET,1380025118063000000,1.3465450000000003,45.25,2.5,False
TRADE,1,2013-09-23 15:00:00,2013-09-25 11:15:00,-1,,,1379937605554000000,1.35002,1.35002,1.3480400000000001,1.3549699999999998,19.8,STOP,1379945062963000000,1.34793,-20.9,-1.05556,False
TRADE,1,2013-09-24 11:00:00,2013-09-25 11:45:00,-1,,,1380009605884000000,1.35132,1.35132,1.34946,1.3559700000000001,18.6,STOP,1380009951394000000,1.34946,-18.6,-1.0,False
TRADE,1,2013-09-26 15:30:00,2013-09-26 16:00:00,-1,,,1380198605006000000,1.34991,1.34991,1.3484,1.3536849999999996,15.1,STOP,1380204764797000000,1.3484,-15.1,-1.0,False
TRADE,1,2013-10-07 14:00:00,2013-10-07 17:15:00,-1,,,1381143605410000000,1.35769,1.35769,1.3560100000000002,1.3618899999999998,16.8,STOP,1381149926014000000,1.356,-16.9,-1.00595,False
TRADE,-1,2013-10-08 15:45:00,2013-10-08 18:45:00,1,,,1381236306239000000,1.3578,1.3578,1.36007,1.352125,22.7,STOP,1381240307395000000,1.36007,-22.7,-1.0,False
TRADE,-1,2013-10-23 15:00:00,2013-10-23 16:00:00,1,,,1382529605068000000,1.37545,1.37545,1.37701,1.37155,15.6,STOP,1382534293991000000,1.37701,-15.6,-1.0,False
TRADE,-1,2013-11-06 08:45:00,2013-11-06 09:15:00,1,,,1383720306261000000,1.3508,1.3508,1.35259,1.3463250000000002,17.9,STOP,1383735621489000000,1.3526,-18.0,-1.00559,False
TRADE,1,2013-11-12 09:45:00,2013-11-12 11:45:00,-1,,,1384242305077000000,1.33943,1.33943,1.33735,1.3446299999999995,20.8,STOP,1384245565024000000,1.33728,-21.5,-1.03365,False
TRADE,-1,2013-11-14 09:15:00,2013-11-14 10:30:00,1,,,1384413305602000000,1.34608,1.34608,1.3478199999999998,1.3417300000000003,17.4,STOP,1384445894417000000,1.34785,-17.7,-1.01724,False
TRADE,-1,2013-11-14 16:00:00,2013-11-14 16:30:00,1,,,1384437605144000000,1.34573,1.34573,1.34762,1.3410050000000002,18.9,STOP,1384445887865000000,1.34767,-19.4,-1.02646,False
TRADE,-1,2013-11-19 10:00:00,2013-11-19 11:00:00,1,,,1384848005437000000,1.35188,1.35188,1.35387,1.346905,19.9,STOP,1384848380807000000,1.35395,-20.7,-1.0402,False
TRADE,-1,2013-11-19 15:45:00,2013-11-19 15:45:00,1,,,1384868705212000000,1.35108,1.35108,1.3528600000000002,1.3466299999999998,17.8,STOP,1384874274138000000,1.3529,-18.2,-1.02247,False
TRADE,-1,2013-11-20 15:30:00,2013-11-20 16:15:00,1,,,1384954205056000000,1.35172,1.35172,1.35322,1.34797,15.0,STOP,1384954699185000000,1.3533,-15.8,-1.05333,False
NO_FILL,,2013-12-02 08:45:00,2013-12-02 09:30:00,1,,,,,,,,,,,,,,
TRADE,-1,2013-12-11 10:00:00,2013-12-12 10:45:00,1,,,1386748807124000000,1.37671,1.37671,1.37908,1.3707850000000001,23.7,STOP,1386771289860000000,1.37913,-24.2,-1.0211,False
TRADE,-1,2013-12-12 16:00:00,2013-12-12 16:00:00,1,,,1386856805556000000,1.37572,1.37572,1.3778000000000001,1.37052,20.8,STOP,1386860056485000000,1.37781,-20.9,-1.00481,False
