entry_i,year,stop_pips,pip_eur_at_minlot,risk_eur_minlot,risk_pct_minlot,lot_for_05,lot_05_rounded,lot_for_1,lot_1_rounded,r_multiple
1910,2020,12.73363977888192,0.10067900375678307,1.282010167135575,0.256402033427115,0.019500625377923547,0.01,0.039001250755847094,0.03,-1.070678927284645
1934,2020,15.03719230960223,0.1002852735652691,1.5080089444220204,0.3016017888844041,0.016578151006645277,0.01,0.033156302013290555,0.03,-1.5428412114663972
2041,2020,12.61741860796586,0.10175920371897729,1.2839384705356127,0.25678769410712254,0.01947133805373937,0.01,0.03894267610747874,0.03,-1.0713299628048425
2170,2020,12.01820166419477,0.10138759799089331,1.2184965989028642,0.24369931978057283,0.020517086401808615,0.02,0.04103417280361723,0.04,-1.074886411889839
2197,2020,11.809529789967831,0.10162630601564406,1.2001588883361354,0.24003177766722705,0.02083057522046873,0.02,0.04166115044093746,0.04,-1.0762096388260827
2209,2020,12.11171829247442,0.10147281744175167,1.2290101791981811,0.24580203583963622,0.02034157277388073,0.02,0.04068314554776146,0.04,-1.0743082012202758
2298,2020,12.566093211016218,0.10056421830119,1.2636993408657367,0.2527398681731473,0.019783186705528366,0.01,0.03956637341105673,0.03,-1.0716213054357484
2341,2020,9.98926500610089,0.10085780209147409,1.0074953130246114,0.20149906260492229,0.024814011218520966,0.02,0.04962802243704193,0.04,-1.090096718772629
2359,2020,10.07488553497501,0.10187303922024966,1.0263592092440352,0.20527184184880704,0.024357943861013094,0.02,0.04871588772202619,0.04,-1.089331039729989
2449,2020,7.87746120219149,0.10126250661910204,0.7976914671286351,0.15953829342572703,0.031340438039270786,0.03,0.06268087607854157,0.06,0.21160530394837973
2510,2020,10.68418873976715,0.10190752624355504,1.088799244388916,0.2177598488777832,0.022961073980200218,0.02,0.045922147960400436,0.04,-1.0842366249718913
2604,2020,9.52246968435744,0.10320957331880591,0.9828100330637957,0.19656200661275913,0.0254372657573157,0.02,0.0508745315146314,0.05,8.951845738412308
2665,2020,13.1649383442484,0.10389716328307592,1.3677997487640032,0.2735599497528007,0.0182775293112833,0.01,0.0365550586225666,0.03,3.3218852215022614
2789,2020,16.83601362163964,0.10530918991496345,1.7729869558921605,0.3545973911784321,0.01410049854959034,0.01,0.02820099709918068,0.02,-0.012824184835735494
2835,2020,14.72383082500944,0.10557949500684058,1.5545346230706496,0.31090692461412994,0.01608198339810397,0.01,0.03216396679620794,0.03,-1.2904250412689426
2955,2020,9.956803422123379,0.10518792221848992,1.0473354639111083,0.20946709278222167,0.023870097844907744,0.02,0.04774019568981549,0.04,-1.0903904558364994
3003,2020,11.570690672850969,0.10487570632004922,1.213484356926051,0.24269687138521018,0.02060183129457802,0.02,0.04120366258915604,0.04,-1.0777827379061529
