entry_i,entry,stop,atr_entry,d,sig_i,exit_i,exit,reason,gross_pips,net_pips,year
24894,143.78599999999997,143.5120342618942,0.27396573810577957,2024-01-04,24893,24895,143.5120342618942,stop,-27.39657381057725,-28.29657381057725,2024
24913,144.808,144.58126395881965,0.22673604118033272,2024-01-05,24912,24926,145.06131942763972,stop,25.331942763972393,24.431942763972394,2024
24985,144.539,144.30097046232737,0.23802953767261467,2024-01-10,24984,25021,145.00930643518672,stop,47.03064351867283,46.130643518672834,2024
25066,145.671,145.4565108426958,0.21448915730418677,2024-01-15,25065,25114,147.753,time,208.19999999999936,207.29999999999936,2024
25154,148.36399999999998,148.16181447997894,0.20218552002104434,2024-01-19,25153,25160,148.16181447997894,stop,-20.21855200210325,-21.11855200210325,2024
25204,147.90099999999998,147.68608147984415,0.21491852015583016,2024-01-23,25203,25206,147.68608147984415,stop,-21.49185201558339,-22.39185201558339,2024
25282,147.84099999999998,147.63975166525503,0.20124833474494624,2024-01-26,25281,25283,147.63975166525503,stop,-20.124833474494608,-21.024833474494606,2024
25297,148.218,148.04485659365756,0.17314340634241937,2024-01-29,25296,25300,148.04485659365756,stop,-17.314340634243308,-18.214340634243307,2024
25406,147.976,147.69135516681104,0.2846448331889717,2024-02-02,25405,25445,148.38839765701522,stop,41.23976570152195,40.33976570152195,2024
25490,148.29899999999998,148.10551691425587,0.19348308574410325,2024-02-08,25489,25525,149.03284116614276,stop,73.38411661427813,72.48411661427812,2024
25563,149.47299999999998,149.34763331649157,0.12536668350841043,2024-02-13,25562,25572,149.34763331649157,stop,-12.536668350841751,-13.436668350841751,2024
25646,150.52599999999998,150.37052603414975,0.1554739658502346,2024-02-16,25645,25647,150.37052603414975,stop,-15.54739658502342,-16.44739658502342,2024
25681,150.279,150.18683522230737,0.09216477769262113,2024-02-20,25680,25690,150.18683522230737,stop,-9.216477769263065,-10.116477769263065,2024
25729,150.39999999999998,150.2763211926647,0.12367880733525458,2024-02-22,25728,25732,150.2763211926647,stop,-12.367880733526704,-13.267880733526704,2024
25762,150.756,150.6423063110557,0.11369368894429469,2024-02-23,25761,25764,150.6423063110557,stop,-11.369368894429499,-12.2693688944295,2024
25792,150.75699999999998,150.64212485118017,0.11487514881979413,2024-02-26,25791,25798,150.64212485118017,stop,-11.487514881980587,-12.387514881980588,2024
25829,150.631,150.51268344220696,0.11831655779304692,2024-02-28,25828,25849,150.51268344220696,stop,-11.831655779303674,-12.731655779303674,2024
25881,150.659,150.49074130500034,0.1682586949996578,2024-03-01,25880,25882,150.49074130500034,stop,-16.82586949996505,-17.72586949996505,2024
26043,147.42899999999997,147.22728970183968,0.20171029816029154,2024-03-12,26042,26046,147.22728970183968,stop,-20.171029816029318,-21.071029816029316,2024
26102,148.004,147.7982515519963,0.20574844800369527,2024-03-14,26101,26118,148.15150776903454,stop,14.750776903454721,13.85077690345472,2024
26137,149.291,149.13749839783605,0.15350160216393963,2024-03-18,26136,26138,149.13749839783605,stop,-15.350160216394215,-16.250160216394214,2024
26162,149.307,149.17193790646564,0.1350620935343411,2024-03-19,26161,26163,149.17193790646564,stop,-13.506209353434429,-14.406209353434429,2024
26185,151.164,150.96174421507544,0.20225578492454083,2024-03-20,26184,26202,151.17067733788735,stop,0.6677337887367685,-0.23226621126323166,2024
26234,151.789,151.5912428302464,0.19775716975361185,2024-03-22,26233,26235,151.5912428302464,stop,-19.77571697536007,-20.675716975360068,2024
26296,151.589,151.46834627349847,0.1206537265015166,2024-03-26,26295,26297,151.46834627349847,stop,-12.065372650152995,-12.965372650152995,2024
26306,151.738,151.62063974979242,0.11736025020758241,2024-03-27,26305,26307,151.62063974979242,stop,-11.736025020758234,-12.636025020758234,2024
26390,151.58499999999998,151.50238490331768,0.08261509668230563,2024-04-01,26389,26400,151.50632834568057,stop,-7.867165431940748,-8.767165431940748,2024
26402,151.783,151.69022067842494,0.09277932157506107,2024-04-02,26401,26403,151.68,stop,-10.299999999998022,-11.199999999998022,2024
26437,151.857,151.7720017408617,0.08499825913828891,2024-04-03,26436,26438,151.7720017408617,stop,-8.49982591383025,-9.39982591383025,2024
26497,151.72,151.6073744496675,0.11262555033249513,2024-04-08,26496,26534,151.67429150524006,stop,-4.570849475993555,-5.470849475993555,2024
26557,152.39299999999997,152.2813558478943,0.11164415210566135,2024-04-10,26556,26604,152.94165783749858,stop,54.86578374986095,53.965783749860954,2024
26617,153.469,153.33659437906823,0.13240562093176683,2024-04-15,26616,26653,154.11829289078412,stop,64.92928907841247,64.02928907841246,2024
26737,154.682,154.56323480093243,0.11876519906754271,2024-04-22,26736,26773,154.60301848130393,stop,-7.898151869605385,-8.798151869605386,2024
26790,154.881,154.80592798405223,0.07507201594777209,2024-04-24,26789,26791,154.80592798405223,stop,-7.507201594776802,-8.407201594776803,2024
26809,155.384,155.27110656980594,0.11289343019404817,2024-04-25,26808,26820,155.3427962265944,stop,-4.120377340558434,-5.020377340558435,2024
26836,155.952,155.79148962078858,0.16051037921141353,2024-04-26,26835,26840,155.8592876727598,stop,-9.271232724020706,-10.171232724020706,2024
26858,159.176,158.7982064276271,0.3777935723728984,2024-04-29,26857,26860,158.7982064276271,stop,-37.779357237289446,-38.679357237289445,2024
26905,157.75199999999998,157.50293438307523,0.24906561692476276,2024-05-01,26904,26918,157.50293438307523,stop,-24.906561692475293,-25.80656169247529,2024
26977,153.42,153.1132018249441,0.3067981750558789,2024-05-06,26976,27025,155.135,time,171.50000000000034,170.60000000000034,2024
27049,155.63299999999998,155.4444781350812,0.18852186491878567,2024-05-09,27048,27062,155.4444781350812,stop,-18.852186491878342,-19.75218649187834,2024
27097,155.93599999999998,155.82731410888556,0.10868589111443197,2024-05-13,27096,27098,155.82731410888556,stop,-10.868589111441906,-11.768589111441907,2024
27121,156.303,156.19110187129345,0.11189812870653182,2024-05-14,27120,27133,156.35022564108746,stop,4.7225641087464965,3.822564108746496,2024
27193,155.45399999999998,155.23556832597737,0.2184316740226235,2024-05-17,27192,27206,155.3880328984662,stop,-6.596710153377217,-7.496710153377217,2024
27229,156.16,155.99827383355083,0.1617261664491593,2024-05-20,27228,27230,155.99827383355083,stop,-16.17261664491707,-17.07261664491707,2024
27241,156.438,156.31020084996487,0.1277991500351123,2024-05-21,27240,27245,156.31020084996487,stop,-12.779915003511633,-13.679915003511633,2024
27276,156.59199999999998,156.46314490280386,0.12885509719611096,2024-05-22,27275,27277,156.46314490280386,stop,-12.885509719612287,-13.785509719612287,2024
27290,156.75199999999998,156.62405447788294,0.1279455221170407,2024-05-23,27289,27294,156.62405447788294,stop,-12.794552211704513,-13.694552211704513,2024
27370,156.95,156.84201591655426,0.107984083445742,2024-05-28,27369,27371,156.84201591655426,stop,-10.798408344572863,-11.698408344572863,2024
27385,157.384,157.2722948107699,0.11170518923009785,2024-05-29,27384,27386,157.247,stop,-13.699999999997203,-14.599999999997204,2024
27460,157.42999999999998,157.2602499831157,0.16975001688428032,2024-06-03,27459,27462,157.2602499831157,stop,-16.975001688427938,-17.875001688427936,2024
27519,156.32299999999998,156.027472506589,0.2955274934109724,2024-06-05,27518,27525,156.027472506589,stop,-29.55274934109866,-30.45274934109866,2024
27565,156.78599999999997,156.46051224229916,0.325487757700806,2024-06-07,27564,27567,156.46051224229916,stop,-32.548775770081306,-33.448775770081305,2024
27580,157.158,156.94384158158618,0.21415841841380323,2024-06-10,27579,27583,156.94384158158618,stop,-21.415841841380256,-22.315841841380255,2024
27601,157.22199999999998,157.07757500026096,0.14442499973902959,2024-06-11,27600,27611,157.07757500026096,stop,-14.44249997390159,-15.34249997390159,2024
27674,157.26399999999998,157.08043727156482,0.18356272843517699,2024-06-14,27673,27675,157.08043727156482,stop,-18.356272843516308,-19.256272843516307,2024
27727,157.97299999999998,157.83432308689785,0.13867691310212457,2024-06-18,27726,27732,157.83432308689785,stop,-13.867691310213104,-14.767691310213104,2024
27772,158.087,157.98302417460113,0.10397582539886166,2024-06-20,27771,27799,158.70963530586008,stop,62.26353058600864,61.36353058600864,2024
27817,159.80499999999998,159.67137615789233,0.13362384210766345,2024-06-24,27816,27818,159.67137615789233,stop,-13.362384210765299,-14.2623842107653,2024
27865,159.72699999999998,159.61219547713887,0.1148045228610944,2024-06-26,27864,27891,160.3933266574351,stop,66.63266574351212,65.73266574351211,2024
27913,161.13,160.9757135832217,0.15428641677828495,2024-06-28,27912,27914,160.9757135832217,stop,-15.428641677829091,-16.32864167782909,2024
27949,161.362,161.20510124206365,0.1568987579363467,2024-07-01,27948,27950,161.20510124206365,stop,-15.689875793634656,-16.589875793634654,2024
27965,161.68499999999997,161.536870644868,0.14812935513196773,2024-07-02,27964,27972,161.536870644868,stop,-14.81293551319709,-15.71293551319709,2024
27990,161.87599999999998,161.75551474354043,0.12048525645954238,2024-07-03,27989,27991,161.75551474354043,stop,-12.048525645954555,-12.948525645954556,2024
28083,161.01199999999997,160.8632270981868,0.148772901813181,2024-07-09,28082,28086,160.8632270981868,stop,-14.877290181317449,-15.777290181317449,2024
28106,161.546,161.41228808458735,0.133711915412637,2024-07-10,28105,28107,161.41228808458735,stop,-13.371191541264693,-14.271191541264693,2024
28201,158.37099999999998,158.12820646940193,0.24279353059805125,2024-07-16,28200,28221,158.307,stop,-6.399999999999295,-7.2999999999992955,2024
28273,157.22,156.97251863240263,0.24748136759737638,2024-07-19,28272,28279,156.97251863240263,stop,-24.74813675973735,-25.648136759737348,2024
28401,154.30599999999998,153.88943212126355,0.41656787873642376,2024-07-26,28400,28405,153.88943212126355,stop,-41.656787873643,-42.556787873642996,2024
28445,154.445,154.1826166883661,0.26238331163390727,2024-07-30,28444,28453,154.29718576750736,stop,-14.781423249263526,-15.681423249263526,2024
28561,145.051,144.16760534179696,0.8833946582030425,2024-08-06,28560,28573,144.16760534179696,stop,-88.33946582030308,-89.23946582030308,2024
28586,146.738,145.94033589807756,0.7976641019224433,2024-08-07,28585,28607,146.18848216205348,stop,-54.95178379465244,-55.85178379465244,2024
28670,147.785,147.53239951388966,0.25260048611034014,2024-08-12,28669,28671,147.53239951388966,stop,-25.26004861103388,-26.16004861103388,2024
28730,147.52599999999998,147.2433907726437,0.2826092273562815,2024-08-15,28729,28732,147.2433907726437,stop,-28.260922735628924,-29.160922735628922,2024
28921,144.85399999999998,144.57443253280897,0.2795674671910019,2024-08-27,28920,28925,144.57443253280897,stop,-27.95674671910149,-28.856746719101487,2024
28981,145.402,145.10683469958425,0.295165300415738,2024-08-29,28980,28983,145.10683469958425,stop,-29.51653004157322,-30.416530041573218,2024
29005,145.642,145.410797485264,0.23120251473598746,2024-08-30,29004,29006,145.410797485264,stop,-23.12025147359975,-24.02025147359975,2024
29017,146.19699999999997,145.9921283787871,0.20487162121285968,2024-09-02,29016,29018,145.9921283787871,stop,-20.487162121287383,-21.387162121287382,2024
29041,147.13,146.92879491982782,0.20120508017216907,2024-09-03,29040,29042,146.615,stop,-51.499999999998636,-52.399999999998634,2024
29209,142.694,142.3600967444357,0.33390325556426764,2024-09-12,29208,29210,142.3600967444357,stop,-33.390325556428024,-34.29032555642802,2024
29294,141.59199999999998,141.27348781094747,0.31851218905251893,2024-09-17,29293,29305,141.54080787449132,stop,-5.119212550866337,-6.019212550866337,2024
29324,142.44799999999998,142.00179700380758,0.4462029961923898,2024-09-18,29323,29326,142.00179700380758,stop,-44.620299619239745,-45.52029961923974,2024
29329,143.498,143.03677037085504,0.46122962914496435,2024-09-19,29328,29331,143.03677037085504,stop,-46.12296291449525,-47.022962914495245,2024
29363,144.267,143.81600276253357,0.45099723746643683,2024-09-20,29362,29364,143.81600276253357,stop,-45.09972374664244,-45.99972374664244,2024
29407,144.438,144.13144675953535,0.30655324046463467,2024-09-24,29406,29410,144.13144675953535,stop,-30.65532404646376,-31.55532404646376,2024
29442,144.56099999999998,144.27923994346443,0.2817600565355511,2024-09-25,29441,29459,144.32944963962228,stop,-23.155036037769605,-24.055036037769604,2024
29473,145.47,145.16445480215305,0.30554519784696,2024-09-27,29472,29474,145.16445480215305,stop,-30.554519784695344,-31.454519784695343,2024
29521,143.97299999999998,143.63830942839627,0.3346905716037198,2024-10-01,29520,29529,143.63830942839627,stop,-33.46905716037156,-34.36905716037156,2024
29555,144.802,144.44342002404642,0.3585799759535887,2024-10-02,29554,29594,146.4929784694041,stop,169.0978469404115,168.1978469404115,2024
29605,148.65699999999998,148.28416217283603,0.3728378271639374,2024-10-04,29604,29618,148.28416217283603,stop,-37.28378271639485,-38.18378271639485,2024
29666,148.183,147.95452325479704,0.22847674520296654,2024-10-09,29665,29695,148.92502147089914,stop,74.20214708991466,73.30214708991465,2024
29737,149.225,149.05905499651396,0.1659450034860428,2024-10-14,29736,29760,149.54732021035932,stop,32.232021035932235,31.332021035932236,2024
29801,149.753,149.5227567095015,0.23024329049848807,2024-10-16,29800,29806,149.5227567095015,stop,-23.024329049849257,-23.924329049849256,2024
29817,149.843,149.66785546954645,0.17514453045353853,2024-10-17,29816,29818,149.639,stop,-20.39999999999793,-21.29999999999793,2024
29871,150.24499999999998,150.05274875592013,0.19225124407985114,2024-10-21,29870,29919,152.82,time,257.5000000000017,256.6000000000017,2024
29977,153.47299999999998,153.22665631244263,0.24634368755734637,2024-10-28,29976,29983,153.22665631244263,stop,-24.634368755735636,-25.534368755735635,2024
30049,153.534,153.29121067553396,0.242789324466031,2024-10-31,30048,30050,153.29121067553396,stop,-24.278932446603108,-25.178932446603106,2024
30121,152.289,152.06066104492297,0.22833895507701316,2024-11-05,30120,30133,152.06066104492297,stop,-22.833895507702096,-23.733895507702094,2024
30145,152.92399999999998,152.57233831114775,0.35166168885223453,2024-11-06,30144,30175,153.72410695144887,stop,80.01069514488961,79.1106951448896,2024
30219,153.397,153.13429933518307,0.2627006648169158,2024-11-11,30218,30245,153.43783765328018,stop,4.08376532801924,3.1837653280192395,2024
30265,154.94,154.73584584570784,0.2041541542921464,2024-11-13,30264,30266,154.602,stop,-33.799999999999386,-34.699999999999385,2024
30289,155.726,155.48402744071606,0.24197255928393327,2024-11-14,30288,30319,155.90697650116334,stop,18.097650116334307,17.19765011633431,2024
30385,154.927,154.5976673584859,0.32933264151408886,2024-11-20,30384,30408,155.12609911129866,stop,19.909911129866487,19.009911129866488,2024
30632,150.391,150.07340891275035,0.317591087249634,2024-12-04,30631,30640,150.19820500872305,stop,-19.279499127694066,-20.179499127694065,2024
30683,150.581,150.3268605145565,0.2541394854434829,2024-12-06,30682,30685,150.3268605145565,stop,-25.41394854434884,-26.31394854434884,2024
30709,150.77599999999998,150.55888557501632,0.21711442498366565,2024-12-09,30708,30746,151.5834798100493,stop,80.74798100493297,79.84798100493296,2024
30754,152.68699999999998,152.36677279987464,0.32022720012534006,2024-12-11,30753,30757,152.36677279987464,stop,-32.02272001253448,-32.92272001253448,2024
30793,152.82999999999998,152.5700457095862,0.2599542904137957,2024-12-13,30792,30841,154.095,time,126.50000000000148,125.60000000000147,2024
30884,154.65499999999997,154.40494972659195,0.250050273408026,2024-12-18,30883,30915,156.86978943334205,stop,221.47894333420766,220.57894333420765,2024
30961,157.319,157.13698306388386,0.18201693611613992,2024-12-24,30960,30962,157.128,stop,-19.10000000000025,-20.00000000000025,2024
31009,157.33399999999997,157.23610839791772,0.09789160208224802,2024-12-26,31008,31031,157.70628800266198,stop,37.228800266200324,36.328800266200325,2024
31057,157.952,157.79426226421313,0.15773773578687988,2024-12-30,31056,31058,157.792,stop,-15.999999999999659,-16.899999999999658,2024
31128,157.70899999999997,157.62709995206438,0.081900047935593,2025-01-02,31127,31129,157.427,stop,-28.199999999998226,-29.099999999998225,2025
31146,157.57299999999998,157.28285969009337,0.2901403099065951,2025-01-02,31145,31152,157.28285969009337,stop,-29.014030990660444,-29.914030990660443,2025
31177,157.595,157.38330476946936,0.21169523053064496,2025-01-06,31176,31187,157.38330476946936,stop,-21.1695230530637,-22.069523053063698,2025
31201,158.10899999999998,157.8294024496138,0.2795975503861688,2025-01-07,31200,31205,157.8294024496138,stop,-27.959755038617118,-28.859755038617116,2025
31236,158.38199999999998,158.16277851053337,0.21922148946660489,2025-01-08,31235,31238,158.16277851053337,stop,-21.922148946660514,-22.822148946660512,2025
31277,158.39499999999998,158.22750821916011,0.16749178083986532,2025-01-10,31276,31280,158.22750821916011,stop,-16.74917808398675,-17.649178083986747,2025
31322,157.444,157.08742827386266,0.3565717261373308,2025-01-14,31321,31349,157.4630331159542,stop,1.9033115954215418,1.0033115954215417,2025
31427,156.38,156.1585504816889,0.22144951831109658,2025-01-20,31426,31429,156.1585504816889,stop,-22.144951831108983,-23.044951831108982,2025
31480,156.40599999999998,156.13309969964408,0.27290030035591084,2025-01-22,31479,31501,156.13899472235184,stop,-26.70052776481384,-27.60052776481384,2025
31651,155.146,154.8550910841598,0.29090891584018613,2025-01-31,31650,31665,155.0165625317936,stop,-12.943746820639035,-13.843746820639035,2025
31785,152.396,152.1039311316095,0.2920688683904756,2025-02-10,31784,31786,152.1039311316095,stop,-29.206886839048707,-30.106886839048705,2025
31816,152.499,152.2834294894021,0.2155705105979104,2025-02-11,31815,31854,153.99997748378692,stop,150.0977483786926,149.19774837869258,2025
31925,152.15099999999998,151.96712522205797,0.18387477794199644,2025-02-18,31924,31926,151.96712522205797,stop,-18.38747779420089,-19.28747779420089,2025
31947,152.03799999999998,151.82860098893232,0.20939901106765055,2025-02-19,31946,31948,151.82860098893232,stop,-20.939901106766,-21.839901106766,2025
32041,150.15499999999997,149.91232211602744,0.24267788397252996,2025-02-25,32040,32042,149.91232211602744,stop,-24.267788397253298,-25.167788397253297,2025
32098,149.85299999999998,149.56902820583068,0.28397179416931306,2025-02-27,32097,32100,149.56902820583068,stop,-28.397179416930385,-29.297179416930383,2025
32120,150.44099999999997,150.09771483186844,0.34328516813153953,2025-02-28,32119,32144,150.15056965330092,stop,-29.04303466990541,-29.94303466990541,2025
32148,151.21599999999998,150.89805327117372,0.3179467288262674,2025-03-03,32147,32150,150.89805327117372,stop,-31.79467288262572,-32.69467288262572,2025
32186,149.98,149.58004794058888,0.3999520594110974,2025-03-05,32185,32190,149.58004794058888,stop,-39.99520594111061,-40.89520594111061,2025
32293,147.77499999999998,147.4266156868744,0.34838431312555457,2025-03-11,32292,32294,147.4266156868744,stop,-34.838431312556395,-35.73843131255639,2025
32305,148.14,147.79781241982334,0.3421875801766459,2025-03-12,32304,32321,148.1346775043557,stop,-0.5322495644293213,-1.4322495644293214,2025
32354,148.18099999999998,147.9157414319196,0.26525856808038667,2025-03-14,32353,32387,148.41830732056408,stop,23.73073205640992,22.83073205640992,2025
32401,149.469,149.23762075462065,0.23137924537935745,2025-03-18,32400,32417,149.23762075462065,stop,-23.137924537934396,-24.037924537934394,2025
32431,149.67299999999997,149.42617690481038,0.24682309518960444,2025-03-19,32430,32432,149.276,stop,-39.699999999996294,-40.59999999999629,2025
32473,148.998,148.76934252830574,0.22865747169423617,2025-03-21,32472,32483,148.91204514863267,stop,-8.595485136731895,-9.495485136731896,2025
32497,149.74599999999998,149.53802671194114,0.20797328805882562,2025-03-24,32496,32502,149.53802671194114,stop,-20.797328805883808,-21.697328805883807,2025
32521,150.94,150.74789388468503,0.1921061153149736,2025-03-25,32520,32522,150.668,stop,-27.199999999999136,-28.099999999999135,2025
32578,150.93699999999998,150.7186279206827,0.21837207931727814,2025-03-27,32577,32580,150.7186279206827,stop,-21.837207931727676,-22.737207931727674,2025
32593,150.969,150.75741210470198,0.21158789529801586,2025-03-28,32592,32594,150.756,stop,-21.299999999999386,-22.199999999999385,2025
32671,149.767,149.55275185945126,0.2142481405487397,2025-04-02,32670,32672,149.55275185945126,stop,-21.42481405487331,-22.324814054873308,2025
32751,147.575,146.94813969970372,0.6268603002962749,2025-04-07,32750,32770,146.94813969970372,stop,-62.686030029627204,-63.5860300296272,2025
32803,147.45499999999998,146.72217152948136,0.73282847051864,2025-04-09,32802,32808,146.72217152948136,stop,-73.28284705186263,-74.18284705186264,2025
33020,141.617,141.30683156736112,0.3101684326388745,2025-04-22,33019,33025,141.93860828468956,stop,32.16082846895745,31.26082846895745,2025
33042,143.24599999999998,142.8006075233727,0.44539247662729026,2025-04-23,33041,33049,142.8006075233727,stop,-44.53924766272905,-45.43924766272905,2025
33076,143.652,143.36667638438985,0.2853236156101414,2025-04-25,33075,33079,143.36667638438985,stop,-28.532361561013886,-29.432361561013884,2025
33152,142.814,142.59193278461774,0.2220672153822454,2025-04-30,33151,33158,142.59193278461774,stop,-22.206721538225338,-23.106721538225337,2025
33170,143.208,142.97987409740708,0.2281259025929214,2025-05-01,33169,33171,142.97987409740708,stop,-22.812590259292165,-23.712590259292163,2025
33193,145.879,145.56054864791906,0.31845135208091385,2025-05-02,33192,33194,145.434,stop,-44.49999999999932,-45.39999999999932,2025
33294,143.933,143.64845046345866,0.2845495365413324,2025-05-08,33293,33318,145.3008425760859,stop,136.78425760859056,135.88425760859056,2025
33338,146.101,145.84875461472538,0.2522453852746232,2025-05-12,33337,33339,145.84875461472538,stop,-25.22453852746196,-26.124538527461958,2025
33481,145.279,145.05381648172155,0.22518351827844613,2025-05-20,33480,33482,144.896,stop,-38.30000000000098,-39.200000000000976,2025
33606,143.26899999999998,143.04175007855483,0.22724992144515058,2025-05-27,33605,33624,143.85390699140694,stop,58.490699140696734,57.590699140696735,2025
33626,144.35299999999998,144.1168283544831,0.23617164551690123,2025-05-28,33625,33631,144.1168283544831,stop,-23.61716455168903,-24.517164551689028,2025
33649,146.10399999999998,145.79510597660558,0.3088940233944046,2025-05-29,33648,33650,145.776,stop,-32.79999999999745,-33.69999999999745,2025
33735,143.77999999999997,143.52064337842705,0.25935662157292455,2025-06-03,33734,33756,143.52064337842705,stop,-25.935662157291972,-26.83566215729197,2025
33798,143.874,143.61163661475877,0.2623633852412342,2025-06-06,33797,33818,144.41912956838127,stop,54.512956838127025,53.612956838127026,2025
33842,145.01999999999998,144.8053996473358,0.2146003526641711,2025-06-10,33841,33843,144.8053996473358,stop,-21.460035266417776,-22.360035266417775,2025
33876,145.289,145.0938534097525,0.1951465902474648,2025-06-11,33875,33877,144.728,stop,-56.09999999999786,-56.99999999999786,2025
33923,144.362,144.0456512636388,0.31634873636120064,2025-06-13,33922,33926,144.0456512636388,stop,-31.63487363611921,-32.53487363611921,2025
33937,144.38,144.14078335397693,0.2392166460230572,2025-06-16,33936,33941,144.14078335397693,stop,-23.92166460230669,-24.82166460230669,2025
33961,145.06699999999998,144.82569328971803,0.24130671028194198,2025-06-17,33960,33962,144.82569328971803,stop,-24.130671028194683,-25.030671028194682,2025
33985,145.32399999999998,145.0817711787821,0.24222882121788888,2025-06-18,33984,33987,145.0817711787821,stop,-24.222882121787848,-25.122882121787846,2025
34018,145.45,145.24134814099986,0.20865185900013733,2025-06-19,34017,34031,145.24134814099986,stop,-20.86518590001276,-21.76518590001276,2025
34046,145.755,145.5681303755865,0.1868696244135144,2025-06-20,34045,34069,147.2212115600548,stop,146.6211560054802,145.7211560054802,2025
34118,145.86999999999998,145.64565506123958,0.22434493876038228,2025-06-25,34117,34119,145.64565506123958,stop,-22.434493876039596,-23.334493876039595,2025
34232,143.90699999999998,143.67609270760667,0.23090729239330646,2025-07-02,34231,34236,143.67609270760667,stop,-23.090729239331154,-23.990729239331152,2025
34261,145.011,144.7407397811387,0.27026021886130613,2025-07-03,34260,34262,144.7407397811387,stop,-27.02602188612957,-27.92602188612957,2025
34299,144.825,144.67038425204493,0.15461574795507266,2025-07-07,34298,34347,147.103,time,227.800000000002,226.900000000002,2025
34394,146.779,146.57793882672104,0.2010611732789607,2025-07-11,34393,34416,146.98348334790182,stop,20.4483347901828,19.5483347901828,2025
34432,147.701,147.4996504426748,0.20134955732519802,2025-07-14,34431,34476,148.5418481214209,stop,84.08481214209189,83.18481214209189,2025
34631,147.065,146.84408086034287,0.22091913965711613,2025-07-24,34630,34637,146.84408086034287,stop,-22.091913965712706,-22.991913965712705,2025
34659,147.84099999999998,147.65904724460407,0.18195275539592265,2025-07-28,34658,34660,147.65904724460407,stop,-18.195275539591194,-19.095275539591192,2025
34681,148.695,148.50625407603036,0.18874592396962472,2025-07-29,34680,34682,148.50625407603036,stop,-18.874592396963408,-19.774592396963406,2025
34717,148.85999999999999,148.60984746604842,0.2501525339515523,2025-07-30,34716,34722,148.60984746604842,stop,-25.01525339515638,-25.915253395156377,2025
34736,149.404,149.0946367833764,0.30936321662361904,2025-07-31,34735,34764,149.8731711258874,stop,46.91711258874136,46.01711258874136,2025
34833,147.819,147.62274983610197,0.19625016389802089,2025-08-06,34832,34834,147.62274983610197,stop,-19.62501638980143,-20.52501638980143,2025
34882,147.718,147.46565939782994,0.2523406021700499,2025-08-08,34881,34899,147.46565939782994,stop,-25.234060217005094,-26.134060217005093,2025
34908,147.875,147.71202801142468,0.16297198857533016,2025-08-11,34907,34932,147.92128071487764,stop,4.628071487763918,3.728071487763918,2025
35029,147.73299999999998,147.54278335176295,0.19021664823703296,2025-08-18,35028,35047,147.56822541697144,stop,-16.477458302853165,-17.377458302853164,2025
35099,147.85299999999998,147.6759109406942,0.1770890593057819,2025-08-21,35098,35100,147.6759109406942,stop,-17.708905930578567,-18.608905930578565,2025
35113,148.48399999999998,148.30883784692915,0.1751621530708317,2025-08-22,35112,35126,148.30883784692915,stop,-17.516215307082916,-18.416215307082915,2025
35189,147.951,147.7772325242741,0.17376747572588416,2025-08-27,35188,35190,147.7772325242741,stop,-17.37674757258958,-18.276747572589578,2025
35282,147.54899999999998,147.39722271320164,0.15177728679832278,2025-09-02,35281,35294,148.10929050788192,stop,56.02905078819447,55.12905078819447,2025
35312,148.744,148.50614834767572,0.23785165232429328,2025-09-03,35311,35313,148.50614834767572,stop,-23.785165232428085,-24.685165232428083,2025
35377,148.34599999999998,148.10215017294092,0.2438498270590516,2025-09-08,35376,35378,148.10215017294092,stop,-24.384982705905145,-25.284982705905144,2025
35425,147.432,147.23322223833227,0.1987777616677117,2025-09-10,35424,35436,147.23322223833227,stop,-19.877776166771355,-20.777776166771353,2025
35455,147.73299999999998,147.58544839871269,0.14755160128729033,2025-09-11,35454,35460,147.58544839871269,stop,-14.755160128729017,-15.655160128729017,2025
35570,147.033,146.79607211268294,0.23692788731705475,2025-09-18,35569,35595,147.60848293564075,stop,57.5482935640764,56.648293564076404,2025
35605,148.16799999999998,147.9243547933799,0.24364520662008074,2025-09-19,35604,35606,147.834,stop,-33.399999999997476,-34.299999999997475,2025
35619,148.361,148.19559325297098,0.1654067470290171,2025-09-22,35618,35622,148.19559325297098,stop,-16.540674702901015,-17.440674702901013,2025
35669,147.91299999999998,147.77190630025643,0.14109369974354566,2025-09-24,35668,35717,149.71,time,179.70000000000255,178.80000000000254,2025
35834,147.521,147.3262015383803,0.19479846161968342,2025-10-03,35833,35840,147.3262015383803,stop,-19.47984616196834,-20.379846161968338,2025
35857,149.71499999999997,149.40771727583925,0.30728272416073166,2025-10-06,35856,35905,152.6,time,288.50000000000193,287.60000000000196,2025
35935,152.98499999999999,152.74866880512872,0.2363311948712772,2025-10-09,35934,35937,152.74866880512872,stop,-23.63311948712692,-24.533119487126918,2025
36001,152.474,152.28804080412348,0.18595919587650006,2025-10-14,36000,36003,152.28804080412348,stop,-18.595919587650656,-19.495919587650654,2025
36097,150.91699999999997,150.71751153023195,0.19948846976802379,2025-10-20,36096,36099,150.71751153023195,stop,-19.94884697680277,-20.84884697680277,2025
36125,151.08599999999998,150.86806580152512,0.21793419847487247,2025-10-21,36124,36145,151.52454386025946,stop,43.85438602594718,42.95438602594718,2025
36169,152.16299999999998,151.97948570521308,0.18351429478691214,2025-10-23,36168,36204,152.49140449812273,stop,32.8404498122751,31.940449812275098,2025
