group,kind,sig_i,entry_i,exit_i,reason,entry_fill,exit_px,net_pips,stop_pips,r_mult,lot,pnl_eur
134,ADD1,8760,8761,8762,stop,109.168,109.094468,-7.353176677783324,7.353176677783324,-1.0,0.03,-2.462802791791187
134,ADD2,8771,8772,8799,stop,109.238,109.847379,60.937924013641975,8.464207984347638,7.199483297944816,0.02,13.592309996627009
135,BASE,8861,8862,8869,stop,109.723,109.641976,-8.102388732282861,8.102388732282861,-1.0,0.02,-1.8033596442814384
135,ADD1,8863,8864,8868,stop,109.779,109.697342,-8.165835182427372,8.165835182427372,-1.0,0.02,-1.8134704375313702
135,ADD2,8864,8865,8865,stop,109.863,109.77746,-8.553989812253349,8.553989812253349,-1.0,0.01,-0.9494121417384132
136,BASE,8892,8893,8915,stop,109.971,110.093614,12.261410526726024,8.84218200448288,1.3866951076679532,0.02,2.708250660220199
136,ADD1,8894,8895,8915,stop,110.177,110.093614,-8.338589473274283,10.435350809987654,-0.7990713129925096,0.02,-1.8352503015104344
136,ADD2,8895,8896,8905,stop,110.296,110.187386,-10.861397180703136,10.861397180703136,-1.0,0.02,-2.387903887126311
137,BASE,8990,8991,9006,stop,109.604,109.499041,-10.49591472525151,10.49591472525151,-1.0,0.02,-2.333540449123772
138,BASE,9038,9039,9043,stop,109.771,109.668782,-10.221763363334446,10.221763363334446,-1.0,0.02,-2.255286966343301
139,BASE,9061,9062,9103,stop,109.921,109.98492,6.392007331774607,8.69825768810415,0.7348606538199483,0.02,1.408782514944745
139,ADD1,9063,9064,9103,stop,109.994,109.98492,-0.9079926682247219,8.458701782090827,-0.10734421092219706,0.02,-0.20015651791815522
139,ADD2,9064,9065,9103,stop,110.025,109.98492,-4.007992668225313,8.118794511941019,-0.4936684457686925,0.01,-0.44146924695103346
140,BASE,9114,9115,9115,stop,110.514,110.402299,-11.170106525825929,11.170106525825929,-1.0,0.02,-2.428219935685954
141,BASE,9120,9121,9122,stop,110.759,110.642832,-11.616810227059204,11.616810227059204,-1.0,0.01,-1.259224433297522
142,BASE,9192,9193,9227,stop,110.269,110.827039,55.80390683592782,10.987959348261711,5.078641544551761,0.02,12.042923407403228
142,ADD1,9194,9195,9227,stop,110.367,110.827039,46.00390683592792,11.095230254368005,4.146277795164905,0.02,9.92407130946905
142,ADD2,9198,9199,9227,stop,110.414,110.827039,41.30390683592822,10.818470723006612,3.8179062358685436,0.01,4.44972920518192
143,BASE,9240,9241,9245,stop,111.028,110.929579,-9.842127510700038,9.842127510700038,-1.0,0.02,-2.116232573186033
144,BASE,9326,9327,9368,stop,110.981,111.436119,45.511903935937426,10.939493290869962,4.160330165741899,0.02,9.72956302244299
144,ADD1,9328,9329,9368,stop,111.097,111.436119,33.91190393593746,11.241705949781533,3.0166154574249906,0.02,7.234506947063553
144,ADD2,9342,9343,9368,stop,111.211,111.436119,22.511903935937028,7.7959325740692975,2.8876473368709923,0.03,7.195057226533464
145,BASE,9511,9512,9558,stop,110.057,110.441191,38.4191071197435,9.763368410874307,3.9350258540846235,0.02,8.289358925984988
145,ADD1,9514,9515,9558,stop,110.185,110.441191,25.61910711974349,9.948622594275491,2.575141118981125,0.02,5.509285437105143
145,ADD2,9515,9516,9516,stop,110.218,110.118691,-9.930863837541892,9.930863837541892,-1.0,0.01,-1.067338527939937
146,BASE,9648,9649,9654,stop,109.967,109.851014,-11.598565864800037,11.598565864800037,-1.0,0.02,-2.4853436646869844
147,BASE,9679,9680,9697,stop,110.346,110.371806,2.5805654886099205,8.412734076092931,0.3067451633759943,0.02,0.5500930464274837
147,ADD1,9681,9682,9697,stop,110.459,110.371806,-8.719434511390034,8.871183973774066,-0.9828941139274475,0.02,-1.8573774284986138
147,ADD2,9683,9684,9685,stop,110.539,110.449157,-8.984337201877679,8.984337201877679,-1.0,0.02,-1.9136573998203075
148,BASE,9878,9879,9898,stop,109.572,109.444274,-12.772598034975147,15.254445567003927,-0.8373033276675009,0.01,-1.3823908398876716
148,ADD1,9888,9889,9895,stop,109.695,109.577231,-11.776917682898613,11.776917682898613,-1.0,0.01,-1.2705606240879923
148,ADD2,9890,9891,9895,stop,109.682,109.570582,-11.141832083724523,11.141832083724523,-1.0,0.01,-1.202425486307068
149,BASE,9912,9913,9918,stop,109.872,109.783509,-8.849050737234165,8.849050737234165,-1.0,0.02,-1.9051477177220442
150,BASE,9960,9961,9996,stop,110.334,110.617767,28.376655314625054,8.260742222746842,3.4351217541308676,0.02,6.037449435907221
150,ADD1,9966,9967,9996,stop,110.388,110.617767,22.97665531462485,6.961902367879702,3.300341501574742,0.03,7.326024576747653
150,ADD2,9967,9968,9996,stop,110.45,110.617767,16.77665531462509,7.164623627316757,2.3415961796876914,0.01,1.7810249246279068
151,BASE,10094,10095,10125,stop,109.602,109.754252,15.225172479308924,12.52470003369126,1.2156117462576694,0.01,1.6275050254945223
151,ADD1,10114,10115,10125,stop,109.755,109.754252,-0.0748275206902349,8.750452240165885,-0.008551274681183378,0.02,-0.015973122869604325
151,ADD2,10115,10116,10125,stop,109.752,109.754252,0.22517247930977646,8.653991365868308,0.02601949433389382,0.02,0.04804198774871783
152,BASE,10129,10130,10134,stop,110.116,110.011811,-10.418933104905648,10.418933104905648,-1.0,0.02,-2.2106866723069705
152,ADD1,10131,10132,10134,stop,110.178,110.073872,-10.412753544535747,10.412753544535747,-1.0,0.02,-2.207177487495206
153,BASE,10176,10177,10189,stop,109.875,109.873359,-0.16409922911577723,8.486706248893938,-0.01933603264955283,0.02,-0.03495965352086266
153,ADD1,10181,10182,10183,stop,109.956,109.877233,-7.876660623681175,7.876660623681175,-1.0,0.02,-1.6790894803171943
153,ADD2,10182,10183,10183,stop,109.948,109.869574,-7.842613436274348,7.842613436274348,-1.0,0.02,-1.671339198833327
154,BASE,10235,10236,10276,stop,109.895,109.963905,6.890544003532284,8.850585996366078,0.7785409922418065,0.02,1.47064515659394
154,ADD1,10237,10238,10276,stop,109.988,109.963905,-2.4094559964680684,9.62473996625448,-0.2503398538470563,0.02,-0.5144307719780598
154,ADD2,10238,10239,10242,stop,110.103,110.001699,-10.130115682950702,10.130115682950702,-1.0,0.01,-1.0815227379932828
155,BASE,10285,10286,10286,stop,110.175,110.077344,-9.765594302227498,9.765594302227498,-1.0,0.02,-2.091245977825275
156,BASE,10335,10336,10337,stop,110.06,109.944838,-11.516230710118691,11.516230710118691,-1.0,0.02,-2.472272899077115
157,BASE,10344,10345,10356,stop,110.191,110.154445,-3.6554623984599743,9.082551074024536,-0.4024708882633583,0.02,-0.7830371102010403
157,ADD1,10351,10352,10353,stop,110.407,110.316485,-9.0515148103961,9.0515148103961,-1.0,0.02,-1.9363193763334592
158,BASE,10446,10447,10471,stop,109.928,110.255374,32.737363656188734,6.301821994094325,5.194904535048459,0.03,10.60841070314413
158,ADD1,10451,10452,10471,stop,110.034,110.255374,22.13736365618786,6.840295884254033,3.236316678514857,0.03,7.156591295288878
158,ADD2,10452,10453,10471,stop,110.094,110.255374,16.137363656189052,6.930274749664989,2.328531586279337,0.02,3.4734627841195014
159,BASE,10541,10542,10549,stop,110.043,109.979977,-6.302324870685538,6.302324870685538,-1.0,0.03,-2.025201472881794
159,ADD1,10543,10544,10548,stop,110.09,110.023051,-6.694861750744963,6.694861750744963,-1.0,0.03,-2.1493207462275206
160,BASE,10571,10572,10572,stop,110.122,110.060791,-6.120881063036165,6.120881063036165,-1.0,0.03,-1.973705049905087
161,BASE,10621,10622,10658,stop,109.677,109.865739,18.8738959660796,10.721595588593402,1.7603626074237821,0.02,4.046968394725718
161,ADD1,10624,10625,10658,stop,109.742,109.865739,12.373895966079829,10.370242532121665,1.1932118200468194,0.02,2.653036384636526
161,ADD2,10633,10634,10636,stop,109.899,109.812858,-8.61418196812025,8.61418196812025,-1.0,0.02,-1.844567564881445
162,BASE,10722,10723,10723,stop,109.865,109.752402,-11.25977010894843,11.25977010894843,-1.0,0.02,-2.3976463694348724
163,BASE,10729,10730,10731,stop,109.893,109.797233,-9.576725269444353,9.576725269444353,-1.0,0.02,-2.038231310896031
164,BASE,10752,10753,10760,stop,110.378,110.319399,-5.8601017838299185,8.536969871495614,-0.6864381474973241,0.02,-1.2475464967997894
164,ADD1,10757,10758,10760,stop,110.484,110.403275,-8.072544279349358,8.072544279349358,-1.0,0.02,-1.7144893395235932
164,ADD2,10758,10759,10759,stop,110.576,110.494041,-8.195933973682656,8.195933973682656,-1.0,0.02,-1.7410693165091968
165,BASE,10776,10777,10777,stop,110.745,110.664807,-8.01934741617174,8.01934741617174,-1.0,0.02,-1.6982991543165467
166,BASE,10801,10802,10814,stop,111.1,111.262919,16.291948145553192,9.18060653656454,1.7746047693761393,0.02,3.42573602350366
166,ADD1,10803,10804,10805,stop,111.232,111.137596,-9.440420942242156,9.440420942242156,-1.0,0.02,-1.9860087563617521
166,ADD2,10806,10807,10807,stop,111.361,111.260744,-10.025621286482078,10.025621286482078,-1.0,0.02,-2.104420670919014
167,BASE,10824,10825,10826,stop,111.658,111.534476,-12.35237884522462,12.35237884522462,-1.0,0.01,-1.293600549360378
168,BASE,10855,10856,10861,stop,111.879,111.764155,-11.48445654326764,11.48445654326764,-1.0,0.02,-2.381793416215216
168,ADD1,10858,10859,10860,stop,112.045,111.925851,-11.914850956836176,11.914850956836176,-1.0,0.02,-2.4619783736773626
169,BASE,10931,10932,10953,stop,111.227,111.45566,22.866023669675428,10.581379197064678,2.1609681728463683,0.02,4.768685448576664
169,ADD1,10933,10934,10953,stop,111.379,111.45566,7.666023669675326,11.45282185869263,0.669356754541402,0.02,1.592310014911198
169,ADD2,10934,10935,10935,stop,111.553,111.432581,-12.041906011643277,12.041906011643277,-1.0,0.01,-1.2532382064922976
170,BASE,10992,10993,11003,stop,111.726,111.726678,0.06783003393877607,8.887609270703933,0.007631977495046164,0.02,0.014018425339320104
170,ADD1,10994,10995,11003,stop,111.839,111.746464,-9.253601871168371,9.253601871168371,-1.0,0.02,-1.91211538646951
170,ADD2,10996,10997,11001,stop,111.93,111.839068,-9.093156715445616,9.093156715445616,-1.0,0.02,-1.8766112265029513
171,BASE,11016,11017,11046,stop,112.307,113.131666,82.46658095442712,9.72096211150415,8.483376440366236,0.02,16.988554551151758
171,ADD1,11018,11019,11046,stop,112.545,113.131666,58.66658095442716,10.486441820633274,5.594517373757221,0.02,12.047340217930277
171,ADD2,11019,11020,11046,stop,112.699,113.131666,43.266580954427525,11.130267404874417,3.8872903390873836,0.02,8.886089528608146
172,BASE,11076,11077,11077,stop,113.67,113.549034,-12.096567811660464,12.096567811660464,-1.0,0.02,-2.462613097981815
173,BASE,11111,11112,11126,stop,113.84,114.058904,21.890364316122657,11.950870264072933,1.8316962557890142,0.02,4.456267152133313
173,ADD1,11114,11115,11126,stop,113.923,114.058904,13.590364316122816,11.765547365222062,1.1550983472553733,0.02,2.769700263172057
173,ADD2,11117,11118,11118,stop,114.16,114.044418,-11.558238907213081,11.558238907213081,-1.0,0.02,-2.3528175272673777
174,BASE,11183,11184,11185,stop,114.553,114.452022,-10.097782507919817,10.097782507919817,-1.0,0.02,-2.049597364901657
175,BASE,11282,11283,11307,stop,113.931,114.002695,7.169497444999706,10.912637806445957,0.6569903237111723,0.02,1.4600195964503397
175,ADD1,11287,11288,11291,stop,114.054,113.946194,-10.780624198750388,10.780624198750388,-1.0,0.02,-2.1941035646243576
175,ADD2,11292,11293,11306,stop,114.144,114.029227,-11.477344448418592,11.477344448418592,-1.0,0.02,-2.3368741621246403
176,BASE,11363,11364,11364,stop,113.876,113.755197,-12.080304832537081,12.080304832537081,-1.0,0.02,-2.4712665465668864
177,BASE,11376,11377,11393,stop,114.077,114.076444,-0.055639056354550576,11.630159370545812,-0.004784032151395995,0.02,-0.01126555028650992
177,ADD1,11379,11380,11393,stop,114.208,114.090661,-11.733877600980236,11.733877600980236,-1.0,0.02,-2.372183260062858
177,ADD2,11382,11383,11384,stop,114.361,114.244432,-11.65675258358334,11.65675258358334,-1.0,0.01,-1.1775034742262036
178,BASE,11438,11439,11439,stop,114.081,113.975595,-10.54052779647634,10.54052779647634,-1.0,0.02,-2.139100044951649
179,BASE,11449,11450,11456,stop,114.218,114.0991,-11.889973215234306,11.889973215234306,-1.0,0.02,-2.4164256593693256
180,BASE,11556,11557,11581,stop,113.276,113.811194,53.519366182199235,11.509695912009477,4.64993746067226,0.02,10.902487999342299
180,ADD1,11558,11559,11581,stop,113.661,113.811194,15.019366182198723,14.081319434335171,1.0666163957317996,0.01,1.5241173950109748
180,ADD2,11559,11560,11563,stop,113.906,113.753745,-15.225510903310635,15.225510903310635,-1.0,0.01,-1.5411080256973155
181,BASE,11592,11593,11599,stop,114.256,114.155909,-10.009135422475879,10.009135422475879,-1.0,0.02,-2.00391159117224
182,BASE,11641,11642,11642,stop,114.3,114.200735,-9.92645360105655,9.92645360105655,-1.0,0.02,-1.979203485526171
183,BASE,11721,11722,11722,stop,114.013,113.877269,-13.573104836639516,13.573104836639516,-1.0,0.01,-1.3449120717803211
184,BASE,11750,11751,11767,stop,114.617,114.767555,15.055495663229124,15.452834670770699,0.9742869825499946,0.01,1.476287821683914
184,ADD1,11753,11754,11767,stop,114.838,114.767555,-7.044504336769819,15.795035631079202,-0.44599483668834883,0.01,-0.6896029916736955
184,ADD2,11754,11755,11760,stop,114.923,114.767332,-15.566818800287763,15.566818800287763,-1.0,0.01,-1.5219860264546932
185,BASE,11784,11785,11786,stop,115.207,115.063438,-14.35623115753657,14.35623115753657,-1.0,0.01,-1.4014264746480838
186,BASE,11958,11959,11965,stop,113.354,113.203358,-15.064153312449946,15.064153312449946,-1.0,0.01,-1.499346888621384
187,BASE,12001,12002,12024,stop,113.564,113.444068,-11.993165089955937,11.993165089955937,-1.0,0.02,-2.3846824386604375
187,ADD1,12004,12005,12011,stop,113.65,113.532189,-11.781080066558047,11.781080066558047,-1.0,0.02,-2.338605253924361
187,ADD2,12013,12014,12014,stop,113.773,113.647265,-12.573495578565996,12.573495578565996,-1.0,0.02,-2.486642463898643
188,BASE,12035,12036,12054,stop,113.706,113.596952,-10.904795581531346,15.928808194985322,-0.6845958246244922,0.01,-1.0810278022824358
188,ADD1,12037,12038,12041,stop,113.883,113.716497,-16.650349923226315,16.650349923226315,-1.0,0.01,-1.654243491498564
188,ADD2,12038,12039,12041,stop,113.876,113.710532,-16.546753500138323,16.546753500138323,-1.0,0.01,-1.6435017871040973
189,BASE,12127,12128,12129,stop,113.72,113.624506,-9.549401641449151,9.549401641449151,-1.0,0.02,-1.893111516166406
190,BASE,12144,12145,12145,stop,113.763,113.679897,-8.310344967512151,8.310344967512151,-1.0,0.03,-2.469472177549819
191,BASE,12245,12246,12247,stop,113.737,113.636315,-10.068496715882702,10.068496715882702,-1.0,0.02,-1.9969332689899029
192,BASE,12272,12273,12275,stop,114.306,114.211213,-9.47869102783585,9.47869102783585,-1.0,0.02,-1.8696637606440643
193,BASE,12300,12301,12301,stop,114.368,114.291157,-7.684342653223553,7.684342653223553,-1.0,0.03,-2.2803946670365196
194,BASE,12312,12313,12333,stop,114.37,114.296977,-7.302260483902501,7.831548184168469,-0.9324159555915231,0.03,-2.1694706182209993
195,BASE,12344,12345,12373,stop,114.636,114.736967,10.096730291836309,6.55351089785654,1.5406597241088973,0.03,2.986674211150355
195,ADD1,12348,12349,12373,stop,114.736,114.736967,0.09673029183545623,6.793287295754169,0.014239099220183583,0.03,0.02860077890333463
195,ADD2,12349,12350,12350,stop,114.75,114.684419,-6.558052488914257,6.558052488914257,-1.0,0.02,-1.2932044164301704
196,BASE,12392,12393,12395,stop,114.995,114.926919,-6.808140962372988,6.808140962372988,-1.0,0.03,-2.003315177900029
197,BASE,12409,12410,12441,stop,115.039,115.023151,-1.584936548184146,8.25596805113662,-0.1919746465062863,0.03,-0.46897477443479213
197,ADD1,12413,12414,12420,stop,115.122,115.046077,-7.592300174627553,7.592300174627553,-1.0,0.03,-2.2396234150882997
197,ADD2,12414,12415,12415,stop,115.192,115.113286,-7.871421590725447,7.871421590725447,-1.0,0.01,-0.7740341774630337
198,BASE,12456,12457,12457,stop,115.287,115.212127,-7.487346477147128,7.487346477147128,-1.0,0.03,-2.215633796086106
199,BASE,12480,12481,12505,stop,115.397,116.009399,61.239873129333944,8.84858927955463,6.920862884983659,0.02,11.998700321421504
199,ADD1,12482,12483,12505,stop,115.603,116.009399,40.63987312933506,10.170977491044653,3.9956703438895302,0.02,7.939435511062269
199,ADD2,12483,12484,12505,stop,115.716,116.009399,29.339873129335103,11.265907670255615,2.604306194235782,0.02,5.725718545522865
200,BASE,12696,12697,12729,stop,114.338,114.620345,28.234461203172145,14.02342597474302,2.013378275324732,0.01,2.813678629589115
200,ADD1,12702,12703,12704,stop,114.517,114.392495,-12.450539702011554,12.450539702011554,-1.0,0.02,-2.484383354180811
200,ADD2,12708,12709,12720,stop,114.592,114.473795,-11.820515565437972,11.820515565437972,-1.0,0.02,-2.3540922866166687
201,BASE,12839,12840,12841,stop,114.021,113.888862,-13.213848981411047,13.213848981411047,-1.0,0.01,-1.3122623858175404
202,BASE,12849,12850,12853,stop,114.062,113.926081,-13.59185547702566,13.59185547702566,-1.0,0.01,-1.3445820485177367
203,BASE,12873,12874,12922,time,114.134,115.575,144.10000000000025,10.183051510894359,14.150964457543456,0.02,28.488535414586334
203,ADD1,12877,12878,12883,stop,114.313,114.212107,-10.089278795362588,10.089278795362588,-1.0,0.02,-1.9912100612106753
203,ADD2,12878,12879,12879,stop,114.36,114.256528,-10.347187452836693,10.347187452836693,-1.0,0.01,-1.0213050540615698
204,BASE,13019,13020,13022,stop,114.843,114.743726,-9.927437646926762,9.927437646926762,-1.0,0.02,-1.9511682411136861
205,BASE,13032,13033,13033,stop,114.968,114.868465,-9.953522273619342,9.953522273619342,-1.0,0.02,-1.9843949931708365
206,BASE,13082,13083,13090,stop,115.392,115.28561,-10.639013817906573,10.639013817906573,-1.0,0.02,-2.108562572831531
206,ADD1,13085,13086,13088,stop,115.468,115.368274,-9.972636063389473,9.972636063389473,-1.0,0.02,-1.9714529216035572
206,ADD2,13086,13087,13088,stop,115.493,115.394326,-9.86744777314783,9.86744777314783,-1.0,0.01,-0.9758161694036496
207,BASE,13128,13129,13129,stop,115.582,115.497112,-8.48884386829809,8.48884386829809,-1.0,0.02,-1.6784687641374918
208,BASE,13214,13215,13216,stop,115.823,115.6764,-14.6599623113147,14.6599623113147,-1.0,0.01,-1.4348131759580658
209,BASE,13333,13334,13336,stop,115.128,115.000578,-12.742222765750455,12.742222765750455,-1.0,0.01,-1.2541192149623699
210,BASE,13383,13384,13384,stop,115.612,115.415483,-19.651680481121048,19.651680481121048,-1.0,0.01,-1.89106407040927
211,BASE,13409,13410,13411,stop,115.759,115.607761,-15.123932047492872,15.123932047492872,-1.0,0.01,-1.4701411575382566
212,BASE,13474,13475,13506,stop,115.285,115.496954,21.195422545932274,11.801792340324369,1.7959494570593102,0.02,4.080957476136055
212,ADD1,13477,13478,13479,stop,115.407,115.285584,-12.14155895469844,12.14155895469844,-1.0,0.02,-2.3326480282894586
212,ADD2,13479,13480,13506,stop,115.573,115.496954,-7.604577454067396,13.885323792571569,-0.5476701564666231,0.01,-0.7282438235612815
213,BASE,13560,13561,13598,stop,115.454,115.620692,16.66923241340328,12.34403485678115,1.3503876655246236,0.02,3.13498840208708
213,ADD1,13568,13569,13575,stop,115.557,115.437624,-11.937625054302714,11.937625054302714,-1.0,0.02,-2.2505037042006055
213,ADD2,13571,13572,13574,stop,115.641,115.525683,-11.531655336844437,11.531655336844437,-1.0,0.01,-1.0865081632023688
214,BASE,13608,13609,13616,stop,115.976,115.874359,-10.164055119054183,11.239975845955996,-0.9042773096982307,0.02,-1.936205686441994
214,ADD1,13611,13612,13614,stop,116.176,116.06306,-11.294033139054704,11.294033139054704,-1.0,0.02,-2.15044240923981
215,BASE,13632,13633,13681,time,116.327,118.324,199.7,11.716547511524311,17.044270063649424,0.02,37.777284547252556
215,ADD1,13635,13636,13684,time,116.458,118.365,190.69999999999965,12.175785307150022,15.662234113804086,0.02,35.99804236481089
215,ADD2,13637,13638,13686,time,116.698,118.342,164.40000000000055,13.091365902593566,12.557895121350999,0.02,30.99818088351222
216,BASE,13704,13705,13705,stop,118.894,118.718434,-17.556611310753567,17.556611310753567,-1.0,0.01,-1.6332560100256128
217,BASE,13738,13739,13763,stop,119.083,119.148046,6.5045521391681405,13.331797179451144,0.48789762187455704,0.02,1.2064895096844133
217,ADD1,13740,13741,13763,stop,119.194,119.148046,-4.59544786083228,13.606498588404747,-0.3377391935900726,0.01,-0.42484077557744193
217,ADD2,13741,13742,13788,stop,119.211,120.473178,126.21775526486942,14.298891546376069,8.827100678084255,0.01,11.6830882765177
218,BASE,13769,13770,13788,stop,119.379,120.473178,109.41775526486879,10.699578650182673,10.226361134604184,0.02,20.19436774801089
218,ADD1,13771,13772,13788,stop,119.492,120.473178,98.11775526486883,10.314942815718098,9.512195755012351,0.02,18.09510662068407
218,ADD2,13772,13773,13788,stop,119.458,120.473178,101.51775526486944,9.971018328882053,10.181282584830187,0.02,18.719306448338227
219,BASE,13829,13830,13849,stop,121.447,121.902489,45.54892103181771,16.007948423700213,2.8453940396497823,0.01,4.113230799158857
219,ADD1,13831,13832,13832,stop,121.638,121.469008,-16.89920042655757,16.89920042655757,-1.0,0.01,-1.5253368395999414
219,ADD2,13837,13838,13849,stop,121.981,121.902489,-7.8510789681814686,17.558433283500108,-0.44714006320593713,0.01,-0.7068514582696054
220,BASE,13873,13874,13881,stop,122.979,124.058722,107.97216849637721,23.121101170769975,4.669854073943379,0.01,9.626908501693277
220,ADD1,13877,13878,13881,stop,123.241,124.058722,81.77216849637716,23.58473215687127,3.467165450617735,0.01,7.261211563309355
220,ADD2,13878,13879,13881,stop,123.345,124.058722,71.37216849637724,24.200108431379874,2.949249946493221,0.01,6.307352113295853
221,BASE,13970,13971,13973,stop,122.663,122.39062,-27.237952866857995,27.237952866857995,-1.0,0.01,-2.4574063440123037
222,BASE,14023,14024,14025,stop,122.914,122.74733,-16.66700525101561,16.66700525101561,-1.0,0.01,-1.4903048978510038
223,BASE,14040,14041,14042,stop,123.839,123.668668,-17.03315168847581,17.03315168847581,-1.0,0.01,-1.4971763212363551
224,BASE,14086,14087,14088,stop,124.136,123.998738,-13.726205371443712,13.726205371443712,-1.0,0.02,-2.4054236107152756
225,BASE,14100,14101,14103,stop,124.405,124.268648,-13.635161400789286,13.635161400789286,-1.0,0.02,-2.3759854293239226
226,BASE,14113,14114,14136,stop,124.759,125.316314,55.731384274560014,14.757020744569616,3.77660133703264,0.01,4.858845204327191
226,ADD1,14117,14118,14136,stop,125.007,125.316314,30.931384274559548,15.089165178198982,2.049906930520557,0.01,2.68595962421161
226,ADD2,14118,14119,14119,stop,125.435,125.261672,-17.332796236898673,17.332796236898673,-1.0,0.01,-1.5061364594375137
227,BASE,14166,14167,14171,stop,126.14,125.938896,-20.11038703423793,20.11038703423793,-1.0,0.01,-1.7272122057842105
228,BASE,14208,14209,14227,stop,126.313,126.316074,0.3073528615942678,18.299221236092933,0.016795953097066916,0.01,0.026276496307099394
228,ADD1,14214,14215,14223,stop,126.58,126.40148,-17.851958189105233,17.851958189105233,-1.0,0.01,-1.5250173940879281
229,BASE,14232,14233,14233,stop,126.57,126.449777,-12.022295926401227,12.022295926401227,-1.0,0.02,-2.0527647241848106
230,BASE,14256,14257,14282,stop,127.318,128.6226,130.4600383835961,14.32272751728334,9.10860296868519,0.02,22.0627095279976
230,ADD1,14258,14259,14282,stop,127.742,128.6226,88.06003838359544,16.745617093984322,5.258691745389905,0.01,7.4140386918467
230,ADD2,14259,14260,14282,stop,127.925,128.6226,69.76003838359617,18.128073015843427,3.84817726200837,0.01,5.8660427615913635
231,BASE,14343,14344,14345,stop,128.795,128.486623,-30.83771849972834,30.83771849972834,-1.0,0.01,-2.5813702011973203
232,BASE,14413,14414,14453,stop,128.136,130.40097,226.49703856203018,24.942949678892035,9.080603596522637,0.01,18.61721777032941
232,ADD1,14415,14416,14453,stop,128.46,130.40097,194.0970385620318,26.308971917003987,7.377598758869905,0.01,15.970727777714266
232,ADD2,14424,14425,14453,stop,128.827,130.40097,157.39703856202993,23.408858029830526,6.723823877331168,0.01,12.903988912039988
233,BASE,14538,14539,14587,time,128.789,130.542,175.30000000000143,24.801744292810213,7.068051260040578,0.01,14.386920902642375
233,ADD1,14542,14543,14543,stop,129.537,129.266867,-27.01333347425532,27.01333347425532,-1.0,0.01,-2.2171748793097534
233,ADD2,14550,14551,14599,time,129.62,131.2,158.00000000000125,26.743437526053526,5.907991440744191,0.01,12.911944545111172
234,BASE,14592,14593,14604,stop,130.855,130.781374,-7.362610219058752,19.81175749604631,-0.3716283232584517,0.01,-0.5920331056167611
234,ADD1,14595,14596,14604,stop,130.969,130.781374,-18.762610219059184,19.85981458411743,-0.9447525373204784,0.01,-1.5054088555864273
234,ADD2,14597,14598,14604,stop,131.019,130.832066,-18.693411554670547,18.693411554670547,-1.0,0.01,-1.4970478798617841
235,BASE,14664,14665,14665,stop,129.49,129.269638,-22.03615753331576,22.03615753331576,-1.0,0.01,-1.7770874535573773
236,BASE,14701,14702,14702,stop,129.598,129.38462,-21.338032682234598,21.338032682234598,-1.0,0.01,-1.7391820237033722
237,BASE,14785,14786,14786,stop,127.969,127.762629,-20.63709343976967,20.63709343976967,-1.0,0.01,-1.7225196065339934
238,BASE,14832,14833,14833,stop,127.459,127.264661,-19.433867498847235,19.433867498847235,-1.0,0.01,-1.6339135356428975
239,BASE,14880,14881,14881,stop,127.063,126.910487,-15.251324779028153,15.251324779028153,-1.0,0.01,-1.2888583903185737
240,BASE,14904,14905,14906,stop,128.201,128.028209,-17.279136918318727,17.279136918318727,-1.0,0.01,-1.4485477361784946
241,BASE,14928,14929,14961,stop,128.923,129.71471,79.17098507263631,19.099349746204553,4.1452188752326125,0.01,6.578591388489241
241,ADD1,14932,14933,14961,stop,129.233,129.71471,48.170985072636086,19.128264996390953,2.51831439399887,0.01,3.9938833382232493
241,ADD2,14933,14934,14961,stop,129.235,129.71471,47.97098507263513,18.547674639506795,2.586361147960634,0.01,3.971462340892462
242,BASE,14976,14977,14977,stop,130.836,130.634943,-20.105675377413945,20.105675377413945,-1.0,0.01,-1.6500485814532788
243,BASE,15000,15001,15038,stop,132.233,133.627042,139.40423893919842,20.471988349800085,6.809511443501761,0.01,11.2285331837007
243,ADD1,15004,15005,15006,stop,132.952,132.722108,-22.989209164376234,22.989209164376234,-1.0,0.01,-1.8477966310436573
243,ADD2,15005,15006,15006,stop,132.9,132.674386,-22.561408509778857,22.561408509778857,-1.0,0.01,-1.8144230980249114
244,BASE,15048,15049,15051,stop,134.281,134.023277,-25.77225906739784,25.77225906739784,-1.0,0.01,-2.0549440837599913
245,BASE,15096,15097,15097,stop,134.969,134.725151,-24.384870296205463,24.384870296205463,-1.0,0.01,-1.8946867780191017
246,BASE,15138,15139,15144,stop,135.253,134.941643,-31.1356537995664,31.1356537995664,-1.0,0.01,-2.3979348063308
246,ADD1,15140,15141,15144,stop,135.471,135.158524,-31.2475790414652,31.2475790414652,-1.0,0.01,-2.400636711154105
246,ADD2,15141,15142,15143,stop,135.568,135.261701,-30.629894824215853,30.629894824215853,-1.0,0.01,-2.356171855260901
247,BASE,15201,15202,15250,time,134.782,135.801,101.90000000000055,57.19276865571885,1.7816937769423986,0.01,7.964117642691182
247,ADD1,15216,15217,15217,stop,135.19,134.84306,-34.69400135948604,34.69400135948604,-1.0,0.01,-2.69982822060046
247,ADD2,15248,15249,15273,stop,135.314,135.9919,67.790043510999,19.541493037655755,3.46903091695041,0.01,5.293955637169083
