group,kind,sig_i,entry_i,exit_i,reason,entry_fill,exit_px,net_pips,stop_pips,r_mult,lot,pnl_eur
248,BASE,15347,15348,15349,stop,135.444,135.218129,-22.58708020738709,22.58708020738709,-1.0,0.01,-1.7631186316547858
249,BASE,15360,15361,15361,stop,135.452,135.265147,-18.685320337741018,18.685320337741018,-1.0,0.01,-1.4624748818819842
250,BASE,15393,15394,15413,stop,136.528,136.429806,-9.819370462116694,23.589570882452904,-0.41625896931515743,0.01,-0.7558662964750765
250,ADD1,15397,15398,15398,stop,136.986,136.731788,-25.421218606146567,25.421218606146567,-1.0,0.01,-1.948737740547638
250,ADD2,15398,15399,15399,stop,136.822,136.565517,-25.648274419992845,25.648274419992845,-1.0,0.01,-1.9681723913081561
251,BASE,15480,15481,15488,stop,136.055,135.869931,-18.50689380386541,18.50689380386541,-1.0,0.01,-1.4162056694744038
252,BASE,15535,15536,15538,stop,136.138,135.8842,-25.380000163096383,25.380000163096383,-1.0,0.01,-1.9008198469257493
253,BASE,15564,15565,15566,stop,136.432,136.152107,-27.989297171430394,27.989297171430394,-1.0,0.01,-2.0841411066012925
254,BASE,15577,15578,15578,stop,137.114,136.865683,-24.8316512960173,24.8316512960173,-1.0,0.01,-1.8373849051022195
255,BASE,15636,15637,15638,stop,137.591,137.373747,-21.72527302764422,21.72527302764422,-1.0,0.01,-1.5834556557513446
256,BASE,15648,15649,15678,stop,137.923,138.705424,78.24237282857496,22.952848014480765,3.4088306940913164,0.01,5.68696547875243
256,ADD1,15652,15653,15678,stop,138.243,138.705424,46.2423728285728,23.358837258996346,1.9796521682928871,0.01,3.348594834558486
256,ADD2,15653,15654,15678,stop,138.43,138.705424,27.542372828574457,23.46177745478144,1.1739252442257482,0.01,1.9890511824603605
257,BASE,15767,15768,15769,stop,138.426,138.268208,-15.779156074455614,15.779156074455614,-1.0,0.02,-2.3203374307622786
258,BASE,15850,15851,15852,stop,136.653,136.470325,-18.267540883474,18.267540883474,-1.0,0.01,-1.3568752459939204
259,BASE,15864,15865,15867,stop,137.073,136.891982,-18.101784868466098,18.101784868466098,-1.0,0.01,-1.3396578660155662
260,BASE,15983,15984,15987,stop,133.35,132.975553,-37.44465019599943,37.44465019599943,-1.0,0.01,-2.8439484979047163
261,BASE,16044,16045,16067,stop,134.682,134.726273,4.42728872298801,39.46986008989484,0.11216884764487661,0.01,0.33362886043775525
261,ADD1,16046,16047,16049,stop,135.313,134.911474,-40.152583444856305,40.152583444856305,-1.0,0.01,-3.016147446762037
261,ADD2,16056,16057,16063,stop,135.345,135.043764,-30.123552448341684,30.123552448341684,-1.0,0.01,-2.2656068969607506
262,BASE,16104,16105,16105,stop,135.224,135.057611,-16.638919106452477,16.638919106452477,-1.0,0.01,-1.2579537335912525
263,BASE,16152,16153,16176,stop,133.278,133.313,3.499999999999659,28.74397516677334,0.1217646473632322,0.01,0.27081639236040755
263,ADD1,16154,16155,16156,stop,133.447,133.170437,-27.656284710127466,27.656284710127466,-1.0,0.01,-2.139368568739568
263,ADD2,16162,16163,16176,stop,133.614,133.313,-30.099999999998772,26.75212458430849,-1.1251442817238517,0.01,-2.3137824407229615
264,BASE,16207,16208,16224,stop,133.673,134.157382,48.43822528733597,20.865029664926737,2.3215028238737014,0.01,3.6726124538244043
264,ADD1,16209,16210,16224,stop,134.153,134.157382,0.43822528733414856,22.450969455982772,0.0195192144460991,0.01,0.03310086356871579
264,ADD2,16210,16211,16224,stop,134.211,134.157382,-5.361774712665124,22.12590020912728,-0.2423302402156414,0.01,-0.40434343710379417
265,BASE,16231,16232,16242,stop,134.802,134.828455,2.645543129892758,21.20424173177753,0.12476480712479525,0.01,0.19928754785195313
265,ADD1,16234,16235,16242,stop,134.966,134.828455,-13.754456870105969,21.077958850113987,-0.6525516520795175,0.01,-1.035057047582891
265,ADD2,16235,16236,16237,stop,135.166,134.951848,-21.415247503676937,21.415247503676937,-1.0,0.01,-1.611905463019724
266,BASE,16264,16265,16303,stop,135.648,136.834908,118.69083223328971,25.978870518048325,4.568744901778217,0.01,8.80800707662416
266,ADD1,16272,16273,16303,stop,136.283,136.834908,55.19083223329062,22.12130990288017,2.494917004264057,0.01,4.083945773127738
266,ADD2,16278,16279,16303,stop,136.497,136.834908,33.79083223329076,21.302411985413983,1.5862444241726124,0.01,2.4916909329019807
267,BASE,16320,16321,16333,stop,137.253,137.032464,-22.053636365996,22.053636365996,-1.0,0.01,-1.5988468244251608
267,ADD1,16330,16331,16333,stop,137.454,137.239522,-21.447803022206813,21.447803022206813,-1.0,0.01,-1.549223113880561
267,ADD2,16332,16333,16333,stop,137.527,137.306807,-22.01927913649513,22.01927913649513,-1.0,0.01,-1.5973385602628452
268,BASE,16406,16407,16407,stop,137.306,137.026853,-27.91473181619608,27.91473181619608,-1.0,0.01,-2.0385065372479603
269,BASE,16416,16417,16428,stop,138.385,138.265548,-11.945202631110874,25.09632219665434,-0.47597422990940563,0.01,-0.8565872922883503
269,ADD1,16419,16420,16428,stop,138.587,138.330783,-25.621690913283146,25.621690913283146,-1.0,0.01,-1.8315283619719942
269,ADD2,16420,16421,16425,stop,138.869,138.606584,-26.241570133763048,26.241570133763048,-1.0,0.01,-1.874527495907307
270,BASE,16454,16455,16455,stop,138.897,138.63788,-25.911977626208227,25.911977626208227,-1.0,0.01,-1.8669564376503067
271,BASE,16485,16486,16524,stop,139.077,139.931075,85.40745180849001,20.922184940334887,4.08214782787036,0.01,6.174095553070742
271,ADD1,16487,16488,16496,stop,139.339,139.123441,-21.55586354549257,21.55586354549257,-1.0,0.01,-1.550498908470389
271,ADD2,16488,16489,16495,stop,139.482,139.26041,-22.159016149387867,22.159016149387867,-1.0,0.01,-1.5928416029965784
272,BASE,16564,16565,16601,stop,140.931,143.937038,300.6038454591362,15.465994858539034,19.436437694996894,0.02,42.39370799454475
272,ADD1,16566,16567,16601,stop,141.184,143.937038,275.3038454591348,16.49006699537381,16.69513201713308,0.02,38.79626279516962
272,ADD2,16567,16568,16601,stop,141.545,143.937038,239.20384545913578,19.426490781418693,12.31328128948192,0.01,16.837258946886124
273,BASE,16692,16693,16693,stop,144.416,143.975997,-44.00031752024347,44.00031752024347,-1.0,0.01,-3.0614372514501276
274,BASE,16808,16809,16811,stop,143.668,143.477553,-19.044680351927923,19.044680351927923,-1.0,0.01,-1.3267271317984792
275,BASE,16828,16829,16830,stop,144.027,143.853258,-17.374231084892244,17.374231084892244,-1.0,0.02,-2.4045096758362607
276,BASE,16850,16851,16856,stop,144.568,144.587901,1.9901296623572762,41.493769704317174,0.04796213206317129,0.01,0.13492080796552372
276,ADD1,16853,16854,16856,stop,144.935,144.587901,-34.709870337641746,41.85568951909033,-0.8292748425948309,0.01,-2.3420398803410114
276,ADD2,16854,16855,16856,stop,145.66,145.213554,-44.644568839154886,44.644568839154886,-1.0,0.01,-3.0082476001906993
277,BASE,16896,16897,16945,time,143.802,144.697,89.50000000000102,34.31984173115268,2.6078208839395787,0.01,5.978121152682497
277,ADD1,16900,16901,16901,stop,144.17,143.839557,-33.044340891385104,33.044340891385104,-1.0,0.01,-2.213110895150035
277,ADD2,16906,16907,16908,stop,144.269,143.913632,-35.53681338579224,35.53681338579224,-1.0,0.01,-2.3763497324344836
278,BASE,17016,17017,17021,stop,144.788,144.784489,-0.35114955095423284,15.277324103374212,-0.022985016785542732,0.02,-0.04757693149133567
278,ADD1,17020,17021,17021,stop,144.949,144.771163,-17.783716516984782,17.783716516984782,-1.0,0.02,-2.404543626984978
279,BASE,17101,17102,17124,stop,144.787,144.731317,-5.5683097115576174,15.598150472825978,-0.35698525419781935,0.02,-0.7552294606887686
279,ADD1,17103,17104,17120,stop,144.953,144.794128,-15.887180764835307,15.887180764835307,-1.0,0.02,-2.149391810163674
279,ADD2,17104,17105,17120,stop,144.947,144.78569,-16.13095356734675,16.13095356734675,-1.0,0.02,-2.1820840711316434
280,BASE,17136,17137,17137,stop,145.5,145.346492,-15.350829383115183,15.350829383115183,-1.0,0.02,-2.0572044022252687
281,BASE,17164,17165,17166,stop,145.788,145.666039,-12.196087002294576,12.196087002294576,-1.0,0.03,-2.4288437326470533
282,BASE,17184,17185,17221,stop,146.135,146.963906,82.89058890396461,16.463092530241852,5.03493427809501,0.02,10.997028579656007
282,ADD1,17193,17194,17221,stop,146.376,146.963906,58.79058890396607,17.164656537084966,3.425095560575099,0.02,7.792014021083799
282,ADD2,17194,17195,17195,stop,146.532,146.357828,-17.417181070149468,17.417181070149468,-1.0,0.02,-2.3077963919171043
283,BASE,17240,17241,17289,stop,147.694,148.790458,109.64576559456987,21.03576732354213,5.212349229203541,0.01,7.239242560982595
283,ADD1,17243,17244,17289,stop,147.81,148.790458,98.04576559457132,21.35064898317296,4.5921679323117495,0.01,6.450220347662005
283,ADD2,17245,17246,17289,stop,147.976,148.790458,81.4457655945688,22.531426929367626,3.6147628754223193,0.01,5.340183083122069
284,BASE,17309,17310,17335,stop,149.305,149.661636,35.66360491882392,14.332062571898518,2.4883790968615402,0.02,4.692367324602241
284,ADD1,17314,17315,17335,stop,149.584,149.661636,7.763604918824285,15.281043256732119,0.5080546392278551,0.02,1.0145433140452822
284,ADD2,17315,17316,17335,stop,149.624,149.661636,3.7636049188222387,15.610968738394604,0.24108721129943658,0.02,0.4911703233758742
285,BASE,17355,17356,17365,stop,150.368,151.216123,84.81230460335212,13.774244018719628,6.157311028328636,0.02,11.017901437330375
285,ADD1,17359,17360,17365,stop,150.486,151.216123,73.01230460335262,13.074757481743404,5.584218652261921,0.02,9.463373753048053
285,ADD2,17360,17361,17361,stop,150.943,150.781663,-16.133703375905384,16.133703375905384,-1.0,0.02,-2.085700634630933
286,BASE,17479,17480,17521,stop,147.081,148.215555,113.45545751981376,38.14521074609445,2.974304121033859,0.01,7.640598210167332
286,ADD1,17481,17482,17483,stop,147.682,147.282294,-39.97061538821356,39.97061538821356,-1.0,0.01,-2.6936930936084424
286,ADD2,17496,17497,17499,stop,148.229,147.927782,-30.121787872215577,30.121787872215577,-1.0,0.01,-2.0256181807418834
287,BASE,17575,17576,17598,stop,147.906,147.707021,-19.897943003422824,33.96799140470819,-0.5857850929821196,0.01,-1.3133289871746021
287,ADD1,17577,17578,17582,stop,148.239,147.905439,-33.3560742214047,33.3560742214047,-1.0,0.01,-2.1939712691156656
287,ADD2,17578,17579,17581,stop,148.297,147.966765,-33.02349749130542,33.02349749130542,-1.0,0.01,-2.1718176078292135
288,BASE,17820,17821,17821,stop,140.314,139.947448,-36.655235086297466,36.655235086297466,-1.0,0.01,-2.691986217732503
289,BASE,17860,17861,17888,stop,140.444,141.525211,108.12105710402307,22.049478394299626,4.903565298486844,0.01,7.906613388839461
289,ADD1,17862,17863,17888,stop,140.826,141.525211,69.92105710402257,22.72072371753211,3.077413288999638,0.01,5.093132938464648
289,ADD2,17863,17864,17888,stop,140.861,141.525211,66.4210571040229,22.519243451995408,2.9495243588273126,0.01,4.832577439241915
290,BASE,17961,17962,17968,stop,139.396,139.083531,-31.24687873102232,31.24687873102232,-1.0,0.01,-2.3317300886790786
290,ADD1,17963,17964,17964,stop,139.588,139.273718,-31.428176048689238,31.428176048689238,-1.0,0.01,-2.3446986465688773
291,BASE,18037,18038,18038,stop,139.392,139.066924,-32.50762077854574,32.50762077854574,-1.0,0.01,-2.4185552236126187
292,BASE,18111,18112,18131,stop,136.328,136.400517,7.251657400502154,39.48082095818961,0.18367544606485503,0.01,0.5594779039018575
292,ADD1,18113,18114,18131,stop,136.637,136.400517,-23.648342599497596,38.608462969051516,-0.6125170695982918,0.01,-1.8162442068470055
292,ADD2,18122,18123,18128,stop,136.983,136.635573,-34.74271924316383,34.74271924316383,-1.0,0.01,-2.664619261794652
293,BASE,18148,18149,18157,stop,137.414,137.116353,-29.76468808137156,29.76468808137156,-1.0,0.01,-2.2676815609666434
293,ADD1,18150,18151,18151,stop,137.641,137.329708,-31.12924635587717,31.12924635587717,-1.0,0.01,-2.368156833222337
294,BASE,18217,18218,18253,stop,136.865,137.216541,35.1540989820478,28.16746444481737,1.2480391712544054,0.01,2.699132207754176
294,ADD1,18229,18230,18253,stop,137.022,137.216541,19.45409898204673,25.54176200148106,0.7616584549225174,0.01,1.4986575693692217
294,ADD2,18231,18232,18253,stop,137.409,137.216541,-19.245901017953315,26.364580501277146,-0.7299907926477727,0.01,-1.473184867043388
295,BASE,18296,18297,18314,stop,136.462,137.247563,78.55630426808204,32.67021912903658,2.40452333539027,0.01,6.103262155625882
295,ADD1,18298,18299,18300,stop,136.776,136.453966,-32.20340322860977,32.20340322860977,-1.0,0.01,-2.502926915746471
295,ADD2,18303,18304,18314,stop,137.618,137.247563,-37.04369573191855,39.54344022386351,-0.9367848503369105,0.01,-2.8603723784935
296,BASE,18360,18361,18362,stop,137.333,137.07985,-25.314994394312862,25.314994394312862,-1.0,0.01,-1.955123442495028
297,BASE,18422,18423,18456,stop,132.336,132.652079,31.607854607958075,28.849549409082442,1.095609992369838,0.01,2.5351189921001405
297,ADD1,18432,18433,18456,stop,132.596,132.652079,5.607854607958984,25.283422957517132,0.22179965969725182,0.01,0.44767123525872443
297,ADD2,18433,18434,18456,stop,132.658,132.652079,-0.5921453920421982,25.563178460549807,-0.0231639971123318,0.01,-0.04732788612315111
298,BASE,18466,18467,18469,stop,133.164,132.966002,-19.79979425829015,19.79979425829015,-1.0,0.01,-1.5802678533002437
299,BASE,18488,18489,18516,stop,133.104,133.683238,57.92376843110105,17.61739517275487,3.2878735966983132,0.01,4.633231649498154
299,ADD1,18490,18491,18516,stop,133.295,133.683238,38.8237684311008,17.614488694874808,2.204081486759087,0.01,3.1072124485468193
299,ADD2,18493,18494,18495,stop,133.468,133.294086,-17.391410955772812,17.391410955772812,-1.0,0.01,-1.384419382983926
300,BASE,18623,18624,18624,stop,131.305,130.966794,-33.820609898853604,33.820609898853604,-1.0,0.01,-2.7237654084737044
301,BASE,18639,18640,18685,stop,132.02,133.73385,171.38501125237724,41.90806700959513,4.089547036687173,0.01,13.761099042157095
301,ADD1,18641,18642,18647,stop,132.557,132.127726,-42.92736390113134,42.92736390113134,-1.0,0.01,-3.4387904977662664
301,ADD2,18656,18657,18685,stop,132.598,133.73385,113.58501125237694,36.33172333172183,3.1263315041597264,0.01,9.095559898575432
302,BASE,18745,18746,18749,stop,132.398,132.137087,-26.091316338906267,26.091316338906267,-1.0,0.01,-2.1123697565387585
303,BASE,18841,18842,18846,stop,128.812,128.527193,-28.480717431088465,28.480717431088465,-1.0,0.01,-2.390222510315673
304,BASE,18866,18867,18871,stop,130.54,130.059501,-48.04991953264448,48.04991953264448,-1.0,0.01,-3.949803853696873
304,ADD1,18868,18869,18869,stop,131.345,130.840733,-50.42671633171665,50.42671633171665,-1.0,0.01,-4.152845093492571
305,BASE,18913,18914,18930,stop,128.844,129.517423,67.34225305405914,28.092487191520377,2.3971623656870857,0.01,5.66614497421858
305,ADD1,18916,18917,18919,stop,129.06,128.797097,-26.29030406696984,26.29030406696984,-1.0,0.01,-2.204112138377085
305,ADD2,18917,18918,18919,stop,129.177,128.911519,-26.54813949075958,26.54813949075958,-1.0,0.01,-2.2270815920353613
306,BASE,18949,18950,18962,stop,130.505,130.187855,-31.714548679164523,31.714548679164523,-1.0,0.01,-2.6345069485824686
307,BASE,18974,18975,18975,stop,131.076,130.773949,-30.205054132977693,30.205054132977693,-1.0,0.01,-2.5182681132920495
308,BASE,19024,19025,19026,stop,130.407,130.070141,-33.685924541936174,33.685924541936174,-1.0,0.01,-2.807694517776128
309,BASE,19057,19058,19058,stop,130.234,130.030673,-20.33273227362713,20.33273227362713,-1.0,0.01,-1.6995425428776931
310,BASE,19165,19166,19203,stop,129.951,132.148514,219.75142286828486,31.813294034841988,6.907534398280562,0.01,18.276057128047547
310,ADD1,19167,19168,19203,stop,131.078,132.148514,107.05142286828675,37.668605570860336,2.8419268843628114,0.01,8.864762077702693
310,ADD2,19169,19170,19203,stop,131.057,132.148514,109.15142286828541,35.94231806875143,3.036849839776545,0.01,9.00581659193482
311,BASE,19248,19249,19253,stop,131.516,131.276185,-23.98145738101789,23.98145738101789,-1.0,0.01,-1.9538825985075727
312,BASE,19273,19274,19279,stop,131.633,131.367457,-26.554252826394986,26.554252826394986,-1.0,0.01,-2.1643311091252118
313,BASE,19297,19298,19320,stop,131.686,132.179432,49.343224648606565,28.2468438410433,1.7468579826575084,0.01,3.995798136253774
313,ADD1,19299,19300,19320,stop,132.033,132.179432,14.643224648605724,28.43477861804331,0.5149758626681853,0.01,1.181595878792468
313,ADD2,19300,19301,19320,stop,132.143,132.179432,3.6432246486072017,27.48943728818176,0.13253180159397057,0.01,0.2939500691812324
314,BASE,19334,19335,19335,stop,132.745,132.379065,-36.5935055191585,36.5935055191585,-1.0,0.01,-2.963295654914879
315,BASE,19350,19351,19376,stop,133.322,133.678343,35.634337316329834,29.108171391717974,1.2242039129420792,0.01,2.86194977679813
315,ADD1,19356,19357,19376,stop,133.682,133.678343,-0.36566268367153043,26.76853109502133,-0.01366016993511982,0.01,-0.029221609758231598
315,ADD2,19357,19358,19376,stop,133.908,133.678343,-22.96566268367144,28.413636016804844,-0.8082620144105711,0.01,-1.8294732676246814
316,BASE,19382,19383,19383,stop,134.357,134.104479,-25.25210328941796,25.25210328941796,-1.0,0.01,-2.004990318405607
317,BASE,19393,19394,19407,stop,134.641,134.417166,-22.383356410759347,25.843503611162078,-0.8661115283568496,0.01,-1.7711876604393264
317,ADD1,19399,19400,19405,stop,134.805,134.582728,-22.227197893985817,22.227197893985817,-1.0,0.01,-1.7526371409151442
317,ADD2,19400,19401,19405,stop,134.876,134.652747,-22.325255187271864,22.325255187271864,-1.0,0.01,-1.7615240325359294
318,BASE,19447,19448,19464,stop,134.593,134.65291,5.991026774722741,17.227504060477372,0.3477594173648815,0.01,0.47449736190621866
318,ADD1,19453,19454,19455,stop,134.868,134.680826,-18.717416750070015,18.717416750070015,-1.0,0.01,-1.4764946482735584
318,ADD2,19454,19455,19455,stop,135.16,134.955553,-20.444744125063607,20.444744125063607,-1.0,0.01,-1.6172732952203834
319,BASE,19500,19501,19502,stop,134.994,134.854883,-13.911694111163797,14.88368506554707,-0.934694200387695,0.02,-2.1826193476976368
320,BASE,19523,19524,19549,stop,135.409,135.941379,53.237883383891926,23.73251334871327,2.2432467476850015,0.01,4.149815699859688
320,ADD1,19525,19526,19549,stop,135.888,135.941379,5.337883383893427,28.12038140781965,0.18982258122605267,0.01,0.4133369157438793
320,ADD2,19526,19527,19549,stop,136.186,135.941379,-24.462116616106755,30.283211307261126,-0.8077781569433944,0.01,-1.8928583242032455
321,BASE,19567,19568,19575,stop,136.758,136.569825,-18.817526205782542,18.817526205782542,-1.0,0.01,-1.4589880094419767
322,BASE,19612,19613,19617,stop,136.447,136.236587,-21.041283115425813,21.041283115425813,-1.0,0.01,-1.6396825052693347
322,ADD1,19614,19615,19616,stop,136.741,136.531746,-20.92539207401387,20.92539207401387,-1.0,0.01,-1.6278092625804712
322,ADD2,19615,19616,19616,stop,136.79,136.579764,-21.023578354441952,21.023578354441952,-1.0,0.01,-1.640112155148599
323,BASE,19692,19693,19715,stop,136.17,137.247323,107.73233088734457,19.50438853437504,5.5234918386431,0.01,8.438688363086838
323,ADD1,19695,19696,19715,stop,136.786,137.247323,46.13233088734603,23.305663852048042,1.9794471927600568,0.01,3.5692189418873923
323,ADD2,19696,19697,19697,stop,136.914,136.676376,-23.76240214833274,23.76240214833274,-1.0,0.01,-1.8355636978904495
324,BASE,19831,19832,19833,stop,134.881,134.557126,-32.387418503031995,32.387418503031995,-1.0,0.01,-2.5831338806652417
325,BASE,19944,19945,19946,stop,132.535,132.263895,-27.110466418153578,27.110466418153578,-1.0,0.01,-2.2020659361174686
326,BASE,20017,20018,20019,stop,130.884,130.62548,-25.85198370948376,25.85198370948376,-1.0,0.01,-2.1289008013777204
327,BASE,20064,20065,20095,stop,131.317,132.223614,90.66135067970151,24.742948989378988,3.6641287470874335,0.01,7.48063718642298
327,ADD1,20066,20067,20095,stop,131.719,132.223614,50.46135067969999,26.300808057169434,1.9186235863937475,0.01,4.153670394132451
327,ADD2,20069,20070,20073,stop,131.9,131.652819,-24.718139687172425,24.718139687172425,-1.0,0.01,-2.0295049491646946
328,BASE,20098,20099,20105,stop,132.585,132.35154,-23.346017833171118,23.346017833171118,-1.0,0.01,-1.9156935129316044
328,ADD1,20100,20101,20104,stop,132.77,132.533777,-23.62233170309196,23.62233170309196,-1.0,0.01,-1.943461271236496
329,BASE,20112,20113,20114,stop,133.246,132.996274,-24.972590466236966,24.972590466236966,-1.0,0.01,-2.047657101568345
330,BASE,20142,20143,20145,stop,133.595,133.346238,-24.876196641906745,24.876196641906745,-1.0,0.01,-2.0145067695513568
331,BASE,20222,20223,20263,stop,131.762,132.265649,50.364910741325275,26.402100433080022,1.9076099975069216,0.01,4.179857285666439
331,ADD1,20244,20245,20263,stop,132.128,132.265649,13.764910741323888,21.617309409501217,0.636754115906485,0.01,1.1351511922917377
331,ADD2,20256,20257,20263,stop,132.606,132.428871,-17.712882633668414,17.712882633668414,-1.0,0.01,-1.456278320328841
332,BASE,20306,20307,20308,stop,133.895,133.70897,-18.60298553224311,18.60298553224311,-1.0,0.01,-1.5174466501416908
333,BASE,20366,20367,20408,stop,133.467,134.171569,70.45693000297035,27.810946806360448,2.533424356011376,0.01,5.796361008827671
333,ADD1,20368,20369,20408,stop,133.789,134.171569,38.25693000297008,27.479336787118314,1.3922071809572951,0.01,3.1401851928559856
333,ADD2,20376,20377,20408,stop,133.851,134.171569,32.0569300029689,19.194915735880613,1.6700740156439249,0.01,2.625173611522169
334,BASE,20430,20431,20436,stop,134.617,134.549178,-6.782222564331164,16.049917152975013,-0.42257056529877546,0.01,-0.5518178931272301
334,ADD1,20432,20433,20435,stop,134.897,134.723835,-17.316510198227775,17.316510198227775,-1.0,0.01,-1.4072097460199866
334,ADD2,20433,20434,20436,stop,134.801,134.612704,-18.82961661264062,18.82961661264062,-1.0,0.01,-1.5269664916679888
335,BASE,20506,20507,20510,stop,134.595,134.405669,-18.93313106553194,18.93313106553194,-1.0,0.01,-1.548836555329683
336,BASE,20576,20577,20578,stop,133.882,133.678908,-20.30920613435967,20.30920613435967,-1.0,0.01,-1.6770201401814584
337,BASE,20593,20594,20594,stop,134.203,133.958991,-24.40091693688089,24.40091693688089,-1.0,0.01,-2.0053813284163584
338,BASE,20616,20617,20654,stop,136.67,137.149256,47.925589074347386,26.672866863813738,1.7967918229054922,0.01,3.85935841833587
338,ADD1,20618,20619,20626,stop,136.883,136.623382,-25.961808673392284,25.961808673392284,-1.0,0.01,-2.0876535274143904
338,ADD2,20619,20620,20626,stop,136.886,136.63264,-25.335965196720167,25.335965196720167,-1.0,0.01,-2.0386925572320465
339,BASE,20724,20725,20725,stop,134.979,134.718609,-26.039058929379166,26.039058929379166,-1.0,0.01,-2.1201512280413133
340,BASE,20736,20737,20741,stop,134.903,134.710957,-19.204348616062816,19.204348616062816,-1.0,0.01,-1.569357009724728
341,BASE,20760,20761,20761,stop,135.218,135.046076,-17.192417242256397,17.192417242256397,-1.0,0.01,-1.3991554328146416
342,BASE,20789,20790,20792,stop,135.345,135.19582,-14.918008468694666,14.918008468694666,-1.0,0.02,-2.4169148330109085
343,BASE,20838,20839,20868,stop,134.803,135.791374,98.83737315761039,17.902603960763486,5.520837827515417,0.01,8.009580376745909
343,ADD1,20843,20844,20845,stop,134.935,134.760067,-17.49329284748171,17.49329284748171,-1.0,0.01,-1.41171100086086
343,ADD2,20844,20845,20845,stop,134.983,134.808705,-17.42948621551932,17.42948621551932,-1.0,0.01,-1.408140694278767
344,BASE,20894,20895,20898,stop,136.486,136.301845,-18.415513561078,18.415513561078,-1.0,0.01,-1.4645493334484998
345,BASE,20909,20910,20958,stop,136.798,138.171391,137.33909037847525,15.226429504662065,9.01978302506339,0.02,21.787936682804084
345,ADD1,20911,20912,20958,stop,136.993,138.171391,117.83909037847309,16.048298909632308,7.342777639052149,0.01,9.318459306792073
345,ADD2,20912,20913,20914,stop,137.055,136.89398,-16.101991844658414,16.101991844658414,-1.0,0.01,-1.2728261326953714
346,BASE,20991,20992,20993,stop,138.666,138.424201,-24.17992127996058,24.17992127996058,-1.0,0.01,-1.8860048886796108
347,BASE,21001,21002,21003,stop,138.82,138.601905,-21.809506844886073,21.809506844886073,-1.0,0.01,-1.6988754232435368
348,BASE,21038,21039,21046,stop,138.999,138.8314,-16.759971393960882,21.60281253540859,-0.7758235816049445,0.01,-1.296406546617951
348,ADD1,21040,21041,21042,stop,139.316,139.094073,-22.192731216753714,22.192731216753714,-1.0,0.01,-1.7138983539212536
348,ADD2,21044,21045,21046,stop,139.455,139.233092,-22.190758961934876,22.190758961934876,-1.0,0.01,-1.7116260728128896
349,BASE,21049,21050,21055,stop,139.607,139.361954,-24.5045748558141,24.5045748558141,-1.0,0.01,-1.885908510892951
350,BASE,21084,21085,21101,stop,140.083,140.348533,26.553281901465198,22.17159958738648,1.1976258996022766,0.01,2.033359595330189
350,ADD1,21086,21087,21101,stop,140.502,140.348533,-15.346718098533074,24.800511889122845,-0.6188065055731341,0.01,-1.169180677429977
350,ADD2,21087,21088,21101,stop,140.544,140.348533,-19.546718098533233,24.70761818275662,-0.7911211009475141,0.01,-1.489784858931695
351,BASE,21126,21127,21127,stop,140.392,140.190898,-20.110169935841782,20.110169935841782,-1.0,0.01,-1.5322498507796518
352,BASE,21209,21210,21230,stop,139.999,139.910498,-8.85023647965113,24.984918481740692,-0.35422314810108346,0.01,-0.6771831268812845
352,ADD1,21222,21223,21228,stop,140.35,140.169685,-18.031462129209785,18.031462129209785,-1.0,0.01,-1.3728588594740465
352,ADD2,21223,21224,21224,stop,140.418,140.242351,-17.564929119981798,17.564929119981798,-1.0,0.01,-1.3386649471265875
353,BASE,21279,21280,21292,stop,139.987,139.740667,-24.6333091812744,24.6333091812744,-1.0,0.01,-1.8806207010835976
353,ADD1,21283,21284,21285,stop,140.249,140.021511,-22.74888441082794,22.74888441082794,-1.0,0.01,-1.737303598344766
354,BASE,21349,21350,21359,stop,139.67,139.46899,-20.101006920910436,20.101006920910436,-1.0,0.01,-1.5489889087515605
355,BASE,21372,21373,21396,stop,139.162,139.788362,62.63622943449718,20.880607135941887,2.9997321929725476,0.01,4.84754899174746
355,ADD1,21374,21375,21396,stop,139.823,139.788362,-3.463770565502955,25.016952071297283,-0.13845693734517905,0.01,-0.2672936614148042
355,ADD2,21375,21376,21396,stop,140.009,139.788362,-22.06377056550366,25.651455494775632,-0.8601371789603648,0.01,-1.7025318491178956
356,BASE,21408,21409,21420,stop,140.372,140.736385,36.43853784056432,23.028607254613576,1.5823161790761004,0.01,2.800209273019112
356,ADD1,21410,21411,21420,stop,141.057,140.792799,-26.420074622600964,26.420074622600964,-1.0,0.01,-2.02494913247801
356,ADD2,21411,21412,21420,stop,141.083,140.827671,-25.53292643527243,25.53292643527243,-1.0,0.01,-1.9542625865828296
357,BASE,21446,21447,21482,stop,141.506,141.792173,28.61727379983563,32.25455660856653,0.8872319699547545,0.01,2.204766802097713
357,ADD1,21450,21451,21460,stop,141.8,141.504775,-29.522453959216932,29.522453959216932,-1.0,0.01,-2.277467856576638
357,ADD2,21452,21453,21459,stop,141.804,141.53426,-26.97395264850968,26.97395264850968,-1.0,0.01,-2.08068200210402
358,BASE,21517,21518,21518,stop,142.259,142.029809,-22.919107468467814,22.919107468467814,-1.0,0.01,-1.762501919135352
359,BASE,21541,21542,21559,stop,142.301,142.815343,51.43434871440604,22.104567368987205,2.3268652064445576,0.01,3.9555462558418677
359,ADD1,21543,21544,21559,stop,142.896,142.815343,-8.065651285593844,23.372815741626596,-0.3450868468204733,0.01,-0.6177991272577799
