DATE,CONTRACT,SIDE,SIGNAL_TS,ACTIVATION_TS,ENTRY_TS,ENTRY_BID,ENTRY_ASK,ENTRY_SPREAD,ENTRY,STOP,ATR,Z,EXPLAIN,EXIT_TS,EXIT_BID,EXIT_ASK,EXIT_SPREAD,EXIT_REASON,EXIT,PNL_BASE_PTS,PNL_CONSERVATIVE_PTS,PNL_STRESS_PTS,ENTRY_BASE,ENTRY_CONSERVATIVE,ENTRY_STRESS,EXIT_BASE,EXIT_CONSERVATIVE,EXIT_STRESS
2021-04-29,NQM1,LONG,2021-04-29 13:35:00+00:00,2021-04-29 13:40:00+00:00,2021-04-29 13:40:00+00:00,14017.0,14017.25,0.25,"{'BASE': 14017.25, 'CONSERVATIVE': 14017.5, 'STRESS': 14017.75}",14011.0,175.73214285714286,1.794901895818869,"O01 LONG entry 14017.25, stop 14011.00, chandelier 13854.27, exit 14009.00 (STOP); paper PnL BASE -9.25 pts",2021-04-29 13:45:37+00:00,14009.0,14009.5,0.5,STOP,"{'BASE': 14009.0, 'CONSERVATIVE': 14008.75, 'STRESS': 14008.5}",-9.25,-9.75,-10.25,14017.25,14017.5,14017.75,14009.0,14008.75,14008.5
2021-05-14,NQM1,LONG,2021-05-14 13:35:00+00:00,2021-05-14 13:40:00+00:00,2021-05-14 13:40:00+00:00,13238.75,13239.25,0.5,"{'BASE': 13239.25, 'CONSERVATIVE': 13239.5, 'STRESS': 13239.75}",13214.0,228.375,1.5225284797359888,"O01 LONG entry 13239.25, stop 13214.00, chandelier n/a, exit 13213.00 (STOP); paper PnL BASE -27.25 pts",2021-05-14 13:42:06+00:00,13213.0,13213.5,0.5,STOP,"{'BASE': 13213.0, 'CONSERVATIVE': 13212.75, 'STRESS': 13212.5}",-27.25,-27.75,-28.25,13239.25,13239.5,13239.75,13213.0,13212.75,13212.5
2021-05-19,NQM1,SHORT,2021-05-19 13:35:00+00:00,2021-05-19 13:40:00+00:00,2021-05-19 13:40:00+00:00,13006.25,13006.75,0.5,"{'BASE': 13006.25, 'CONSERVATIVE': 13006.0, 'STRESS': 13005.75}",13048.25,255.0,-2.11476336251824,"O01 SHORT entry 13006.25, stop 13048.25, chandelier n/a, exit 13052.00 (STOP); paper PnL BASE -46.75 pts",2021-05-19 13:43:10+00:00,13051.25,13052.0,0.75,STOP,"{'BASE': 13052.0, 'CONSERVATIVE': 13052.25, 'STRESS': 13052.5}",-46.75,-47.25,-47.75,13006.25,13006.0,13005.75,13052.0,13052.25,13052.5
2021-07-07,NQU1,LONG,2021-07-07 13:35:00+00:00,2021-07-07 13:40:00+00:00,2021-07-07 13:40:00+00:00,14834.5,14835.25,0.75,"{'BASE': 14835.25, 'CONSERVATIVE': 14835.5, 'STRESS': 14835.75}",14817.5,135.5,1.9942289661553143,"O01 LONG entry 14835.25, stop 14817.50, chandelier 14717.50, exit 14814.50 (STOP); paper PnL BASE -21.75 pts",2021-07-07 14:03:11+00:00,14814.5,14814.75,0.25,STOP,"{'BASE': 14814.5, 'CONSERVATIVE': 14814.25, 'STRESS': 14814.0}",-21.75,-22.25,-22.75,14835.25,14835.5,14835.75,14814.5,14814.25,14814.0
2021-09-10,NQU1,LONG,2021-09-10 13:35:00+00:00,2021-09-10 13:40:00+00:00,2021-09-10 13:40:00+00:00,15661.5,15662.0,0.5,"{'BASE': 15662.0, 'CONSERVATIVE': 15662.25, 'STRESS': 15662.5}",15637.25,124.07142857142857,1.5921157109345094,"O01 LONG entry 15662.00, stop 15637.25, chandelier 15539.93, exit 15637.00 (STOP); paper PnL BASE -26.00 pts",2021-09-10 14:02:45+00:00,15637.0,15637.5,0.5,STOP,"{'BASE': 15637.0, 'CONSERVATIVE': 15636.75, 'STRESS': 15636.5}",-26.0,-26.5,-27.0,15662.0,15662.25,15662.5,15637.0,15636.75,15636.5
2021-09-13,NQU1,LONG,2021-09-13 13:35:00+00:00,2021-09-13 13:40:00+00:00,2021-09-13 13:40:00+00:00,15485.5,15486.25,0.75,"{'BASE': 15486.25, 'CONSERVATIVE': 15486.5, 'STRESS': 15486.75}",15485.25,122.67857142857143,2.0056720678000697,"O01 LONG entry 15486.25, stop 15485.25, chandelier n/a, exit 15483.75 (STOP); paper PnL BASE -3.50 pts",2021-09-13 13:40:49+00:00,15483.75,15484.25,0.5,STOP,"{'BASE': 15483.75, 'CONSERVATIVE': 15483.5, 'STRESS': 15483.25}",-3.5,-4.0,-4.5,15486.25,15486.5,15486.75,15483.75,15483.5,15483.25
2021-09-24,NQZ1,SHORT,2021-09-24 13:35:00+00:00,2021-09-24 13:40:00+00:00,2021-09-24 13:40:00+00:00,15222.25,15222.75,0.5,"{'BASE': 15222.25, 'CONSERVATIVE': 15222.0, 'STRESS': 15221.75}",15242.75,195.17857142857142,-1.3917280682711117,"O01 SHORT entry 15222.25, stop 15242.75, chandelier 15392.68, exit 15244.25 (STOP); paper PnL BASE -23.00 pts",2021-09-24 13:59:19+00:00,15244.0,15244.25,0.25,STOP,"{'BASE': 15244.25, 'CONSERVATIVE': 15244.5, 'STRESS': 15244.75}",-23.0,-23.5,-24.0,15222.25,15222.0,15221.75,15244.25,15244.5,15244.75
2021-09-28,NQZ1,SHORT,2021-09-28 13:35:00+00:00,2021-09-28 13:40:00+00:00,2021-09-28 13:40:00+00:00,14969.0,14969.75,0.75,"{'BASE': 14969.0, 'CONSERVATIVE': 14968.75, 'STRESS': 14968.5}",15029.0,211.33928571428572,-2.2976845439084146,"O01 SHORT entry 14969.00, stop 15029.00, chandelier 14952.09, exit 14763.50 (EOD); paper PnL BASE +204.50 pts",2021-09-28 20:00:00+00:00,14763.5,14763.5,0.0,EOD,"{'BASE': 14763.5, 'CONSERVATIVE': 14763.75, 'STRESS': 14764.0}",204.5,204.0,203.5,14969.0,14968.75,14968.5,14763.5,14763.75,14764.0
2021-10-06,NQZ1,SHORT,2021-10-06 13:35:00+00:00,2021-10-06 13:40:00+00:00,2021-10-06 13:40:00+00:00,14609.75,14610.0,0.25,"{'BASE': 14609.75, 'CONSERVATIVE': 14609.5, 'STRESS': 14609.25}",14611.75,262.0357142857143,-1.4014068598602993,"O01 SHORT entry 14609.75, stop 14611.75, chandelier n/a, exit 14616.50 (STOP); paper PnL BASE -7.75 pts",2021-10-06 13:40:02+00:00,14616.0,14616.5,0.5,STOP,"{'BASE': 14616.5, 'CONSERVATIVE': 14616.75, 'STRESS': 14617.0}",-7.75,-8.25,-8.75,14609.75,14609.5,14609.25,14616.5,14616.75,14617.0
2021-10-07,NQZ1,LONG,2021-10-07 13:35:00+00:00,2021-10-07 13:40:00+00:00,2021-10-07 13:40:00+00:00,14916.75,14917.25,0.5,"{'BASE': 14917.25, 'CONSERVATIVE': 14917.5, 'STRESS': 14917.75}",14859.25,269.7142857142857,1.4988848125959175,"O01 LONG entry 14917.25, stop 14859.25, chandelier 14731.54, exit 14886.75 (EOD); paper PnL BASE -31.50 pts",2021-10-07 20:00:00+00:00,14886.75,14886.75,0.0,EOD,"{'BASE': 14886.75, 'CONSERVATIVE': 14886.5, 'STRESS': 14886.25}",-31.5,-32.0,-32.5,14917.25,14917.5,14917.75,14886.75,14886.5,14886.25
2021-10-14,NQZ1,LONG,2021-10-14 13:35:00+00:00,2021-10-14 13:40:00+00:00,2021-10-14 13:40:00+00:00,14911.75,14912.25,0.5,"{'BASE': 14912.25, 'CONSERVATIVE': 14912.5, 'STRESS': 14912.75}",14890.5,237.42857142857142,1.659231641777695,"O01 LONG entry 14912.25, stop 14890.50, chandelier 14811.32, exit 15037.00 (EOD); paper PnL BASE +123.75 pts",2021-10-14 20:00:00+00:00,15037.0,15037.0,0.0,EOD,"{'BASE': 15037.0, 'CONSERVATIVE': 15036.75, 'STRESS': 15036.5}",123.75,123.25,122.75,14912.25,14912.5,14912.75,15037.0,15036.75,15036.5
2021-11-18,NQZ1,LONG,2021-11-18 14:35:00+00:00,2021-11-18 14:40:00+00:00,2021-11-18 14:40:00+00:00,16382.5,16383.0,0.5,"{'BASE': 16383.0, 'CONSERVATIVE': 16383.25, 'STRESS': 16383.5}",16353.25,182.55357142857142,1.0110494459726371,"O01 LONG entry 16383.00, stop 16353.25, chandelier 16238.45, exit 16352.00 (STOP); paper PnL BASE -32.00 pts",2021-11-18 15:10:24+00:00,16352.0,16352.25,0.25,STOP,"{'BASE': 16352.0, 'CONSERVATIVE': 16351.75, 'STRESS': 16351.5}",-32.0,-32.5,-33.0,16383.0,16383.25,16383.5,16352.0,16351.75,16351.5
2021-11-26,NQZ1,SHORT,2021-11-26 14:35:00+00:00,2021-11-26 14:40:00+00:00,2021-11-26 14:40:00+00:00,16261.25,16261.75,0.5,"{'BASE': 16261.25, 'CONSERVATIVE': 16261.0, 'STRESS': 16260.75}",16307.5,201.78571428571428,-2.3196590129787134,"O01 SHORT: overnight return z=-2.32, premarket-width condition passed.",,,,,,,,,,16261.25,16261.0,16260.75,,,
2021-12-01,NQZ1,LONG,2021-12-01 14:35:00+00:00,2021-12-01 14:40:00+00:00,2021-12-01 14:40:00+00:00,16287.75,16288.5,0.75,"{'BASE': 16288.5, 'CONSERVATIVE': 16288.75, 'STRESS': 16289.0}",16270.5,211.73214285714286,2.5269479163824875,"O01 LONG entry 16288.50, stop 16270.50, chandelier 16215.77, exit 16268.00 (STOP); paper PnL BASE -21.50 pts",2021-12-01 17:55:15+00:00,16268.0,16268.5,0.5,STOP,"{'BASE': 16268.0, 'CONSERVATIVE': 16267.75, 'STRESS': 16267.5}",-21.5,-22.0,-22.5,16288.5,16288.75,16289.0,16268.0,16267.75,16267.5
2021-12-07,NQZ1,LONG,2021-12-07 14:35:00+00:00,2021-12-07 14:40:00+00:00,2021-12-07 14:40:00+00:00,16141.5,16142.0,0.5,"{'BASE': 16142.0, 'CONSERVATIVE': 16142.25, 'STRESS': 16142.5}",16119.0,283.07142857142856,3.251837524739726,"O01 LONG entry 16142.00, stop 16119.00, chandelier 16061.18, exit 16321.25 (EOD); paper PnL BASE +178.25 pts",2021-12-07 21:00:00+00:00,16321.25,16321.25,0.0,EOD,"{'BASE': 16321.25, 'CONSERVATIVE': 16321.0, 'STRESS': 16320.75}",178.25,177.75,177.25,16142.0,16142.25,16142.5,16321.25,16321.0,16320.75
2021-12-20,NQH2,SHORT,2021-12-20 14:35:00+00:00,2021-12-20 14:40:00+00:00,2021-12-20 14:40:00+00:00,15630.0,15630.75,0.75,"{'BASE': 15630.0, 'CONSERVATIVE': 15629.75, 'STRESS': 15629.5}",15635.0,372.35714285714283,-1.783480930876509,"O01 SHORT entry 15630.00, stop 15635.00, chandelier n/a, exit 15636.25 (STOP); paper PnL BASE -7.25 pts",2021-12-20 14:43:41+00:00,15635.75,15636.25,0.5,STOP,"{'BASE': 15636.25, 'CONSERVATIVE': 15636.5, 'STRESS': 15636.75}",-7.25,-7.75,-8.25,15630.0,15629.75,15629.5,15636.25,15636.5,15636.75
2022-01-18,NQH2,SHORT,2022-01-18 14:35:00+00:00,2022-01-18 14:40:00+00:00,2022-01-18 14:40:00+00:00,15294.0,15294.5,0.5,"{'BASE': 15294.0, 'CONSERVATIVE': 15293.75, 'STRESS': 15293.5}",15372.75,288.01785714285717,-2.2852434729909183,"O01 SHORT entry 15294.00, stop 15372.75, chandelier n/a, exit 15372.75 (STOP); paper PnL BASE -79.75 pts",2022-01-18 14:45:00+00:00,15372.75,15372.75,0.0,STOP,"{'BASE': 15372.75, 'CONSERVATIVE': 15373.0, 'STRESS': 15373.25}",-79.75,-80.25,-80.75,15294.0,15293.75,15293.5,15372.75,15373.0,15373.25
2022-01-26,NQH2,LONG,2022-01-26 14:35:00+00:00,2022-01-26 14:40:00+00:00,2022-01-26 14:40:00+00:00,14397.25,14398.5,1.25,"{'BASE': 14398.5, 'CONSERVATIVE': 14398.75, 'STRESS': 14399.0}",14383.0,391.25,3.4313712823678872,"O01 LONG entry 14398.50, stop 14383.00, chandelier n/a, exit 14382.00 (STOP); paper PnL BASE -17.50 pts",2022-01-26 14:40:10+00:00,14382.0,14383.25,1.25,STOP,"{'BASE': 14382.0, 'CONSERVATIVE': 14381.75, 'STRESS': 14381.5}",-17.5,-18.0,-18.5,14398.5,14398.75,14399.0,14382.0,14381.75,14381.5
2022-02-15,NQH2,LONG,2022-02-15 14:35:00+00:00,2022-02-15 14:40:00+00:00,2022-02-15 14:40:00+00:00,14496.25,14497.25,1.0,"{'BASE': 14497.25, 'CONSERVATIVE': 14497.5, 'STRESS': 14497.75}",14446.5,427.73214285714283,1.2601846629443954,"O01 LONG entry 14497.25, stop 14446.50, chandelier 14083.77, exit 14446.00 (STOP); paper PnL BASE -52.25 pts",2022-02-15 14:50:14+00:00,14446.0,14446.75,0.75,STOP,"{'BASE': 14446.0, 'CONSERVATIVE': 14445.75, 'STRESS': 14445.5}",-52.25,-52.75,-53.25,14497.25,14497.5,14497.75,14446.0,14445.75,14445.5
2022-02-24,NQH2,SHORT,2022-02-24 14:35:00+00:00,2022-02-24 14:40:00+00:00,2022-02-24 14:40:00+00:00,13302.75,13303.0,0.25,"{'BASE': 13302.75, 'CONSERVATIVE': 13302.5, 'STRESS': 13302.25}",13305.0,372.39285714285717,-2.938185090475779,"O01 SHORT entry 13302.75, stop 13305.00, chandelier 13576.89, exit 13306.25 (STOP); paper PnL BASE -4.50 pts",2022-02-24 14:49:28+00:00,13305.5,13306.25,0.75,STOP,"{'BASE': 13306.25, 'CONSERVATIVE': 13306.5, 'STRESS': 13306.75}",-4.5,-5.0,-5.5,13302.75,13302.5,13302.25,13306.25,13306.5,13306.75
2022-03-09,NQH2,LONG,2022-03-09 14:35:00+00:00,2022-03-09 14:40:00+00:00,2022-03-09 14:40:00+00:00,13585.5,13586.25,0.75,"{'BASE': 13586.25, 'CONSERVATIVE': 13586.5, 'STRESS': 13586.75}",13524.75,435.4107142857143,2.491456740327585,"O01 LONG entry 13586.25, stop 13524.75, chandelier 13182.84, exit 13522.75 (STOP); paper PnL BASE -64.50 pts",2022-03-09 14:52:07+00:00,13522.75,13523.25,0.5,STOP,"{'BASE': 13522.75, 'CONSERVATIVE': 13522.5, 'STRESS': 13522.25}",-64.5,-65.0,-65.5,13586.25,13586.5,13586.75,13522.75,13522.5,13522.25
2022-03-16,NQM2,LONG,2022-03-16 13:35:00+00:00,2022-03-16 13:40:00+00:00,2022-03-16 13:40:00+00:00,13679.25,13680.25,1.0,"{'BASE': 13680.25, 'CONSERVATIVE': 13680.5, 'STRESS': 13680.75}",13612.25,446.5,1.0792567687223915,"O01 LONG entry 13680.25, stop 13612.25, chandelier 13420.00, exit 13611.75 (STOP); paper PnL BASE -69.50 pts",2022-03-16 18:05:23+00:00,13611.75,13612.5,0.75,STOP,"{'BASE': 13611.75, 'CONSERVATIVE': 13611.5, 'STRESS': 13611.25}",-69.5,-70.0,-70.5,13680.25,13680.5,13680.75,13611.75,13611.5,13611.25
2022-04-21,NQM2,LONG,2022-04-21 13:35:00+00:00,2022-04-21 13:40:00+00:00,2022-04-21 13:40:00+00:00,14259.25,14259.75,0.5,"{'BASE': 14259.75, 'CONSERVATIVE': 14260.0, 'STRESS': 14260.25}",14164.5,322.6607142857143,1.9063387589079084,"O01 LONG entry 14259.75, stop 14164.50, chandelier 13958.84, exit 14160.50 (STOP); paper PnL BASE -100.25 pts",2022-04-21 14:07:59+00:00,14160.5,14161.25,0.75,STOP,"{'BASE': 14160.5, 'CONSERVATIVE': 14160.25, 'STRESS': 14160.0}",-100.25,-100.75,-101.25,14259.75,14260.0,14260.25,14160.5,14160.25,14160.0
2022-05-13,NQM2,LONG,2022-05-13 13:35:00+00:00,2022-05-13 13:40:00+00:00,2022-05-13 13:40:00+00:00,12123.0,12123.75,0.75,"{'BASE': 12123.75, 'CONSERVATIVE': 12124.0, 'STRESS': 12124.25}",12064.75,481.73214285714283,1.6296594933571706,"O01 LONG entry 12123.75, stop 12064.75, chandelier 11950.27, exit 12385.00 (EOD); paper PnL BASE +260.25 pts",2022-05-13 20:00:00+00:00,12385.0,12385.0,0.0,EOD,"{'BASE': 12385.0, 'CONSERVATIVE': 12384.75, 'STRESS': 12384.5}",260.25,259.75,259.25,12123.75,12124.0,12124.25,12385.0,12384.75,12384.5
2022-05-20,NQM2,LONG,2022-05-20 13:35:00+00:00,2022-05-20 13:40:00+00:00,2022-05-20 13:40:00+00:00,11995.5,11996.5,1.0,"{'BASE': 11996.5, 'CONSERVATIVE': 11996.75, 'STRESS': 11997.0}",11945.25,454.07142857142856,1.1781169531077142,"O01 LONG entry 11996.50, stop 11945.25, chandelier 11591.68, exit 11942.75 (STOP); paper PnL BASE -54.75 pts",2022-05-20 14:07:11+00:00,11942.75,11943.25,0.5,STOP,"{'BASE': 11942.75, 'CONSERVATIVE': 11942.5, 'STRESS': 11942.25}",-54.75,-55.25,-55.75,11996.5,11996.75,11997.0,11942.75,11942.5,11942.25
2022-06-06,NQM2,LONG,2022-06-06 13:35:00+00:00,2022-06-06 13:40:00+00:00,2022-06-06 13:40:00+00:00,12717.25,12718.0,0.75,"{'BASE': 12718.0, 'CONSERVATIVE': 12718.25, 'STRESS': 12718.5}",12692.25,389.9107142857143,1.2313344965994162,"O01 LONG entry 12718.00, stop 12692.25, chandelier 12370.34, exit 12688.25 (STOP); paper PnL BASE -30.75 pts",2022-06-06 13:48:32+00:00,12688.25,12688.75,0.5,STOP,"{'BASE': 12688.25, 'CONSERVATIVE': 12688.0, 'STRESS': 12687.75}",-30.75,-31.25,-31.75,12718.0,12718.25,12718.5,12688.25,12688.0,12687.75
2022-06-13,NQM2,SHORT,2022-06-13 13:35:00+00:00,2022-06-13 13:40:00+00:00,2022-06-13 13:40:00+00:00,11497.75,11498.5,0.75,"{'BASE': 11497.75, 'CONSERVATIVE': 11497.5, 'STRESS': 11497.25}",11575.25,357.0892857142857,-2.515778553421224,"O01 SHORT entry 11497.75, stop 11575.25, chandelier 11611.59, exit 11294.50 (EOD); paper PnL BASE +202.25 pts",2022-06-13 20:00:00+00:00,11294.5,11294.5,0.0,EOD,"{'BASE': 11294.5, 'CONSERVATIVE': 11294.75, 'STRESS': 11295.0}",202.25,201.75,201.25,11497.75,11497.5,11497.25,11294.5,11294.75,11295.0
2022-06-16,NQU2,SHORT,2022-06-16 13:35:00+00:00,2022-06-16 13:40:00+00:00,2022-06-16 13:40:00+00:00,11285.5,11286.25,0.75,"{'BASE': 11285.5, 'CONSERVATIVE': 11285.25, 'STRESS': 11285.0}",11349.75,358.25,-1.829516267035176,"O01 SHORT entry 11285.50, stop 11349.75, chandelier 11426.75, exit 11165.75 (EOD); paper PnL BASE +118.75 pts",2022-06-16 20:00:00+00:00,11165.75,11165.75,0.0,EOD,"{'BASE': 11165.75, 'CONSERVATIVE': 11166.0, 'STRESS': 11166.25}",118.75,118.25,117.75,11285.5,11285.25,11285.0,11165.75,11166.0,11166.25
2022-07-27,NQU2,LONG,2022-07-27 13:35:00+00:00,2022-07-27 13:40:00+00:00,2022-07-27 13:40:00+00:00,12344.0,12344.75,0.75,"{'BASE': 12344.75, 'CONSERVATIVE': 12345.0, 'STRESS': 12345.25}",12276.5,289.7142857142857,2.201436790503052,"O01 LONG entry 12344.75, stop 12276.50, chandelier 12400.29, exit 12615.75 (EOD); paper PnL BASE +270.00 pts",2022-07-27 20:00:00+00:00,12615.75,12615.75,0.0,EOD,"{'BASE': 12615.75, 'CONSERVATIVE': 12615.5, 'STRESS': 12615.25}",270.0,269.5,269.0,12344.75,12345.0,12345.25,12615.75,12615.5,12615.25
2022-08-22,NQU2,SHORT,2022-08-22 13:35:00+00:00,2022-08-22 13:40:00+00:00,2022-08-22 13:40:00+00:00,13032.5,13033.0,0.5,"{'BASE': 13032.5, 'CONSERVATIVE': 13032.25, 'STRESS': 13032.0}",13092.25,257.98214285714283,-1.4909748827687377,"O01 SHORT entry 13032.50, stop 13092.25, chandelier 13132.48, exit 12916.00 (EOD); paper PnL BASE +115.50 pts",2022-08-22 20:00:00+00:00,12916.0,12916.0,0.0,EOD,"{'BASE': 12916.0, 'CONSERVATIVE': 12916.25, 'STRESS': 12916.5}",115.5,115.0,114.5,13032.5,13032.25,13032.0,12916.0,12916.25,12916.5
2022-09-09,NQU2,LONG,2022-09-09 13:35:00+00:00,2022-09-09 13:40:00+00:00,2022-09-09 13:40:00+00:00,12463.75,12464.25,0.5,"{'BASE': 12464.25, 'CONSERVATIVE': 12464.5, 'STRESS': 12464.75}",12415.5,270.60714285714283,1.3116193934133364,"O01 LONG entry 12464.25, stop 12415.50, chandelier 12343.14, exit 12590.00 (EOD); paper PnL BASE +124.75 pts",2022-09-09 20:00:00+00:00,12590.0,12590.0,0.0,EOD,"{'BASE': 12590.0, 'CONSERVATIVE': 12589.75, 'STRESS': 12589.5}",124.75,124.25,123.75,12464.25,12464.5,12464.75,12590.0,12589.75,12589.5
2022-09-27,NQZ2,LONG,2022-09-27 13:35:00+00:00,2022-09-27 13:40:00+00:00,2022-09-27 13:40:00+00:00,11550.0,11550.5,0.5,"{'BASE': 11550.5, 'CONSERVATIVE': 11550.75, 'STRESS': 11551.0}",11461.0,292.125,1.6394838062245718,"O01 LONG entry 11550.50, stop 11461.00, chandelier 11276.12, exit 11457.75 (STOP); paper PnL BASE -93.75 pts",2022-09-27 14:00:37+00:00,11457.75,11458.5,0.75,STOP,"{'BASE': 11457.75, 'CONSERVATIVE': 11457.5, 'STRESS': 11457.25}",-93.75,-94.25,-94.75,11550.5,11550.75,11551.0,11457.75,11457.5,11457.25
2022-10-04,NQZ2,LONG,2022-10-04 13:35:00+00:00,2022-10-04 13:40:00+00:00,2022-10-04 13:40:00+00:00,11571.5,11572.0,0.5,"{'BASE': 11572.0, 'CONSERVATIVE': 11572.25, 'STRESS': 11572.5}",11514.25,296.35714285714283,2.34999003626135,"O01 LONG entry 11572.00, stop 11514.25, chandelier 11378.64, exit 11644.25 (EOD); paper PnL BASE +71.25 pts",2022-10-04 20:00:00+00:00,11644.25,11644.25,0.0,EOD,"{'BASE': 11644.25, 'CONSERVATIVE': 11644.0, 'STRESS': 11643.75}",71.25,70.75,70.25,11572.0,11572.25,11572.5,11644.25,11644.0,11643.75
2022-12-15,NQH3,SHORT,2022-12-15 14:35:00+00:00,2022-12-15 14:40:00+00:00,2022-12-15 14:40:00+00:00,11649.0,11649.5,0.5,"{'BASE': 11649.0, 'CONSERVATIVE': 11648.75, 'STRESS': 11648.5}",11715.5,257.5,-1.2808367508404628,"O01 SHORT entry 11649.00, stop 11715.50, chandelier 11661.50, exit 11460.00 (EOD); paper PnL BASE +188.00 pts",2022-12-15 21:00:00+00:00,11460.0,11460.0,0.0,EOD,"{'BASE': 11460.0, 'CONSERVATIVE': 11460.25, 'STRESS': 11460.5}",188.0,187.5,187.0,11649.0,11648.75,11648.5,11460.0,11460.25,11460.5
2023-01-25,NQH3,SHORT,2023-01-25 14:35:00+00:00,2023-01-25 14:40:00+00:00,2023-01-25 14:40:00+00:00,11698.5,11699.0,0.5,"{'BASE': 11698.5, 'CONSERVATIVE': 11698.25, 'STRESS': 11698.0}",11712.75,220.85714285714286,-2.6096499139711216,"O01 SHORT entry 11698.50, stop 11712.75, chandelier n/a, exit 11713.00 (STOP); paper PnL BASE -15.50 pts",2023-01-25 14:40:50+00:00,11712.25,11713.0,0.75,STOP,"{'BASE': 11713.0, 'CONSERVATIVE': 11713.25, 'STRESS': 11713.5}",-15.5,-16.0,-16.5,11698.5,11698.25,11698.0,11713.0,11713.25,11713.5
2023-01-30,NQH3,SHORT,2023-01-30 14:35:00+00:00,2023-01-30 14:40:00+00:00,2023-01-30 14:40:00+00:00,12093.5,12094.0,0.5,"{'BASE': 12093.5, 'CONSERVATIVE': 12093.25, 'STRESS': 12093.0}",12110.75,216.66071428571428,-1.4981336671250582,"O01 SHORT entry 12093.50, stop 12110.75, chandelier 12285.16, exit 12112.50 (STOP); paper PnL BASE -20.00 pts",2023-01-30 14:46:51+00:00,12112.0,12112.5,0.5,STOP,"{'BASE': 12112.5, 'CONSERVATIVE': 12112.75, 'STRESS': 12113.0}",-20.0,-20.5,-21.0,12093.5,12093.25,12093.0,12112.5,12112.75,12113.0
2023-02-09,NQH3,LONG,2023-02-09 14:35:00+00:00,2023-02-09 14:40:00+00:00,2023-02-09 14:40:00+00:00,12684.25,12684.75,0.5,"{'BASE': 12684.75, 'CONSERVATIVE': 12685.0, 'STRESS': 12685.25}",12666.75,291.8392857142857,1.703637186051352,"O01 LONG entry 12684.75, stop 12666.75, chandelier n/a, exit 12665.50 (STOP); paper PnL BASE -20.25 pts",2023-02-09 14:41:05+00:00,12665.5,12666.0,0.5,STOP,"{'BASE': 12665.5, 'CONSERVATIVE': 12665.25, 'STRESS': 12665.0}",-20.25,-20.75,-21.25,12684.75,12685.0,12685.25,12665.5,12665.25,12665.0
2023-03-23,NQM3,LONG,2023-03-23 13:35:00+00:00,2023-03-23 13:40:00+00:00,2023-03-23 13:40:00+00:00,12862.0,12862.5,0.5,"{'BASE': 12862.5, 'CONSERVATIVE': 12862.75, 'STRESS': 12863.0}",12853.5,272.76785714285717,1.6330053208300905,"O01 LONG entry 12862.50, stop 12853.50, chandelier n/a, exit 12853.25 (STOP); paper PnL BASE -10.25 pts",2023-03-23 13:40:42+00:00,12853.25,12853.75,0.5,STOP,"{'BASE': 12853.25, 'CONSERVATIVE': 12853.0, 'STRESS': 12852.75}",-10.25,-10.75,-11.25,12862.5,12862.75,12863.0,12853.25,12853.0,12852.75
2023-03-29,NQM3,LONG,2023-03-29 13:35:00+00:00,2023-03-29 13:40:00+00:00,2023-03-29 13:40:00+00:00,12906.0,12906.5,0.5,"{'BASE': 12906.5, 'CONSERVATIVE': 12906.75, 'STRESS': 12907.0}",12881.0,277.7142857142857,2.120630961459321,"O01 LONG entry 12906.50, stop 12881.00, chandelier 12655.04, exit 12879.75 (STOP); paper PnL BASE -27.75 pts",2023-03-29 14:34:34+00:00,12879.75,12880.25,0.5,STOP,"{'BASE': 12879.75, 'CONSERVATIVE': 12879.5, 'STRESS': 12879.25}",-27.75,-28.25,-28.75,12906.5,12906.75,12907.0,12879.75,12879.5,12879.25
2023-04-20,NQM3,SHORT,2023-04-20 13:35:00+00:00,2023-04-20 13:40:00+00:00,2023-04-20 13:40:00+00:00,13086.75,13087.0,0.25,"{'BASE': 13086.75, 'CONSERVATIVE': 13086.5, 'STRESS': 13086.25}",13096.75,185.32142857142858,-1.6634982089157002,"O01 SHORT entry 13086.75, stop 13096.75, chandelier n/a, exit 13099.50 (STOP); paper PnL BASE -13.75 pts",2023-04-20 13:41:38+00:00,13099.0,13099.5,0.5,STOP,"{'BASE': 13099.5, 'CONSERVATIVE': 13099.75, 'STRESS': 13100.0}",-13.75,-14.25,-14.75,13086.75,13086.5,13086.25,13099.5,13099.75,13100.0
2023-06-14,NQU3,LONG,2023-06-14 13:35:00+00:00,2023-06-14 13:40:00+00:00,2023-06-14 13:40:00+00:00,15068.75,15069.25,0.5,"{'BASE': 15069.25, 'CONSERVATIVE': 15069.5, 'STRESS': 15069.75}",15052.5,221.98214285714286,1.694369826540751,"O01 LONG entry 15069.25, stop 15052.50, chandelier 14994.02, exit 15050.50 (STOP); paper PnL BASE -19.75 pts",2023-06-14 18:01:14+00:00,15050.5,15051.25,0.75,STOP,"{'BASE': 15050.5, 'CONSERVATIVE': 15050.25, 'STRESS': 15050.0}",-19.75,-20.25,-20.75,15069.25,15069.5,15069.75,15050.5,15050.25,15050.0
