mode,entry_time,exit_time,dir,level,lot,entry,sl0,tp,sl_dist,exit,reason,pnl,r_mult,balance_after,be_moved
historical,2010-12-27 15:00:00,2010-12-27 19:00:00,1,0,0.44,1.31512,1.31285,1.320795,0.0022699999999999942,1.31285,sl,-99.87999999999974,-1.0,9903.854999999963,False
historical,2011-03-08 08:30:00,2011-03-08 08:30:00,1,0,0.48,1.39828,1.39622,1.4034299999999997,0.0020599999999999508,1.39622,sl,-98.87999999999764,-1.0,9804.974999999966,False
historical,2011-03-23 10:15:00,2011-03-23 11:15:00,-1,0,0.43,1.41753,1.4198,1.411855,0.0022699999999999942,1.4198,sl,-97.60999999999976,-1.0,9707.364999999965,False
historical,2011-04-05 08:15:00,2011-04-05 15:00:00,-1,0,0.63,1.41931,1.42083,1.4155100000000003,0.0015199999999999658,1.4155100000000003,tp,239.3999999999876,2.4999999999999267,9946.764999999952,True
historical,2011-08-23 08:30:00,2011-08-23 09:45:00,1,0,0.39,1.43922,1.43673,1.4454449999999996,0.002489999999999881,1.4454449999999996,tp,242.77499999998844,2.5,10189.53999999994,True
historical,2011-12-08 08:15:00,2011-12-08 10:00:00,1,0,0.29,1.34174,1.34001,1.3460649999999998,0.0017300000000000093,1.34001,sl,-50.17000000000027,-1.0,10139.36999999994,False
historical,2011-12-19 08:45:00,2011-12-19 09:00:00,-1,0,0.51,1.30068,1.30264,1.2957800000000002,0.0019599999999999618,1.30264,sl,-99.95999999999805,-1.0,10039.409999999943,False
historical,2012-03-07 08:00:00,2012-03-07 11:15:00,-1,0,0.64,1.31391,1.31547,1.31001,0.0015600000000000058,1.31547,sl,-99.84000000000037,-1.0,9939.569999999943,False
historical,2012-03-08 09:00:00,2012-03-08 10:30:00,1,0,0.32,1.31784,1.31631,1.3216649999999994,0.0015299999999998093,1.3216649999999994,tp,122.39999999998474,2.5000000000000004,10061.969999999928,True
historical,2012-03-08 10:15:00,2012-03-08 13:15:00,1,0,0.2,1.31878,1.31637,1.324805,0.0024100000000000232,1.324805,tp,120.49999999999895,2.4999999999999543,10182.469999999927,True
historical,2012-03-29 08:15:00,2012-03-29 11:00:00,1,0,0.24,1.33279,1.33074,1.3379149999999997,0.0020499999999998852,1.33074,sl,-49.199999999997246,-1.0,10133.26999999993,False
historical,2012-04-03 08:15:00,2012-04-03 13:15:00,1,0,0.51,1.33464,1.33269,1.3395150000000005,0.0019500000000001183,1.33269,sl,-99.45000000000604,-1.0,10033.819999999923,False
historical,2012-04-03 11:15:00,2012-04-03 13:00:00,1,0,0.56,1.33471,1.33292,1.339185,0.0017899999999999583,1.33292,sl,-100.23999999999766,-1.0,9933.579999999925,False
historical,2012-04-09 15:15:00,2012-04-09 16:30:00,-1,0,0.5,1.30563,1.30761,1.3006800000000003,0.0019799999999998708,1.30761,sl,-98.99999999999353,-1.0,9834.579999999933,False
historical,2012-04-12 10:45:00,2012-04-12 11:00:00,1,0,0.19,1.31313,1.31066,1.319305,0.0024699999999999722,1.31066,sl,-46.929999999999474,-1.0,9787.649999999932,False
historical,2012-04-17 09:15:00,2012-04-17 11:00:00,1,0,0.44,1.31098,1.3087900000000001,1.316455,0.0021899999999999142,1.316455,tp,240.89999999999546,2.5000000000000506,10028.549999999928,True
historical,2012-04-18 14:45:00,2012-04-18 16:30:00,-1,0,0.49,1.30804,1.31008,1.3029400000000004,0.0020399999999998197,1.31008,sl,-99.95999999999117,-1.0,9928.589999999936,False
historical,2012-04-19 11:30:00,2012-04-19 12:15:00,1,0,0.27,1.31386,1.31203,1.318435,0.0018299999999999983,1.31203,sl,-49.40999999999996,-1.0,9879.179999999937,False
historical,2012-04-24 15:15:00,2012-04-25 12:00:00,1,0,0.39,1.31713,1.31464,1.3233549999999996,0.002489999999999881,1.3233549999999996,tp,242.77499999998844,2.5,10121.954999999925,True
historical,2012-04-26 15:30:00,2012-04-26 23:00:00,1,0,0.23,1.32179,1.31963,1.3271899999999999,0.0021599999999999397,1.32189,sl,2.2999999999997467,0.04629629629629249,10124.254999999925,True
historical,2012-04-26 16:15:00,2012-04-26 23:00:00,1,0,0.2,1.32311,1.3206200000000001,1.3293349999999997,0.002489999999999881,1.3206200000000001,sl,-49.799999999997624,-1.0,10074.454999999927,False
historical,2012-05-01 08:15:00,2012-05-01 16:00:00,1,0,0.62,1.32538,1.32378,1.32938,0.0016000000000000458,1.32548,sl,6.199999999999317,0.062499999999991326,10080.654999999926,True
historical,2012-05-10 10:15:00,2012-05-10 15:00:00,-1,0,0.2,1.29446,1.29688,1.2884099999999998,0.0024200000000000887,1.29688,sl,-48.400000000001775,-1.0,10032.254999999925,False
historical,2012-05-17 08:45:00,2012-05-17 13:15:00,-1,0,0.23,1.27264,1.2748,1.2672400000000001,0.0021599999999999397,1.2672400000000001,tp,124.19999999999654,2.5,10156.454999999922,False
historical,2012-05-22 09:15:00,2012-05-22 10:30:00,1,0,0.66,1.27959,1.27807,1.2833899999999998,0.0015199999999999658,1.27807,sl,-100.31999999999775,-1.0,10056.134999999924,False
historical,2012-05-29 11:45:00,2012-05-29 17:45:00,-1,0,0.42,1.25401,1.25635,1.24816,0.0023400000000000087,1.24816,tp,245.7000000000056,2.5000000000000475,10301.83499999993,True
historical,2012-06-19 08:30:00,2012-06-19 09:15:00,-1,0,0.52,1.2596,1.26156,1.2547000000000001,0.0019599999999999618,1.26156,sl,-101.91999999999801,-1.0,10199.914999999932,False
historical,2012-06-26 09:00:00,2012-06-26 09:30:00,-1,0,0.44,1.2501,1.2524,1.24435,0.0022999999999999687,1.2524,sl,-101.19999999999862,-1.0,10098.714999999933,False
historical,2012-06-27 08:45:00,2012-06-27 17:15:00,-1,0,0.65,1.2488,1.25035,1.2449249999999994,0.0015500000000001624,1.2449249999999994,tp,251.87500000003362,2.500000000000072,10350.589999999966,True
historical,2012-06-27 14:15:00,2012-06-28 05:15:00,-1,0,0.6,1.24788,1.24958,1.2436300000000005,0.0016999999999998128,1.24958,sl,-101.99999999998876,-1.0,10248.589999999976,False
historical,2012-07-11 10:15:00,2012-07-11 10:30:00,-1,0,0.65,1.2262,1.22776,1.2223,0.0015600000000000058,1.22776,sl,-101.40000000000039,-1.0,10147.189999999977,False
historical,2012-07-16 09:30:00,2012-07-16 10:45:00,1,0,0.56,1.22368,1.22188,1.22818,0.0018000000000000238,1.22188,sl,-100.80000000000135,-1.0,10046.389999999976,False
historical,2012-07-18 09:15:00,2012-07-18 10:00:00,1,0,0.63,1.22913,1.22754,1.2331050000000001,0.0015899999999999803,1.22754,sl,-100.16999999999875,-1.0,9946.219999999978,False
historical,2012-07-31 09:45:00,2012-07-31 10:00:00,1,0,0.5,1.22776,1.22579,1.232685,0.0019700000000000273,1.22579,sl,-98.50000000000136,-1.0,9847.719999999976,False
historical,2012-07-31 11:00:00,2012-07-31 11:45:00,-1,0,0.47,1.22571,1.22777,1.2205600000000003,0.0020599999999999508,1.22777,sl,-96.81999999999768,-1.0,9750.899999999978,False
historical,2012-08-08 11:30:00,2012-08-09 12:00:00,-1,0,0.43,1.23711,1.23933,1.2315599999999995,0.0022200000000001108,1.2315599999999995,tp,238.65000000001666,2.50000000000005,9989.549999999994,False
historical,2012-08-09 09:15:00,2012-08-09 13:15:00,-1,0,0.2,1.2362,1.2386599999999999,1.2300500000000003,0.0024599999999999067,1.2300500000000003,tp,122.99999999999312,2.4999999999999547,10112.549999999987,True
historical,2012-08-13 09:45:00,2012-08-13 11:00:00,-1,0,0.53,1.22776,1.22964,1.2230599999999998,0.0018800000000001038,1.22964,sl,-99.6400000000055,-1.0,10012.909999999982,False
historical,2012-08-15 10:00:00,2012-08-15 16:00:00,-1,0,0.47,1.23216,1.23425,1.2269349999999997,0.0020900000000001473,1.2269349999999997,tp,245.57500000001207,2.499999999999947,10258.484999999993,True
historical,2012-08-15 11:45:00,2012-08-15 12:15:00,-1,0,0.61,1.23236,1.23403,1.2281849999999999,0.0016700000000000603,1.2281849999999999,tp,254.67500000000243,2.4999999999999334,10513.159999999996,True
historical,2012-08-20 08:15:00,2012-08-20 12:00:00,1,0,0.5,1.23481,1.23272,1.2400349999999998,0.0020899999999999253,1.23272,sl,-104.49999999999626,-1.0,10408.66,False
historical,2012-08-28 08:15:00,2012-08-28 09:45:00,-1,0,0.64,1.24795,1.24957,1.2438999999999996,0.0016200000000001769,1.24957,sl,-103.68000000001132,-1.0,10304.979999999989,False
historical,2012-08-30 10:00:00,2012-08-30 16:15:00,1,0,0.33,1.25504,1.2535,1.2588899999999996,0.0015399999999998748,1.2535,sl,-50.81999999999587,-1.0,10254.159999999993,False
historical,2012-09-03 09:15:00,2012-09-04 02:00:00,1,0,0.54,1.25798,1.25609,1.2627050000000004,0.0018900000000001693,1.25808,sl,5.399999999999405,0.05291005291004234,10259.559999999992,True
historical,2012-10-02 08:30:00,2012-10-02 08:45:00,1,0,0.63,1.29128,1.28967,1.2953049999999997,0.0016099999999998893,1.28967,sl,-101.42999999999303,-1.0,10158.13,False
historical,2012-10-03 08:15:00,2012-10-03 09:30:00,-1,0,0.52,1.28867,1.29059,1.2838700000000003,0.0019199999999999218,1.29059,sl,-99.83999999999594,-1.0,10058.290000000003,False
historical,2012-10-03 09:15:00,2012-10-03 09:15:00,-1,0,0.52,1.28814,1.29005,1.2833650000000003,0.0019099999999998563,1.29005,sl,-99.31999999999253,-1.0,9958.97000000001,False
historical,2012-10-11 08:00:00,2012-10-11 10:00:00,-1,0,0.24,1.28581,1.28788,1.2806349999999997,0.0020700000000000163,1.28788,sl,-49.68000000000038,-1.0,9909.29000000001,False
historical,2012-10-15 08:15:00,2012-10-15 08:45:00,-1,0,0.59,1.29007,1.2917399999999999,1.2858950000000005,0.0016699999999998383,1.2917399999999999,sl,-98.52999999999045,-1.0,9810.76000000002,False
historical,2012-10-18 10:45:00,2012-10-18 16:15:00,1,0,0.24,1.31031,1.30827,1.3154100000000002,0.0020400000000000418,1.30827,sl,-48.960000000001,-1.0,9761.80000000002,False
historical,2012-10-18 11:15:00,2012-10-18 16:00:00,1,0,0.27,1.31079,1.30901,1.3152399999999997,0.0017799999999998928,1.30901,sl,-48.05999999999711,-1.0,9713.740000000022,False
historical,2012-10-22 09:15:00,2012-10-22 12:00:00,-1,0,0.43,1.30396,1.30619,1.2983850000000001,0.0022299999999999542,1.30619,sl,-95.88999999999803,-1.0,9617.850000000024,False
historical,2012-10-25 11:30:00,2012-10-25 12:45:00,1,0,0.25,1.30145,1.2996,1.3060749999999999,0.0018499999999999073,1.2996,sl,-46.249999999997684,-1.0,9571.600000000026,False
historical,2012-10-31 08:45:00,2012-10-31 12:15:00,1,0,0.47,1.29641,1.29438,1.301485,0.0020299999999999763,1.301485,tp,238.5249999999972,2.5,9810.125000000024,True
historical,2012-11-01 08:15:00,2012-11-01 13:30:00,-1,0,0.25,1.29467,1.2966199999999999,1.2897950000000002,0.0019499999999998963,1.2966199999999999,sl,-48.74999999999741,-1.0,9761.375000000025,False
historical,2012-11-06 16:15:00,2012-11-06 17:30:00,-1,0,0.62,1.27995,1.28151,1.27605,0.0015600000000000058,1.28151,sl,-96.72000000000035,-1.0,9664.655000000024,False
historical,2012-11-14 08:45:00,2012-11-14 20:00:00,1,0,0.51,1.27215,1.27029,1.2767999999999997,0.0018599999999999728,1.2767999999999997,tp,237.14999999999088,2.4999999999999405,9901.805000000015,True
historical,2012-11-14 14:30:00,2012-11-15 01:30:00,1,0,0.43,1.27449,1.27219,1.2802399999999998,0.0022999999999999687,1.27219,sl,-98.89999999999867,-1.0,9802.905000000017,False
historical,2012-11-20 11:15:00,2012-11-20 15:30:00,1,0,0.58,1.28056,1.27888,1.2847599999999997,0.0016799999999999038,1.27888,sl,-97.43999999999441,-1.0,9705.465000000022,False
historical,2012-11-28 10:30:00,2012-11-28 18:30:00,-1,0,0.46,1.29182,1.29392,1.28657,0.0020999999999999908,1.29392,sl,-96.59999999999958,-1.0,9608.865000000022,False
historical,2012-11-29 09:00:00,2012-11-29 17:30:00,1,0,0.21,1.29634,1.29409,1.3019650000000003,0.0022500000000000853,1.29644,sl,2.0999999999997683,0.044444444444437854,9610.965000000022,True
historical,2012-12-11 10:30:00,2012-12-11 19:30:00,1,0,0.43,1.29585,1.29366,1.3013249999999998,0.0021899999999999142,1.3013249999999998,tp,235.42499999999552,2.5000000000000506,9846.390000000018,True
historical,2013-01-09 10:30:00,2013-01-09 17:45:00,-1,0,0.55,1.30796,1.30973,1.3035349999999999,0.0017700000000000493,1.30786,sl,5.499999999999394,0.05649717514123514,9851.890000000018,True
historical,2013-01-09 11:00:00,2013-01-10 10:45:00,-1,0,0.43,1.30676,1.30904,1.3010599999999997,0.0022800000000000598,1.30904,sl,-98.04000000000258,-1.0,9753.850000000015,False
