date,side,entry,stop,target,exit,reason,risk_pips,gross_pips,net_normal_pips,net_stress_pips,year
2015-09-15,SHORT,1.13019,1.12844,1.131485,1.131485,TARGET,17.499999999999183,12.950000000000461,10.950000000000461,8.950000000000461,2015
2015-09-18,LONG,1.14163,1.14308,1.14044,1.14308,STOP,14.500000000001734,-14.500000000001734,-16.500000000001734,-18.500000000001734,2015
2015-09-21,LONG,1.13208,1.13299,1.130315,1.130315,TARGET,9.099999999999664,17.650000000000166,15.650000000000166,13.650000000000166,2015
2015-09-22,SHORT,1.11837,1.11681,1.11945,1.11681,STOP,15.600000000000058,-15.600000000000058,-17.60000000000006,-19.60000000000006,2015
2015-09-23,LONG,1.11389,1.11469,1.112275,1.11469,STOP,7.999999999999119,-7.999999999999119,-9.999999999999119,-11.999999999999119,2015
2015-09-28,SHORT,1.11748,1.11645,1.119415,1.119415,TARGET,10.300000000000864,19.3500000000002,17.3500000000002,15.3500000000002,2015
2015-09-29,LONG,1.1263,1.12801,1.124905,1.124905,TARGET,17.099999999998783,13.950000000000351,11.950000000000351,9.950000000000351,2015
2015-10-05,LONG,1.12467,1.12596,1.12313,1.12596,STOP,12.900000000000134,-12.900000000000134,-14.900000000000134,-16.900000000000134,2015
2015-10-12,LONG,1.13742,1.13845,1.1369950000000002,1.13845,STOP,10.299999999998644,-10.299999999998644,-12.299999999998644,-14.299999999998644,2015
2015-10-16,LONG,1.1378,1.1395,1.1373199999999999,1.1373199999999999,TARGET,17.000000000000348,4.8000000000003595,2.8000000000003595,0.8000000000003595,2015
2015-10-19,SHORT,1.13551,1.13491,1.1366100000000001,1.13491,STOP,5.999999999999339,-5.999999999999339,-7.999999999999339,-9.99999999999934,2015
2015-10-21,LONG,1.13668,1.13775,1.1357599999999999,1.1357599999999999,TARGET,10.700000000001264,9.200000000000319,7.200000000000319,5.200000000000319,2015
2015-10-23,LONG,1.11207,1.11342,1.10977,1.11342,STOP,13.500000000001844,-13.500000000001844,-15.500000000001844,-17.500000000001844,2015
2015-10-26,LONG,1.10354,1.10561,1.1028850000000001,1.1028850000000001,TARGET,20.700000000000163,6.5499999999985015,4.5499999999985015,2.5499999999985015,2015
2015-10-27,SHORT,1.10455,1.10362,1.10572,1.10572,TARGET,9.299999999998754,11.700000000001154,9.700000000001154,7.700000000001154,2015
2015-10-28,LONG,1.10442,1.10509,1.10348,1.10509,STOP,6.699999999999484,-6.699999999999484,-8.699999999999484,-10.699999999999484,2015
2015-11-02,LONG,1.10355,1.10461,1.10297,1.10297,TARGET,10.600000000000609,5.800000000000249,3.8000000000002494,1.8000000000002494,2015
2015-11-05,SHORT,1.08588,1.08359,1.0866850000000001,1.0866850000000001,TARGET,22.899999999999032,8.050000000001667,6.050000000001667,4.050000000001667,2015
2015-11-09,LONG,1.07678,1.07778,1.074925,1.07778,STOP,9.999999999998899,-9.999999999998899,-11.999999999998899,-13.999999999998899,2015
2015-11-10,SHORT,1.07418,1.07299,1.074915,1.07299,STOP,11.899999999998023,-11.899999999998023,-13.899999999998023,-15.899999999998023,2015
2015-11-13,SHORT,1.07724,1.07681,1.07907,1.07681,STOP,4.299999999999304,-4.299999999999304,-6.299999999999304,-8.299999999999304,2015
2015-11-19,SHORT,1.06722,1.0668,1.0693899999999998,1.0668,STOP,4.20000000000087,-4.20000000000087,-6.20000000000087,-8.20000000000087,2015
2015-11-24,LONG,1.06443,1.06471,1.06323,1.06471,STOP,2.80000000000058,-2.80000000000058,-4.80000000000058,-6.80000000000058,2015
2015-11-25,LONG,1.06761,1.06859,1.0659100000000001,1.0659100000000001,TARGET,9.799999999999809,16.999999999998128,14.999999999998128,12.999999999998128,2015
2015-11-30,SHORT,1.05722,1.05634,1.058115,1.058115,TARGET,8.799999999999919,8.949999999998681,6.949999999998681,4.949999999998681,2015
2015-12-01,LONG,1.05948,1.06188,1.0579999999999998,1.06188,STOP,23.999999999999577,-23.999999999999577,-25.999999999999577,-27.999999999999577,2015
2015-12-02,LONG,1.06272,1.06308,1.061795,1.061795,TARGET,3.5999999999991594,9.250000000000647,7.250000000000647,5.250000000000647,2015
2015-12-14,SHORT,1.09545,1.09455,1.09714,1.09714,TARGET,9.00000000000123,16.899999999999693,14.899999999999693,12.899999999999693,2015
2015-12-15,LONG,1.10346,1.10536,1.10129,1.10129,TARGET,18.999999999997907,21.700000000000053,19.700000000000053,17.700000000000053,2015
2015-12-16,SHORT,1.09265,1.09153,1.09373,1.09153,STOP,11.200000000000099,-11.200000000000099,-13.200000000000099,-15.200000000000099,2015
2015-12-18,LONG,1.08555,1.08684,1.08457,1.08457,TARGET,12.900000000000134,9.799999999999809,7.799999999999809,5.799999999999809,2015
2015-12-22,LONG,1.09219,1.09276,1.09145,1.09276,STOP,5.699999999999594,-5.699999999999594,-7.699999999999594,-9.699999999999594,2015
2015-12-24,LONG,1.09411,1.09484,1.09247,1.09484,STOP,7.300000000001194,-7.300000000001194,-9.300000000001194,-11.300000000001194,2015
2015-12-28,LONG,1.09764,1.09795,1.0968550000000001,1.09795,STOP,3.1000000000003247,-3.1000000000003247,-5.100000000000325,-7.100000000000325,2015
2015-12-29,LONG,1.09815,1.09855,1.097385,1.09855,STOP,3.9999999999995595,-3.9999999999995595,-5.9999999999995595,-7.9999999999995595,2015
2015-12-30,LONG,1.09341,1.09432,1.092745,1.09432,STOP,9.099999999999664,-9.099999999999664,-11.099999999999664,-13.099999999999664,2015
2015-12-31,SHORT,1.092,1.09161,1.092795,1.09161,STOP,3.900000000001125,-3.900000000001125,-5.900000000001125,-7.900000000001125,2015
2016-01-07,SHORT,1.07758,1.0771,1.08018,1.08018,TARGET,4.8000000000003595,25.999999999999357,23.999999999999357,21.999999999999357,2016
2016-01-12,LONG,1.08922,1.09002,1.0867300000000002,1.0867300000000002,TARGET,7.999999999999119,24.899999999998812,22.899999999998812,20.899999999998812,2016
2016-01-13,SHORT,1.08165,1.08093,1.0830099999999998,1.0830099999999998,TARGET,7.200000000000539,13.599999999998058,11.599999999998058,9.599999999998058,2016
2016-01-14,SHORT,1.08673,1.08565,1.0881699999999999,1.0881699999999999,TARGET,10.799999999999699,14.399999999998858,12.399999999998858,10.399999999998858,2016
2016-01-15,LONG,1.08878,1.0895,1.08729,1.0895,STOP,7.199999999998319,-7.199999999998319,-9.199999999998319,-11.199999999998319,2016
2016-01-18,SHORT,1.08877,1.08749,1.090535,1.090535,TARGET,12.799999999999478,17.650000000000166,15.650000000000166,13.650000000000166,2016
2016-01-19,SHORT,1.08743,1.08633,1.088845,1.088845,TARGET,10.999999999998789,14.150000000001661,12.150000000001661,10.150000000001661,2016
2016-01-20,LONG,1.09611,1.0976,1.093665,1.093665,TARGET,14.899999999999913,24.449999999998084,22.449999999998084,20.449999999998084,2016
2016-01-26,LONG,1.08577,1.08683,1.085035,1.085035,TARGET,10.600000000000609,7.3499999999993015,5.3499999999993015,3.3499999999993015,2016
2016-01-27,LONG,1.08701,1.08762,1.086045,1.08762,STOP,6.099999999999994,-6.099999999999994,-8.099999999999994,-10.099999999999994,2016
2016-02-01,LONG,1.08508,1.0857,1.0838299999999998,1.0857,STOP,6.200000000000649,-6.200000000000649,-8.20000000000065,-10.20000000000065,2016
2016-02-03,SHORT,1.09131,1.09038,1.092375,1.092375,TARGET,9.300000000000974,10.650000000000936,8.650000000000936,6.6500000000009365,2016
2016-02-04,LONG,1.11164,1.11371,1.1093449999999998,1.11371,STOP,20.700000000000163,-20.700000000000163,-22.700000000000163,-24.700000000000163,2016
2016-02-05,SHORT,1.11871,1.1183,1.120115,1.120115,TARGET,4.100000000000215,14.049999999998786,12.049999999998786,10.049999999998786,2016
2016-02-08,LONG,1.11495,1.11534,1.1139000000000001,1.11534,STOP,3.8999999999989043,-3.8999999999989043,-5.899999999998904,-7.899999999998904,2016
2016-02-09,SHORT,1.11851,1.11676,1.12111,1.11676,STOP,17.499999999999183,-17.499999999999183,-19.499999999999183,-21.499999999999183,2016
2016-02-11,LONG,1.13146,1.13545,1.129715,1.13545,STOP,39.9000000000016,-39.9000000000016,-41.9000000000016,-43.9000000000016,2016
2016-02-16,LONG,1.11761,1.11931,1.116505,1.116505,TARGET,17.000000000000348,11.049999999999116,9.049999999999116,7.049999999999116,2016
2016-02-17,LONG,1.11703,1.11733,1.11456,1.11456,TARGET,2.9999999999996696,24.699999999999722,22.699999999999722,20.699999999999722,2016
2016-02-19,LONG,1.11277,1.11392,1.1114950000000001,1.1114950000000001,TARGET,11.499999999999844,12.749999999999151,10.749999999999151,8.749999999999151,2016
2016-02-23,LONG,1.10434,1.10527,1.103675,1.103675,TARGET,9.299999999998754,6.650000000001377,4.650000000001377,2.650000000001377,2016
2016-02-24,SHORT,1.10017,1.09913,1.101345,1.101345,TARGET,10.40000000000152,11.749999999999261,9.749999999999261,7.749999999999261,2016
2016-02-25,SHORT,1.10118,1.10048,1.102285,1.102285,TARGET,7.0000000000014495,11.049999999999116,9.049999999999116,7.049999999999116,2016
2016-02-29,LONG,1.09467,1.09625,1.093195,1.093195,TARGET,15.799999999999148,14.750000000001151,12.750000000001151,10.750000000001151,2016
2016-03-01,SHORT,1.08751,1.08583,1.08837,1.08837,TARGET,16.799999999999038,8.60000000000083,6.600000000000829,4.600000000000829,2016
2016-03-03,LONG,1.08702,1.08773,1.0864250000000002,1.0864250000000002,TARGET,7.099999999999884,5.949999999999012,3.9499999999990116,1.9499999999990116,2016
2016-03-04,SHORT,1.09374,1.09284,1.0946,1.0946,TARGET,8.999999999999009,8.60000000000083,6.600000000000829,4.600000000000829,2016
2016-03-08,LONG,1.10265,1.10446,1.10201,1.10201,TARGET,18.100000000000893,6.399999999999739,4.399999999999739,2.3999999999997392,2016
2016-03-09,SHORT,1.09688,1.09617,1.098695,1.09617,STOP,7.099999999999884,-7.099999999999884,-9.099999999999884,-11.099999999999884,2016
2016-03-10,SHORT,1.09731,1.09608,1.09816,1.09608,STOP,12.300000000000644,-12.300000000000644,-14.300000000000644,-16.300000000000644,2016
2016-03-15,LONG,1.11113,1.11188,1.110455,1.110455,TARGET,7.500000000000284,6.749999999999812,4.749999999999812,2.7499999999998117,2016
2016-03-16,SHORT,1.10873,1.10745,1.10996,1.10996,TARGET,12.799999999999478,12.300000000000644,10.300000000000644,8.300000000000644,2016
2016-03-18,SHORT,1.12945,1.12765,1.1314250000000001,1.12765,STOP,18.000000000000238,-18.000000000000238,-20.000000000000238,-22.000000000000238,2016
2016-03-23,SHORT,1.11937,1.11845,1.1207099999999999,1.11845,STOP,9.200000000000319,-9.200000000000319,-11.200000000000319,-13.200000000000319,2016
